"Exp","Site","Hole","Latitude_DD","Longitude_DD","Water.depth..m.","Penetration.DSF..m.","Cored.interval..m.","Recovered.length..m.","Recovery....","Drilled.interval..m.","Drilled.interval..no..","Total.cores..no..","APC.cores..no..","HLAPC.cores..no..","XCB.cores..no..","RCB.cores..no..","Other.cores..no..","Date.started..UTC.","Date.finished..UTC.","Time.on.hole..days.","Comments","Latitude","Longitude","program","repository"
"145","881","B",47.10227,161.49153,5530.8,167,167,170.33,101.99,NA,0,18,18,0,0,0,0,"07/29/1992 11:05","07/30/1992 06:20",0,NA,"47 6.1362 N","161 29.4918 E","ODP","GCR"
"145","881","C",47.10222,161.4915,5530.8,363.8,363.8,227.2,62.45,NA,0,39,18,0,21,0,0,"07/30/1992 08:45","08/01/1992 12:10",0,NA,"47 6.1332 N","161 29.49 E","ODP","GCR"
"145","881","D",47.10227,161.49203,5531.1,57,57,57.91,101.6,NA,0,6,6,0,0,0,0,"08/03/1992 02:30","08/03/1992 08:00",0,NA,"47 6.1362 N","161 29.5218 E","ODP","GCR"
"145","882","A",50.36328,167.59998,3243.8,398.3,398.3,411.2,103.24,NA,0,42,42,0,0,0,0,"08/05/1992 14:10","08/06/1992 22:30",0,NA,"50 21.7968 N","167 35.9988 E","ODP","GCR"
"145","882","B",50.3633,167.5996,3244.2,270.4,270.4,280.9,103.88,NA,0,29,29,0,0,0,0,"08/07/1992 00:45","08/07/1992 23:30",0,NA,"50 21.798 N","167 35.976 E","ODP","GCR"
"145","883","A",51.1983,167.7688,2407,38,38,38.49,101.29,NA,0,4,4,0,0,0,0,"08/08/1992 20:45","08/08/1992 22:25",0,NA,"51 11.898 N","167 46.128 E","ODP","GCR"
"145","883","B",51.19847,167.7688,2395.6,840.7,840.7,695.41,82.72,NA,0,88,32,0,56,0,0,"08/09/1992 00:00","08/11/1992 20:00",0,NA,"51 11.9082 N","167 46.128 E","ODP","GCR"
"145","883","C",51.19865,167.7687,2385.5,355,355,344.3,96.99,NA,0,38,31,0,7,0,0,"08/12/1992 01:00","08/13/1992 03:10",0,NA,"51 11.919 N","167 46.122 E","ODP","GCR"
"145","883","D",51.19865,167.76847,2385.5,17,17,17.31,101.82,NA,0,2,2,0,0,0,0,"08/13/1992 05:15","08/13/1992 05:55",0,NA,"51 11.919 N","167 46.1082 E","ODP","GCR"
"145","883","E",51.19862,167.7683,2385.5,226,226,116.56,51.58,NA,0,23,0,0,0,23,0,"08/14/1992 02:30","08/15/1992 20:00",0,NA,"51 11.9172 N","167 46.098 E","ODP","GCR"
"145","883","F",51.19843,167.76808,2385.5,29.4,29.4,13.58,46.19,NA,0,3,0,0,0,3,0,"08/17/1992 10:30","08/17/1992 16:00",0,NA,"51 11.9058 N","167 46.0848 E","ODP","GCR"
"145","884","A",51.4504,168.3371,3826.6,9.7,9.7,9.72,100.21,NA,0,1,1,0,0,0,0,"08/20/1992 07:00",NA,0,NA,"51 27.024 N","168 20.226 E","ODP","GCR"
"145","884","B",51.4504,168.3371,3824.8,853.9,853.9,791.76,92.72,NA,0,91,11,0,80,0,0,"08/20/1992 08:00","08/23/1992 22:00",0,NA,"51 27.024 N","168 20.226 E","ODP","GCR"
"145","884","C",51.4506,168.337,3824.9,357.8,357.8,294.56,82.33,NA,0,38,9,0,29,0,0,"08/24/1992 01:30","08/25/1992 05:20",0,NA,"51 27.036 N","168 20.22 E","ODP","GCR"
"145","884","D",51.4506,168.3366,3826,14.8,14.8,13.92,94.05,NA,0,2,2,0,0,0,0,"08/25/1992 07:50","08/25/1992 08:30",0,NA,"51 27.036 N","168 20.196 E","ODP","GCR"
"145","884","E",51.4506,168.3369,3824.8,87,87,66.78,76.76,NA,0,10,0,0,0,10,0,"08/26/1992 22:45","08/28/1992 15:35",0,NA,"51 27.036 N","168 20.214 E","ODP","GCR"
"145","885","A",44.6883,168.272,5708.5,58.8,58.8,53.72,91.36,NA,0,8,7,0,1,0,0,"09/04/1992 10:55","09/04/1992 20:45",0,NA,"44 41.298 N","168 16.32 E","ODP","GCR"
"145","886","A",44.6897,-168.24,5713.4,9.7,9.7,9.7,100,NA,0,1,1,0,0,0,0,"09/05/1992 05:20",NA,0,NA,"44 41.382 N","168 14.4 W","ODP","GCR"
"145","886","B",44.6897,-168.24,5714.3,68.9,68.9,60.5,87.81,NA,0,9,7,0,2,0,0,"09/05/1992 06:25","09/05/1992 16:25",0,NA,"44 41.382 N","168 14.4 W","ODP","GCR"
"145","886","C",44.6897,-168.24,5713.3,72.4,72.4,67.09,92.67,NA,0,8,8,0,0,0,0,"09/05/1992 18:15","09/06/1992 01:45",0,NA,"44 41.382 N","168 14.4 W","ODP","GCR"
"145","887","A",54.3654,-148.446,3631.2,286,286,239.84,83.86,NA,0,31,21,0,10,0,0,"09/10/1992 07:00","09/11/1992 13:50",0,NA,"54 21.924 N","148 26.76 W","ODP","GCR"
"145","887","B",54.3654,-148.446,3635.9,40,40,41.38,103.45,NA,0,5,5,0,0,0,0,"09/12/1992 11:00","09/12/1992 13:50",0,NA,"54 21.924 N","148 26.76 W","ODP","GCR"
"145","887","C",54.3656,-148.446,3633.6,273.8,273.8,269.44,98.41,NA,0,30,30,0,0,0,0,"09/12/1992 15:00","09/13/1992 19:45",0,NA,"54 21.936 N","148 26.76 W","ODP","GCR"
"145","887","D",54.3656,-148.446,3633.6,115.7,115.7,19.92,17.22,NA,0,13,0,0,0,13,0,"09/14/1992 12:20","09/15/1992 11:05",0,NA,"54 21.936 N","148 26.76 W","ODP","GCR"
"146","857","D",48.44195,-128.71085,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,NA,NA,0,NA,"48 26.517 N","128 42.651 W","ODP","GCR"
"146","888","A",48.1668,-126.6632,2516.3,9.5,9.5,9.75,102.63,NA,0,1,1,0,0,0,0,"09/26/1992 16:20",NA,0,NA,"48 10.008 N","126 39.792 W","ODP","GCR"
"146","888","B",48.1668,-126.6632,2516.3,566.9,566.9,364.85,64.36,NA,0,65,32,0,31,0,2,"09/26/1992 17:05","10/01/1992 15:20",0,NA,"48 10.008 N","126 39.792 W","ODP","GCR"
"146","888","C",48.16641,-126.66337,2516.2,600,NA,NA,0,600,1,0,0,0,0,0,0,NA,NA,0,NA,"48 9.9846 N","126 39.8022 W","ODP","GCR"
"146","889","A",48.6993,-126.8683,1311.2,325.8,325.8,223.14,68.49,NA,0,44,15,0,23,0,6,"10/06/1992 09:20","10/08/1992 17:25",0,NA,"48 41.958 N","126 52.098 W","ODP","GCR"
"146","889","B",48.6975,-126.8732,1316.2,189.5,189.5,48.15,25.41,NA,0,21,0,0,0,21,0,"10/11/1992 04:55","10/12/1992 11:45",0,NA,"48 41.85 N","126 52.392 W","ODP","GCR"
"146","889","C",48.6985,-126.8705,1315.1,384.5,NA,NA,0,384.5,1,0,0,0,0,0,0,NA,NA,0,NA,"48 41.91 N","126 52.23 W","ODP","GCR"
"146","889","D",48.6997,-126.8688,1311.1,23.5,23.5,13.29,56.55,NA,0,3,1,0,1,0,2,"10/18/1992 01:10","10/18/1992 11:55",0,NA,"48 41.982 N","126 52.128 W","ODP","GCR"
"146","890","A",48.6625,-126.8815,1326.3,5.3,5.3,3.71,70,NA,0,1,1,0,0,0,0,"10/09/1992 22:45",NA,0,NA,"48 39.75 N","126 52.89 W","ODP","GCR"
"146","890","B",48.6625,-126.8815,1326.3,45.3,45.3,37.76,83.36,NA,0,5,5,0,0,0,0,"10/09/1992 23:30","10/10/1992 05:20",0,NA,"48 39.75 N","126 52.89 W","ODP","GCR"
"146","891","A",44.6441,-125.3258,2663.3,9.5,9.5,9.49,99.89,NA,0,3,3,0,0,0,0,"10/25/1992 13:00","10/25/1992 16:00",0,NA,"44 38.646 N","125 19.548 W","ODP","GCR"
"146","891","B",44.6443,-125.326,2663,469.3,469.3,54.03,11.51,NA,0,58,0,0,55,0,3,"10/26/1992 11:10","10/31/1992 19:25",0,NA,"44 38.658 N","125 19.56 W","ODP","GCR"
"146","891","C",44.6439,-125.3255,2664,492,NA,NA,0,492,1,0,0,0,0,0,0,NA,NA,0,NA,"44 38.634 N","125 19.53 W","ODP","GCR"
"146","892","A",44.6742,-125.119,674.5,176.5,176.5,63.63,36.05,NA,0,21,0,0,19,0,2,"11/07/1992 12:45","11/09/1992 08:00",0,NA,"44 40.452 N","125 7.14 W","ODP","GCR"
"146","892","B",44.6756,-125.1181,674.4,178.5,NA,NA,0,178.5,1,0,0,0,0,0,0,NA,"11/12/1992 08:00",0,NA,"44 40.536 N","125 7.086 W","ODP","GCR"
"146","892","C",44.674,-125.119,674.4,NA,NA,NA,0,NA,0,0,0,0,0,0,1,"11/12/1992 08:00",NA,0,NA,"44 40.44 N","125 7.14 W","ODP","GCR"
"146","892","D",44.674,-125.119,670.3,143.5,143.5,76.17,53.08,NA,0,16,0,0,16,0,0,"11/15/1992 20:30","11/16/1992 21:50",0,NA,"44 40.44 N","125 7.14 W","ODP","GCR"
"146","892","E",44.674,-125.119,674.3,33,33,15.36,46.55,NA,0,5,2,0,1,0,2,"11/17/1992 02:05","11/17/1992 12:30",0,NA,"44 40.44 N","125 7.14 W","ODP","GCR"
"146","893","A",34.2875,-120.036,576.5,196.5,196.5,204.91,104.28,NA,0,21,21,0,0,0,0,"11/20/1992 21:55","11/21/1992 06:10",0,NA,"34 17.25 N","120 2.16 W","ODP","GCR"
"146","893","B",34.2875,-120.036,576.7,68.8,68.8,72.67,105.63,NA,0,8,8,0,0,0,0,"11/21/1992 11:30","11/21/1992 16:55",0,NA,"34 17.25 N","120 2.16 W","ODP","GCR"
"147","894","A",2.3005,-101.5248,3012.1,6,6,6.24,104,NA,0,1,0,0,0,1,0,"12/04/1992 08:15","12/04/1992 14:45",0,NA,"02 18.03 N","101 31.488 W","ODP","GCR"
"147","894","B",2.2993,-101.5261,3020.1,7,7,0.14,2,NA,0,1,0,0,0,1,0,"12/04/1992 14:45","12/04/1992 17:30",0,NA,"02 17.958 N","101 31.566 W","ODP","GCR"
"147","894","C",2.2992,-101.5257,3033.1,31,31,0.17,0.55,NA,0,1,0,0,0,0,1,"12/04/1992 17:30",NA,0,NA,"02 17.952 N","101 31.542 W","ODP","GCR"
"147","894","D",2.3015,-101.5265,3013.1,19.5,19.5,1.52,7.79,NA,0,2,0,0,0,2,0,"12/07/1992 06:35","12/07/1992 10:40",0,NA,"02 18.09 N","101 31.59 W","ODP","GCR"
"147","894","E",2.30098333333333,-101.5254,3013.7,28.7,28.7,3.03,10.56,NA,0,3,0,0,0,3,0,"12/07/1992 20:00","12/08/1992 00:50",0,NA,"02 18.059 N","101 31.524 W","ODP","GCR"
"147","894","F",2.2996,-101.5259,3024.6,25.7,25.7,1.8,7,NA,0,3,0,0,0,3,0,"12/08/1992 10:00","12/08/1992 17:05",0,NA,"02 17.976 N","101 31.554 W","ODP","GCR"
"147","894","G",2.2996,-101.5259,3023.4,127.5,127.5,46.18,36.22,NA,0,19,0,0,0,19,2,"12/13/1992 08:10","12/28/1992 19:00",0,NA,"02 17.976 N","101 31.554 W","ODP","GCR"
"147","895","A",2.2773,-101.4461,3820.7,17.2,17.2,2.38,13.84,NA,0,2,0,0,0,2,0,"12/31/1992 00:00","12/31/1992 01:00",0,NA,"02 16.638 N","101 26.766 W","ODP","GCR"
"147","895","B",2.2773,-101.446,3820.7,10.3,10.3,1.02,9.9,NA,0,1,0,0,0,1,0,"01/01/1993 09:00",NA,0,NA,"02 16.638 N","101 26.76 W","ODP","GCR"
"147","895","C",2.2772,-101.4462,3819.7,37.9,37.9,5.73,15.12,NA,0,4,0,0,0,4,0,"01/01/1993 14:00","01/02/1993 02:00",0,NA,"02 16.632 N","101 26.772 W","ODP","GCR"
"147","895","D",2.2773,-101.4463,3820.7,93.7,93.7,19.08,20.36,NA,0,9,0,0,0,9,1,"01/03/1993 21:15","01/07/1993 01:00",0,NA,"02 16.638 N","101 26.778 W","ODP","GCR"
"147","895","E",2.2798,-101.4465,3752.5,87.6,87.6,32.47,37.07,NA,0,8,0,0,0,8,1,"01/09/1993 17:15","01/11/1993 14:00",0,NA,"02 16.788 N","101 26.79 W","ODP","GCR"
"147","895","F",2.2817,-101.4465,3692.5,26.2,26.2,1.98,7.56,NA,0,2,0,0,0,2,0,"01/13/1993 08:30","01/13/1993 18:00",0,NA,"02 16.902 N","101 26.79 W","ODP","GCR"
"148","504","B",1.22685,-83.7303,3462.8,110.6,110.6,9.58,8.66,NA,0,23,0,0,0,15,11,"01/28/1993 02:42","02/23/1993 17:45",0,NA,"1 13.611 N","83 43.818 W","ODP","GCR"
"148","896","A",1.21677,-83.7232,3447.8,273.9,273.9,73.68,26.9,NA,0,30,0,0,0,30,0,"02/16/1993 14:30","03/04/1993 15:30",0,NA,"1 13.0062 N","83 43.392 W","ODP","GCR"
"149","897","A",40.8387,-12.474,5320,55.2,55.2,17.37,31.47,NA,0,6,0,0,0,6,0,"03/31/1993 18:35","04/01/1993 02:15",0,NA,"40 50.322 N","12 28.44 W","ODP","BCR"
"149","897","B",40.8387,-12.474,5319.9,62,10,0,0,52,1,1,0,0,0,1,0,NA,"04/01/1993 11:40",0,NA,"40 50.322 N","12 28.44 W","ODP","BCR"
"149","897","C",40.8388,-12.474,5315.2,744.9,695,352.81,50.76,49.9,1,73,0,0,0,73,0,NA,"04/08/1993 12:00",0,NA,"40 50.328 N","12 28.44 W","ODP","BCR"
"149","897","D",40.8385,-12.4752,5315.8,837.2,241.2,117.94,48.9,596,1,25,0,0,0,25,0,NA,"04/15/1993 12:00",0,NA,"40 50.31 N","12 28.512 W","ODP","BCR"
"149","898","A",40.6841,-12.123,5279,341.5,341.5,289.22,84.69,NA,0,36,14,0,22,0,0,"04/21/1993 00:15","04/24/1993 05:05",0,NA,"40 41.046 N","12 7.38 W","ODP","BCR"
"149","898","B",40.6851,-12.123,5277.7,5.4,5.4,5.42,100.37,NA,0,1,1,0,0,0,0,"04/24/1993 10:35",NA,0,NA,"40 41.106 N","12 7.38 W","ODP","BCR"
"149","899","A",40.7722,-12.2677,5291,154,154,51.45,33.41,NA,0,16,0,0,0,16,0,"04/27/1993 15:40","04/28/1993 12:25",0,NA,"40 46.332 N","12 16.062 W","ODP","BCR"
"149","899","B",40.7724,-12.2677,5291,332,332,173.41,52.23,NA,0,36,0,0,0,36,1,"05/03/1993 08:30","05/08/1993 08:00",0,NA,"40 46.344 N","12 16.062 W","ODP","BCR"
"149","900","A",40.6832,-11.6042,5036.8,804.5,804.5,519.61,64.59,NA,0,86,0,0,0,86,0,"05/11/1993 05:15","05/20/1993 02:15",0,NA,"40 40.992 N","11 36.252 W","ODP","BCR"
"149","901","A",40.6746,-11.0597,4718.5,46.8,46.8,4.89,10.45,NA,0,5,0,0,0,5,2,"05/23/1993 09:20","05/23/1993 23:40",0,NA,"40 40.476 N","11 3.582 W","ODP","BCR"
"15","146","*",15.1165,-69.3778,3949,374,370,145.13,39.22,4,1,43,0,0,0,43,0,NA,NA,0,NA,"15 6.99 N","69 22.668 W","DSDP","GCR"
"15","146","A",15.1165,-69.3778,3949,21,21,3.7,17.62,NA,0,3,0,0,0,3,0,NA,NA,0,NA,"15 6.99 N","69 22.668 W","DSDP","GCR"
"15","147","*",10.708,-65.1747,892,162,162,119.3,73.64,NA,0,18,0,0,0,18,0,NA,NA,0,NA,"10 42.48 N","65 10.482 W","DSDP","GCR"
"15","147","A",10.7113,-65.1742,892,13,13,6.5,50,NA,0,2,0,0,0,2,0,NA,NA,0,NA,"10 42.678 N","65 10.452 W","DSDP","GCR"
"15","147","B",10.7113,-65.1742,892,115,115,81,70.43,NA,0,12,0,0,0,12,0,NA,NA,0,NA,"10 42.678 N","65 10.452 W","DSDP","GCR"
"15","147","C",10.7113,-65.1742,892,75,57,31.3,54.91,18,2,6,0,0,0,6,0,NA,NA,0,NA,"10 42.678 N","65 10.452 W","DSDP","GCR"
"15","148","*",13.4187,-63.7208,1232,272,272,176.3,64.82,NA,0,31,0,0,0,31,0,NA,NA,0,NA,"13 25.122 N","63 43.248 W","DSDP","GCR"
"15","149","*",15.1042,-69.3642,3972,390,390,239.35,61.37,NA,0,43,0,0,0,43,0,NA,NA,0,NA,"15 6.252 N","69 21.852 W","DSDP","GCR"
"15","150","*",14.5115,-69.3558,4545,99,99,39,39.39,NA,0,12,0,0,0,12,0,NA,NA,0,NA,"14 30.69 N","69 21.348 W","DSDP","GCR"
"15","150","A",14.5115,-69.3558,4545,18,18,1,5.56,NA,0,2,0,0,0,2,0,NA,NA,0,NA,"14 30.69 N","69 21.348 W","DSDP","GCR"
"15","151","*",15.017,-73.4097,2029,115,115,56.5,49.13,NA,0,15,0,0,0,15,0,NA,NA,0,NA,"15 1.02 N","73 24.582 W","DSDP","GCR"
"15","152","*",15.8787,-74.6078,3899,211,211,58.9,27.91,NA,0,24,0,0,0,24,0,NA,NA,0,NA,"15 52.722 N","74 36.468 W","DSDP","GCR"
"15","153","*",13.9722,-72.4347,3932,262,262,68.4,26.11,NA,0,20,0,0,0,20,0,NA,NA,0,NA,"13 58.332 N","72 26.082 W","DSDP","GCR"
"15","154","*",11.0852,-80.3792,3338,131,131,54.75,41.79,NA,0,14,0,0,0,14,0,NA,NA,0,NA,"11 5.112 N","80 22.752 W","DSDP","GCR"
"15","154","A",11.0845,-80.3803,3338,171,171,129.82,75.92,NA,0,18,0,0,0,18,0,NA,NA,0,NA,"11 5.07 N","80 22.818 W","DSDP","GCR"
"150","902","A",38.93467,-72.77248,817,31,31,31.44,101.42,NA,0,4,4,0,0,0,0,"06/11/1993 19:00","06/12/1993 01:00",0,NA,"38 56.0802 N","72 46.3488 W","ODP","BCR"
"150","902","B",38.93463,-72.77273,811,9.5,9.5,9.94,104.63,NA,0,1,1,0,0,0,0,"06/12/1993 05:00",NA,0,NA,"38 56.0778 N","72 46.3638 W","ODP","BCR"
"150","902","C",38.93463,-72.77273,811,130,130,135.94,104.57,NA,0,16,16,0,0,0,0,"06/12/1993 05:30","06/12/1993 19:20",0,NA,"38 56.0778 N","72 46.3638 W","ODP","BCR"
"150","902","D",38.93465,-72.77292,808,736.6,736.6,676.96,91.9,NA,0,82,17,0,65,0,0,"06/12/1993 22:00","06/16/1993 17:00",0,NA,"38 56.079 N","72 46.3752 W","ODP","BCR"
"150","903","A",38.9383,-72.8172,444.4,702.8,702.8,636.77,90.6,NA,0,76,20,0,56,0,0,"06/18/1993 21:15","06/20/1993 18:00",0,NA,"38 56.298 N","72 49.032 W","ODP","BCR"
"150","903","B",38.9384,-72.8171,446.4,154,154,149.71,97.21,NA,0,17,17,0,0,0,0,"06/21/1993 22:15","06/22/1993 03:55",0,NA,"38 56.304 N","72 49.026 W","ODP","BCR"
"150","903","C",38.93838,-72.81706,446.4,1149.7,535.2,323.16,60.38,614.5,3,60,0,0,0,60,0,NA,"06/28/1993 02:50",0,NA,"38 56.3028 N","72 49.0236 W","ODP","BCR"
"150","903","D",38.93832,-72.81737,441.3,1037,233.1,163.5,70.14,803.9,2,25,0,0,0,25,0,NA,"07/20/1993 16:50",0,NA,"38 56.2992 N","72 49.0422 W","ODP","BCR"
"150","904","A",38.86343,-72.76807,1122.8,576.7,576.7,557.55,96.68,NA,0,62,24,0,38,0,0,"07/01/1993 09:50","07/03/1993 03:00",0,NA,"38 51.8058 N","72 46.0842 W","ODP","BCR"
"150","905","A",38.6138,-72.28373,2697.9,890.6,890.6,834.8,93.73,NA,0,104,21,0,77,6,0,"07/05/1993 04:50","07/13/1993 00:15",0,NA,"38 36.828 N","72 17.0238 W","ODP","BCR"
"150","906","A",38.96493,-72.76662,912.9,602.4,602.4,511.69,84.94,NA,0,68,7,0,61,0,0,"07/14/1993 12:05","07/16/1993 16:00",0,NA,"38 57.8958 N","72 45.9972 W","ODP","BCR"
"151","907","A",69.24982,-12.69823,1800.8,224.1,224.1,229.98,102.62,NA,0,26,23,0,3,0,0,"08/05/1993 19:40","08/06/1993 21:00",0,NA,"69 14.9892 N","12 41.8938 W","ODP","BCR"
"151","908","A",78.3852,1.3606,1273.5,344.6,344.6,313.96,91.11,NA,0,37,10,0,27,0,0,"08/12/1993 07:50","08/14/1993 01:30",0,NA,"78 23.112 N","1 21.636 E","ODP","BCR"
"151","908","B",78.3854,1.3607,1273,83.4,83.4,78.01,93.54,NA,0,10,10,0,0,0,0,"08/15/1993 05:00","08/15/1993 08:40",0,NA,"78 23.124 N","1 21.642 E","ODP","BCR"
"151","909","A",78.5844,3.0729,2519,92.5,92.5,94.78,102.46,NA,0,11,11,0,0,0,0,"08/16/1993 00:35","08/16/1993 08:15",0,NA,"78 35.064 N","3 4.374 E","ODP","BCR"
"151","909","B",78.5845,3.073,2519.1,135.1,135.1,140.42,103.94,NA,0,16,16,0,0,0,0,"08/16/1993 10:30","08/16/1993 20:35",0,NA,"78 35.07 N","3 4.38 E","ODP","BCR"
"151","909","C",78.5849,3.0704,2517.7,976.8,976.8,604.77,61.91,NA,0,103,0,0,0,103,0,"08/31/1993 19:55","09/09/1993 08:30",0,NA,"78 35.094 N","3 4.224 E","ODP","BCR"
"151","910","A",80.2647,6.59,556.4,34,34,24.26,71.35,NA,0,5,4,0,1,0,0,"08/17/1993 19:20","08/17/1993 23:05",0,NA,"80 15.882 N","6 35.4 E","ODP","BCR"
"151","910","B",80.2646,6.5908,557,15.6,15.6,15.37,98.53,NA,0,2,2,0,0,0,0,"08/18/1993 00:05","08/18/1993 00:40",0,NA,"80 15.876 N","6 35.448 E","ODP","BCR"
"151","910","C",80.2649,6.5905,556.4,507.4,507.4,293.49,57.84,NA,0,53,0,0,0,53,0,"08/18/1993 09:00","08/20/1993 20:35",0,NA,"80 15.894 N","6 35.43 E","ODP","BCR"
"151","910","D",80.2646,6.5904,556.5,160.6,160.6,103.46,64.42,NA,0,18,3,0,15,0,0,"08/29/1993 01:30","08/30/1993 00:40",0,NA,"80 15.876 N","6 35.424 E","ODP","BCR"
"151","911","A",80.4744,8.2273,901.6,505.8,505.8,464.51,91.84,NA,0,53,15,0,38,0,0,"08/22/1993 10:40","08/25/1993 06:00",0,NA,"80 28.464 N","8 13.638 E","ODP","BCR"
"151","911","B",80.4746,8.2273,901,112.1,112.1,112.9,100.71,NA,0,15,15,0,0,0,0,"08/26/1993 13:35","08/26/1993 18:35",0,NA,"80 28.476 N","8 13.638 E","ODP","BCR"
"151","911","C",80.4747,8.2273,902,127.9,127.9,126.07,98.57,NA,0,15,15,0,0,0,0,"08/26/1993 20:10","08/27/1993 04:15",0,NA,"80 28.482 N","8 13.638 E","ODP","BCR"
"151","912","A",79.9592,5.456,1036.8,145.4,145.4,118.37,81.41,NA,0,16,8,0,8,0,0,"08/27/1993 17:50","08/28/1993 05:10",0,NA,"79 57.552 N","5 27.36 E","ODP","BCR"
"151","912","B",79.9589,5.4566,1037.5,40.5,40.5,41.77,103.14,NA,0,5,5,0,0,0,0,"08/28/1993 10:35","08/28/1993 12:55",0,NA,"79 57.534 N","5 27.396 E","ODP","BCR"
"151","912","C",79.9587,5.456,1036.6,115.6,115.6,5.91,5.11,NA,0,12,0,0,0,12,0,"09/12/1993 11:50","09/12/1993 21:15",0,NA,"79 57.522 N","5 27.36 E","ODP","BCR"
"151","913","A",75.489,-6.9471,3318.6,103.6,103.6,26.19,25.28,NA,0,13,4,0,9,0,0,"09/14/1993 20:00","09/15/1993 16:20",0,NA,"75 29.34 N","6 56.826 W","ODP","BCR"
"151","913","B",75.4892,-6.9468,3318.4,491.3,491.3,210.29,42.8,NA,0,51,0,0,0,51,4,"09/16/1993 13:30","09/20/1993 09:45",0,NA,"75 29.352 N","6 56.808 W","ODP","BCR"
"152","914","A",63.4623,-39.7248,533.2,18.6,18.6,11.88,63.87,NA,0,4,2,0,2,0,0,"09/30/1993 15:35","09/30/1993 19:00",0,NA,"63 27.738 N","39 43.488 W","ODP","BCR"
"152","914","B",63.4623,-39.7247,533.2,151.2,151.2,17.78,11.76,NA,0,17,0,0,0,17,0,"10/01/1993 16:00","10/02/1993 14:15",0,NA,"63 27.738 N","39 43.482 W","ODP","BCR"
"152","914","C",63.4622483333333,-39.7245683333333,533.2,224,NA,NA,0,224,1,0,0,0,0,0,0,NA,NA,0,NA,"63 27.7349 N","39 43.4741 W","ODP","BCR"
"152","915","A",63.4714,-39.7818,533.1,209.4,209.4,32.84,15.68,NA,0,26,0,0,0,26,0,"10/05/1993 06:15","10/07/1993 11:00",0,NA,"63 28.284 N","39 46.908 W","ODP","BCR"
"152","916","A",63.4856,-39.8067,513.7,101.7,101.7,16.86,16.58,NA,0,15,0,0,0,15,0,"10/07/1993 21:00","10/09/1993 04:45",0,NA,"63 29.136 N","39 48.402 W","ODP","BCR"
"152","917","A",63.4917,-39.8278,508.1,874.9,874.9,454.88,51.99,NA,0,110,0,0,0,110,0,"10/10/1993 07:30","10/24/1993 22:00",0,NA,"63 29.502 N","39 49.668 W","ODP","BCR"
"152","918","A",63.0928,-38.6389,1868.5,332.7,332.7,260.27,78.23,NA,0,38,19,0,19,0,0,"10/26/1993 17:25","10/28/1993 06:30",0,NA,"63 5.568 N","38 38.334 W","ODP","BCR"
"152","918","B",63.0928,-38.639,1868.2,25.8,25.8,25.48,98.76,NA,0,3,3,0,0,0,0,"10/28/1993 09:45","10/28/1993 12:20",0,NA,"63 5.568 N","38 38.34 W","ODP","BCR"
"152","918","C",63.0929,-38.6388,1868.2,9.6,9.6,9.64,100.42,NA,0,2,2,0,0,0,0,"10/28/1993 16:50","10/28/1993 17:40",0,NA,"63 5.574 N","38 38.328 W","ODP","BCR"
"152","918","D",63.0929,-38.6389,1868.2,1012.8,1012.8,254.58,25.14,NA,0,113,0,0,0,113,0,"10/29/1993 22:00","11/11/1993 17:35",0,NA,"63 5.574 N","38 38.334 W","ODP","BCR"
"152","919","A",62.67,-37.4602,2088.2,93.5,93.5,93.59,100.1,NA,0,10,10,0,0,0,0,"11/13/1993 17:25","11/14/1993 00:10",0,NA,"62 40.2 N","37 27.612 W","ODP","BCR"
"152","919","B",62.67,-37.4603,2086,75.7,75.7,77.28,102.09,NA,0,8,8,0,0,0,0,"11/14/1993 11:50","11/14/1993 18:15",0,NA,"62 40.2 N","37 27.618 W","ODP","BCR"
"152","919","C",62.6698683333333,-37.4603616666667,2097.3,NA,NA,NA,0,NA,0,0,0,0,0,0,1,NA,NA,0,NA,"62 40.1921 N","37 27.6217 W","ODP","BCR"
"153","920","A",23.3385,-45.0173,3339,14,14,0.84,6,NA,0,1,0,0,0,0,2,"12/04/1993 23:00","12/05/1993 11:30",0,NA,"23 20.31 N","45 1.038 W","ODP","BCR"
"153","920","B",23.3385,-45.0173,3339,112.4,112.4,44.57,39.65,NA,0,12,0,0,0,12,1,"12/06/1993 04:45","12/08/1993 04:25",0,NA,"23 20.31 N","45 1.038 W","ODP","BCR"
"153","920","C",23.3383733333333,-45.0170983333333,3343,16,NA,NA,0,16,1,0,0,0,0,0,0,NA,NA,0,NA,"23 20.3024 N","45 1.0259 W","ODP","BCR"
"153","920","D",23.3387,-45.0174,3338,200.8,200.8,95.08,47.35,NA,0,22,0,0,0,22,0,"12/14/1993 10:50","12/19/1993 04:00",0,NA,"23 20.322 N","45 1.044 W","ODP","BCR"
"153","921","A",23.541,-45.0311,2488,17.1,17.1,3.1,18.13,NA,0,2,0,0,0,2,0,"12/21/1993 07:20","12/21/1993 12:20",0,NA,"23 32.46 N","45 1.866 W","ODP","BCR"
"153","921","B",23.5413,-45.0307,2490,29.5,29.5,8.56,29.02,NA,0,3,0,0,0,3,1,"12/21/1993 20:40","12/22/1993 20:45",0,NA,"23 32.478 N","45 1.842 W","ODP","BCR"
