leg_exp,site,samples,core_comp_photo,core_closeup_img
24,237,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=24&site=237,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=24&site=237,not available
24,238,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=24&site=238,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=24&site=238,not available
25,239,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=25&site=239,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=25&site=239,not available
25,240,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=25&site=240,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=25&site=240,not available
25,241,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=25&site=241,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=25&site=241,not available
25,242,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=25&site=242,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=25&site=242,not available
25,243,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=25&site=243,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=25&site=243,not available
25,244,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=25&site=244,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=25&site=244,not available
25,245,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=25&site=245,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=25&site=245,not available
25,246,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=25&site=246,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=25&site=246,not available
25,247,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=25&site=247,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=25&site=247,not available
25,248,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=25&site=248,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=25&site=248,not available
25,249,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=25&site=249,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=25&site=249,not available
26,250,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=26&site=250,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=26&site=250,not available
26,251,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=26&site=251,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=26&site=251,not available
26,252,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=26&site=252,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=26&site=252,not available
26,253,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=26&site=253,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=26&site=253,not available
26,254,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=26&site=254,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=26&site=254,not available
26,255,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=26&site=255,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=26&site=255,not available
26,256,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=26&site=256,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=26&site=256,not available
26,257,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=26&site=257,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=26&site=257,not available
26,258,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=26&site=258,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=26&site=258,not available
27,259,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=27&site=259,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=27&site=259,not available
27,260,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=27&site=260,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=27&site=260,not available
27,261,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=27&site=261,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=27&site=261,not available
27,262,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=27&site=262,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=27&site=262,not available
27,263,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=27&site=263,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=27&site=263,not available
28,264,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=28&site=264,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=28&site=264,not available
28,265,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=28&site=265,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=28&site=265,not available
28,266,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=28&site=266,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=28&site=266,not available
28,267,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=28&site=267,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=28&site=267,not available
28,268,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=28&site=268,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=28&site=268,not available
28,269,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=28&site=269,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=28&site=269,not available
28,270,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=28&site=270,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=28&site=270,not available
28,271,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=28&site=271,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=28&site=271,not available
28,272,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=28&site=272,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=28&site=272,not available
28,273,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=28&site=273,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=28&site=273,not available
28,274,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=28&site=274,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=28&site=274,not available
29,275,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=29&site=275,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=29&site=275,not available
29,276,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=29&site=276,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=29&site=276,not available
29,277,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=29&site=277,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=29&site=277,not available
29,278,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=29&site=278,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=29&site=278,not available
29,279,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=29&site=279,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=29&site=279,not available
29,280,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=29&site=280,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=29&site=280,not available
29,281,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=29&site=281,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=29&site=281,not available
29,282,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=29&site=282,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=29&site=282,not available
29,283,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=29&site=283,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=29&site=283,not available
29,284,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=29&site=284,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=29&site=284,not available
3,13,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=3&site=13,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=3&site=13,not available
3,14,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=3&site=14,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=3&site=14,not available
3,15,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=3&site=15,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=3&site=15,not available
3,16,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=3&site=16,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=3&site=16,not available
3,17,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=3&site=17,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=3&site=17,not available
3,18,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=3&site=18,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=3&site=18,not available
3,19,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=3&site=19,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=3&site=19,not available
3,20,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=3&site=20,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=3&site=20,not available
3,21,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=3&site=21,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=3&site=21,not available
3,22,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=3&site=22,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=3&site=22,not available
30,285,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=30&site=285,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=30&site=285,not available
30,286,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=30&site=286,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=30&site=286,not available
30,287,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=30&site=287,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=30&site=287,not available
30,288,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=30&site=288,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=30&site=288,not available
30,289,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=30&site=289,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=30&site=289,not available
31,290,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=31&site=290,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=31&site=290,not available
31,291,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=31&site=291,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=31&site=291,not available
31,292,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=31&site=292,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=31&site=292,not available
31,293,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=31&site=293,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=31&site=293,not available
31,294,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=31&site=294,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=31&site=294,not available
31,295,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=31&site=295,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=31&site=295,not available
31,296,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=31&site=296,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=31&site=296,not available
31,297,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=31&site=297,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=31&site=297,not available
31,298,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=31&site=298,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=31&site=298,not available
31,299,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=31&site=299,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=31&site=299,not available
31,300,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=31&site=300,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=31&site=300,not available
31,301,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=31&site=301,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=31&site=301,not available
31,302,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=31&site=302,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=31&site=302,not available
32,303,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=32&site=303,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=32&site=303,not available
32,304,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=32&site=304,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=32&site=304,not available
32,305,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=32&site=305,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=32&site=305,not available
32,306,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=32&site=306,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=32&site=306,not available
32,307,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=32&site=307,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=32&site=307,not available
32,308,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=32&site=308,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=32&site=308,not available
32,309,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=32&site=309,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=32&site=309,not available
32,310,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=32&site=310,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=32&site=310,not available
32,311,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=32&site=311,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=32&site=311,not available
32,313,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=32&site=313,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=32&site=313,not available
33,314,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=33&site=314,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=33&site=314,not available
33,315,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=33&site=315,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=33&site=315,not available
33,316,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=33&site=316,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=33&site=316,not available
33,317,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=33&site=317,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=33&site=317,not available
33,318,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=33&site=318,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=33&site=318,not available
34,319,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=34&site=319,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=34&site=319,not available
34,320,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=34&site=320,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=34&site=320,not available
34,321,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=34&site=321,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=34&site=321,not available
35,322,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=35&site=322,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=35&site=322,not available
35,323,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=35&site=323,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=35&site=323,not available
35,324,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=35&site=324,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=35&site=324,not available
35,325,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=35&site=325,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=35&site=325,not available
36,326,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=36&site=326,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=36&site=326,not available
36,327,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=36&site=327,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=36&site=327,not available
36,328,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=36&site=328,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=36&site=328,not available
36,329,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=36&site=329,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=36&site=329,not available
36,330,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=36&site=330,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=36&site=330,not available
36,331,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=36&site=331,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=36&site=331,not available
37,332,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=37&site=332,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=37&site=332,not available
37,333,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=37&site=333,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=37&site=333,not available
37,334,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=37&site=334,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=37&site=334,not available
37,335,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=37&site=335,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=37&site=335,not available
38,336,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=38&site=336,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=38&site=336,not available
38,337,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=38&site=337,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=38&site=337,not available
38,338,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=38&site=338,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=38&site=338,not available
38,339,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=38&site=339,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=38&site=339,not available
38,340,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=38&site=340,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=38&site=340,not available
38,341,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=38&site=341,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=38&site=341,not available
38,342,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=38&site=342,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=38&site=342,not available
38,343,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=38&site=343,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=38&site=343,not available
38,344,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=38&site=344,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=38&site=344,not available
38,345,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=38&site=345,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=38&site=345,not available
38,346,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=38&site=346,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=38&site=346,not available
38,347,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=38&site=347,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=38&site=347,not available
38,348,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=38&site=348,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=38&site=348,not available
38,349,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=38&site=349,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=38&site=349,not available
38,350,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=38&site=350,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=38&site=350,not available
38,352,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=38&site=352,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=38&site=352,not available
39,353,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=39&site=353,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=39&site=353,not available
39,354,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=39&site=354,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=39&site=354,not available
39,355,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=39&site=355,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=39&site=355,not available
39,356,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=39&site=356,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=39&site=356,not available
39,357,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=39&site=357,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=39&site=357,not available
39,358,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=39&site=358,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=39&site=358,not available
39,359,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=39&site=359,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=39&site=359,not available
4,23,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=4&site=23,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=4&site=23,not available
4,24,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=4&site=24,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=4&site=24,not available
4,25,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=4&site=25,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=4&site=25,not available
4,26,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=4&site=26,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=4&site=26,not available
4,27,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=4&site=27,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=4&site=27,not available
4,28,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=4&site=28,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=4&site=28,not available
4,29,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=4&site=29,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=4&site=29,not available
4,30,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=4&site=30,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=4&site=30,not available
4,31,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=4&site=31,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=4&site=31,not available
40,360,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=40&site=360,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=40&site=360,not available
40,361,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=40&site=361,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=40&site=361,not available
40,362,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=40&site=362,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=40&site=362,not available
40,363,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=40&site=363,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=40&site=363,not available
40,364,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=40&site=364,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=40&site=364,not available
40,365,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=40&site=365,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=40&site=365,not available
41,366,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=41&site=366,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=41&site=366,not available
41,367,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=41&site=367,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=41&site=367,not available
41,368,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=41&site=368,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=41&site=368,not available
41,369,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=41&site=369,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=41&site=369,not available
41,370,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=41&site=370,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=41&site=370,not available
42,371,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=42&site=371,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=42&site=371,not available
42,372,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=42&site=372,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=42&site=372,not available
42,373,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=42&site=373,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=42&site=373,not available
42,374,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=42&site=374,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=42&site=374,not available
42,375,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=42&site=375,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=42&site=375,not available
42,376,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=42&site=376,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=42&site=376,not available
42,377,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=42&site=377,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=42&site=377,not available
42,378,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=42&site=378,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=42&site=378,not available
42,379,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=42&site=379,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=42&site=379,not available
42,380,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=42&site=380,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=42&site=380,not available
42,381,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=42&site=381,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=42&site=381,not available
