leg_exp,site,samples,core_comp_photo,core_closeup_img
43,382,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=43&site=382,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=43&site=382,not available
43,383,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=43&site=383,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=43&site=383,not available
43,384,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=43&site=384,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=43&site=384,not available
43,385,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=43&site=385,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=43&site=385,not available
43,386,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=43&site=386,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=43&site=386,not available
43,387,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=43&site=387,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=43&site=387,not available
44,388,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=44&site=388,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=44&site=388,not available
44,389,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=44&site=389,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=44&site=389,not available
44,390,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=44&site=390,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=44&site=390,not available
44,391,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=44&site=391,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=44&site=391,not available
44,392,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=44&site=392,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=44&site=392,not available
44,393,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=44&site=393,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=44&site=393,not available
44,394,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=44&site=394,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=44&site=394,not available
45,395,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=45&site=395,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=45&site=395,not available
45,396,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=45&site=396,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=45&site=396,not available
46,396,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=46&site=396,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=46&site=396,https://web.iodp.tamu.edu/janusweb/imaging/closeup.cgi?reporttype=I&leg=46&site=396
47,397,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=47&site=397,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=47&site=397,https://web.iodp.tamu.edu/janusweb/imaging/closeup.cgi?reporttype=I&leg=47&site=397
47,398,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=47&site=398,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=47&site=398,https://web.iodp.tamu.edu/janusweb/imaging/closeup.cgi?reporttype=I&leg=47&site=398
48,399,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=48&site=399,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=48&site=399,https://web.iodp.tamu.edu/janusweb/imaging/closeup.cgi?reporttype=I&leg=48&site=399
48,400,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=48&site=400,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=48&site=400,https://web.iodp.tamu.edu/janusweb/imaging/closeup.cgi?reporttype=I&leg=48&site=400
48,401,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=48&site=401,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=48&site=401,https://web.iodp.tamu.edu/janusweb/imaging/closeup.cgi?reporttype=I&leg=48&site=401
48,402,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=48&site=402,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=48&site=402,https://web.iodp.tamu.edu/janusweb/imaging/closeup.cgi?reporttype=I&leg=48&site=402
48,403,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=48&site=403,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=48&site=403,https://web.iodp.tamu.edu/janusweb/imaging/closeup.cgi?reporttype=I&leg=48&site=403
48,404,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=48&site=404,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=48&site=404,not available
48,405,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=48&site=405,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=48&site=405,not available
48,406,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=48&site=406,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=48&site=406,not available
49,407,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=49&site=407,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=49&site=407,https://web.iodp.tamu.edu/janusweb/imaging/closeup.cgi?reporttype=I&leg=49&site=407
49,408,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=49&site=408,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=49&site=408,https://web.iodp.tamu.edu/janusweb/imaging/closeup.cgi?reporttype=I&leg=49&site=408
49,409,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=49&site=409,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=49&site=409,https://web.iodp.tamu.edu/janusweb/imaging/closeup.cgi?reporttype=I&leg=49&site=409
49,410,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=49&site=410,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=49&site=410,https://web.iodp.tamu.edu/janusweb/imaging/closeup.cgi?reporttype=I&leg=49&site=410
49,411,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=49&site=411,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=49&site=411,https://web.iodp.tamu.edu/janusweb/imaging/closeup.cgi?reporttype=I&leg=49&site=411
49,412,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=49&site=412,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=49&site=412,https://web.iodp.tamu.edu/janusweb/imaging/closeup.cgi?reporttype=I&leg=49&site=412
49,413,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=49&site=413,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=49&site=413,not available
5,32,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=5&site=32,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=5&site=32,not available
5,33,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=5&site=33,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=5&site=33,not available
5,34,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=5&site=34,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=5&site=34,not available
5,35,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=5&site=35,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=5&site=35,not available
5,36,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=5&site=36,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=5&site=36,not available
5,37,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=5&site=37,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=5&site=37,not available
5,38,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=5&site=38,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=5&site=38,not available
5,39,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=5&site=39,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=5&site=39,not available
5,40,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=5&site=40,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=5&site=40,not available
5,41,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=5&site=41,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=5&site=41,not available
5,42,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=5&site=42,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=5&site=42,not available
5,43,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=5&site=43,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=5&site=43,not available
50,415,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=50&site=415,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=50&site=415,https://web.iodp.tamu.edu/janusweb/imaging/closeup.cgi?reporttype=I&leg=50&site=415
50,416,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=50&site=416,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=50&site=416,https://web.iodp.tamu.edu/janusweb/imaging/closeup.cgi?reporttype=I&leg=50&site=416
51,417,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=51&site=417,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=51&site=417,https://web.iodp.tamu.edu/janusweb/imaging/closeup.cgi?reporttype=I&leg=51&site=417
52,417,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=52&site=417,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=52&site=417,https://web.iodp.tamu.edu/janusweb/imaging/closeup.cgi?reporttype=I&leg=52&site=417
52,418,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=52&site=418,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=52&site=418,https://web.iodp.tamu.edu/janusweb/imaging/closeup.cgi?reporttype=I&leg=52&site=418
53,418,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=53&site=418,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=53&site=418,https://web.iodp.tamu.edu/janusweb/imaging/closeup.cgi?reporttype=I&leg=53&site=418
54,419,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=54&site=419,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=54&site=419,https://web.iodp.tamu.edu/janusweb/imaging/closeup.cgi?reporttype=I&leg=54&site=419
54,420,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=54&site=420,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=54&site=420,https://web.iodp.tamu.edu/janusweb/imaging/closeup.cgi?reporttype=I&leg=54&site=420
54,421,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=54&site=421,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=54&site=421,not available
54,422,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=54&site=422,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=54&site=422,not available
54,423,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=54&site=423,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=54&site=423,not available
54,424,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=54&site=424,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=54&site=424,https://web.iodp.tamu.edu/janusweb/imaging/closeup.cgi?reporttype=I&leg=54&site=424
54,425,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=54&site=425,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=54&site=425,https://web.iodp.tamu.edu/janusweb/imaging/closeup.cgi?reporttype=I&leg=54&site=425
54,427,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=54&site=427,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=54&site=427,https://web.iodp.tamu.edu/janusweb/imaging/closeup.cgi?reporttype=I&leg=54&site=427
54,428,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=54&site=428,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=54&site=428,not available
54,429,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=54&site=429,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=54&site=429,not available
55,430,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=55&site=430,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=55&site=430,not available
55,431,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=55&site=431,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=55&site=431,not available
55,432,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=55&site=432,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=55&site=432,https://web.iodp.tamu.edu/janusweb/imaging/closeup.cgi?reporttype=I&leg=55&site=432
55,433,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=55&site=433,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=55&site=433,https://web.iodp.tamu.edu/janusweb/imaging/closeup.cgi?reporttype=I&leg=55&site=433
56,434,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=56&site=434,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=56&site=434,https://web.iodp.tamu.edu/janusweb/imaging/closeup.cgi?reporttype=I&leg=56&site=434
56,435,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=56&site=435,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=56&site=435,https://web.iodp.tamu.edu/janusweb/imaging/closeup.cgi?reporttype=I&leg=56&site=435
56,436,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=56&site=436,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=56&site=436,https://web.iodp.tamu.edu/janusweb/imaging/closeup.cgi?reporttype=I&leg=56&site=436
56,437,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=56&site=437,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=56&site=437,not available
57,438,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=57&site=438,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=57&site=438,https://web.iodp.tamu.edu/janusweb/imaging/closeup.cgi?reporttype=I&leg=57&site=438
57,439,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=57&site=439,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=57&site=439,https://web.iodp.tamu.edu/janusweb/imaging/closeup.cgi?reporttype=I&leg=57&site=439
57,440,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=57&site=440,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=57&site=440,https://web.iodp.tamu.edu/janusweb/imaging/closeup.cgi?reporttype=I&leg=57&site=440
57,441,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=57&site=441,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=57&site=441,https://web.iodp.tamu.edu/janusweb/imaging/closeup.cgi?reporttype=I&leg=57&site=441
58,442,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=58&site=442,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=58&site=442,https://web.iodp.tamu.edu/janusweb/imaging/closeup.cgi?reporttype=I&leg=58&site=442
58,443,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=58&site=443,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=58&site=443,https://web.iodp.tamu.edu/janusweb/imaging/closeup.cgi?reporttype=I&leg=58&site=443
58,444,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=58&site=444,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=58&site=444,https://web.iodp.tamu.edu/janusweb/imaging/closeup.cgi?reporttype=I&leg=58&site=444
58,445,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=58&site=445,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=58&site=445,https://web.iodp.tamu.edu/janusweb/imaging/closeup.cgi?reporttype=I&leg=58&site=445
58,446,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=58&site=446,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=58&site=446,https://web.iodp.tamu.edu/janusweb/imaging/closeup.cgi?reporttype=I&leg=58&site=446
59,447,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=59&site=447,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=59&site=447,https://web.iodp.tamu.edu/janusweb/imaging/closeup.cgi?reporttype=I&leg=59&site=447
59,448,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=59&site=448,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=59&site=448,https://web.iodp.tamu.edu/janusweb/imaging/closeup.cgi?reporttype=I&leg=59&site=448
59,449,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=59&site=449,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=59&site=449,https://web.iodp.tamu.edu/janusweb/imaging/closeup.cgi?reporttype=I&leg=59&site=449
59,450,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=59&site=450,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=59&site=450,https://web.iodp.tamu.edu/janusweb/imaging/closeup.cgi?reporttype=I&leg=59&site=450
59,451,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=59&site=451,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=59&site=451,https://web.iodp.tamu.edu/janusweb/imaging/closeup.cgi?reporttype=I&leg=59&site=451
6,44,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=6&site=44,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=6&site=44,not available
6,45,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=6&site=45,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=6&site=45,not available
6,46,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=6&site=46,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=6&site=46,not available
6,47,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=6&site=47,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=6&site=47,not available
6,48,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=6&site=48,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=6&site=48,not available
6,49,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=6&site=49,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=6&site=49,not available
6,50,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=6&site=50,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=6&site=50,not available
6,51,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=6&site=51,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=6&site=51,not available
6,52,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=6&site=52,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=6&site=52,not available
6,53,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=6&site=53,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=6&site=53,not available
6,54,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=6&site=54,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=6&site=54,not available
6,55,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=6&site=55,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=6&site=55,not available
6,56,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=6&site=56,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=6&site=56,not available
6,57,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=6&site=57,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=6&site=57,not available
6,58,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=6&site=58,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=6&site=58,not available
6,59,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=6&site=59,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=6&site=59,not available
6,60,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=6&site=60,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=6&site=60,not available
60,452,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=60&site=452,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=60&site=452,https://web.iodp.tamu.edu/janusweb/imaging/closeup.cgi?reporttype=I&leg=60&site=452
60,453,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=60&site=453,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=60&site=453,https://web.iodp.tamu.edu/janusweb/imaging/closeup.cgi?reporttype=I&leg=60&site=453
60,454,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=60&site=454,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=60&site=454,https://web.iodp.tamu.edu/janusweb/imaging/closeup.cgi?reporttype=I&leg=60&site=454
60,455,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=60&site=455,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=60&site=455,not available
60,456,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=60&site=456,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=60&site=456,https://web.iodp.tamu.edu/janusweb/imaging/closeup.cgi?reporttype=I&leg=60&site=456
60,457,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=60&site=457,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=60&site=457,not available
60,458,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=60&site=458,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=60&site=458,https://web.iodp.tamu.edu/janusweb/imaging/closeup.cgi?reporttype=I&leg=60&site=458
60,459,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=60&site=459,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=60&site=459,https://web.iodp.tamu.edu/janusweb/imaging/closeup.cgi?reporttype=I&leg=60&site=459
60,460,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=60&site=460,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=60&site=460,https://web.iodp.tamu.edu/janusweb/imaging/closeup.cgi?reporttype=I&leg=60&site=460
60,461,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=60&site=461,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=60&site=461,not available
61,462,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=61&site=462,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=61&site=462,https://web.iodp.tamu.edu/janusweb/imaging/closeup.cgi?reporttype=I&leg=61&site=462
62,463,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=62&site=463,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=62&site=463,https://web.iodp.tamu.edu/janusweb/imaging/closeup.cgi?reporttype=I&leg=62&site=463
62,464,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=62&site=464,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=62&site=464,https://web.iodp.tamu.edu/janusweb/imaging/closeup.cgi?reporttype=I&leg=62&site=464
62,465,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=62&site=465,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=62&site=465,https://web.iodp.tamu.edu/janusweb/imaging/closeup.cgi?reporttype=I&leg=62&site=465
62,466,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=62&site=466,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=62&site=466,https://web.iodp.tamu.edu/janusweb/imaging/closeup.cgi?reporttype=I&leg=62&site=466
63,467,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=63&site=467,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=63&site=467,https://web.iodp.tamu.edu/janusweb/imaging/closeup.cgi?reporttype=I&leg=63&site=467
63,468,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=63&site=468,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=63&site=468,https://web.iodp.tamu.edu/janusweb/imaging/closeup.cgi?reporttype=I&leg=63&site=468
63,469,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=63&site=469,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=63&site=469,https://web.iodp.tamu.edu/janusweb/imaging/closeup.cgi?reporttype=I&leg=63&site=469
63,470,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=63&site=470,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=63&site=470,https://web.iodp.tamu.edu/janusweb/imaging/closeup.cgi?reporttype=I&leg=63&site=470
63,471,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=63&site=471,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=63&site=471,https://web.iodp.tamu.edu/janusweb/imaging/closeup.cgi?reporttype=I&leg=63&site=471
63,472,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=63&site=472,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=63&site=472,https://web.iodp.tamu.edu/janusweb/imaging/closeup.cgi?reporttype=I&leg=63&site=472
63,473,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=63&site=473,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=63&site=473,not available
64,474,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=64&site=474,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=64&site=474,https://web.iodp.tamu.edu/janusweb/imaging/closeup.cgi?reporttype=I&leg=64&site=474
64,475,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=64&site=475,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=64&site=475,https://web.iodp.tamu.edu/janusweb/imaging/closeup.cgi?reporttype=I&leg=64&site=475
64,476,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=64&site=476,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=64&site=476,https://web.iodp.tamu.edu/janusweb/imaging/closeup.cgi?reporttype=I&leg=64&site=476
64,477,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=64&site=477,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=64&site=477,https://web.iodp.tamu.edu/janusweb/imaging/closeup.cgi?reporttype=I&leg=64&site=477
64,478,https://web.iodp.tamu.edu/janusweb/sample/sample.cgi?leg=64&site=478,https://web.iodp.tamu.edu/janusweb/imaging/photo.cgi?leg=64&site=478,https://web.iodp.tamu.edu/janusweb/imaging/closeup.cgi?reporttype=I&leg=64&site=478
