leg_exp,site,hole_summ,hole_drilling_sum,core_summ,core_drilling_sum,sect_summ,rig_instrumentation,VIT,samples,piece_log,VCD,micropal,core_comp_photo,core_sect_img,WR_sect_img,WR_360_img,core_closeup_img,ts_img,photomicrograph,SEM,SRMS,SRMD,JR6A,ORIENT,MS,MSP,KAPPA,GRA,MAD,NGR,PWL,PWC,PWB,RSC,LHP,RGB,AVS,TOR,PEN,DH_temp,TCON,IW_comp,alk_pH,salinity,IC,titrator,spectrophotometry,ICP_IW,ICP_solids,CARB,coulometer,CHNS,SRA,GE,PFT,XRD,PXRF,XRF,strat_corr,logging,navigation,bathymetry,towed_mag
385,U1545,https://zenodo.org/record/7703126,https://zenodo.org/record/7705339,https://zenodo.org/record/7705343,https://zenodo.org/record/7705477,https://zenodo.org/record/7705481,not published,not published,https://zenodo.org/record/7708649,no data available,https://zenodo.org/record/7708674,https://zenodo.org/record/7708672,https://zenodo.org/record/7709623,https://zenodo.org/record/7705638,no data available,no data available,https://zenodo.org/record/7706701,https://zenodo.org/record/7713057,https://zenodo.org/record/7705345,https://zenodo.org/record/7713045,https://zenodo.org/record/7706865,no data available,https://zenodo.org/record/7708642,https://zenodo.org/record/7708602,https://zenodo.org/record/7708598,https://zenodo.org/record/7708600,https://zenodo.org/record/7708636,https://zenodo.org/record/7706861,https://zenodo.org/record/7708625,https://zenodo.org/record/7706848,https://zenodo.org/record/7705495,https://zenodo.org/record/7705491,https://zenodo.org/record/7705485,https://zenodo.org/record/7708664,https://zenodo.org/record/7708610,https://zenodo.org/record/7708662,https://zenodo.org/record/7706833,no data available,https://zenodo.org/record/7708606,https://zenodo.org/record/7706843,https://zenodo.org/record/7708657,https://zenodo.org/record/7708617,https://zenodo.org/record/7705336,https://zenodo.org/record/7708651,https://zenodo.org/record/7708621,https://zenodo.org/record/7708699,https://zenodo.org/record/7708644,https://zenodo.org/record/7708594,https://zenodo.org/record/7708707,https://zenodo.org/record/7706835,https://zenodo.org/record/7706841,https://zenodo.org/record/7706837,https://zenodo.org/record/7846641,https://zenodo.org/record/7708711,https://zenodo.org/record/7846616,https://zenodo.org/record/7708633,https://zenodo.org/record/7850956,https://zenodo.org/record/7850921,no data available,https://zenodo.org/record/5670186,not published,not published,not published
385,U1546,https://zenodo.org/record/7703126,https://zenodo.org/record/7705339,https://zenodo.org/record/7705343,https://zenodo.org/record/7705477,https://zenodo.org/record/7705481,not published,not published,https://zenodo.org/record/7708649,https://zenodo.org/record/7708608,https://zenodo.org/record/7708674,https://zenodo.org/record/7708672,https://zenodo.org/record/7709623,https://zenodo.org/record/7705638,https://zenodo.org/record/7706667,https://zenodo.org/record/7706695,https://zenodo.org/record/7706701,https://zenodo.org/record/7713057,https://zenodo.org/record/7705345,no data available,https://zenodo.org/record/7706865,no data available,https://zenodo.org/record/7708642,https://zenodo.org/record/7708602,https://zenodo.org/record/7708598,https://zenodo.org/record/7708600,https://zenodo.org/record/7708636,https://zenodo.org/record/7706861,https://zenodo.org/record/7708625,https://zenodo.org/record/7706848,https://zenodo.org/record/7705495,https://zenodo.org/record/7705491,https://zenodo.org/record/7705485,https://zenodo.org/record/7708664,https://zenodo.org/record/7708610,https://zenodo.org/record/7708662,https://zenodo.org/record/7706833,no data available,https://zenodo.org/record/7708606,https://zenodo.org/record/7706843,https://zenodo.org/record/7708657,https://zenodo.org/record/7708617,https://zenodo.org/record/7705336,https://zenodo.org/record/7708651,https://zenodo.org/record/7708621,https://zenodo.org/record/7708699,https://zenodo.org/record/7708644,https://zenodo.org/record/7708594,https://zenodo.org/record/7708707,https://zenodo.org/record/7706835,https://zenodo.org/record/7706841,https://zenodo.org/record/7706837,https://zenodo.org/record/7846641,https://zenodo.org/record/7708711,https://zenodo.org/record/7846616,https://zenodo.org/record/7708633,https://zenodo.org/record/7850956,https://zenodo.org/record/7850921,no data available,https://zenodo.org/record/5670188,not published,not published,not published
385,U1547,https://zenodo.org/record/7703126,https://zenodo.org/record/7705339,https://zenodo.org/record/7705343,https://zenodo.org/record/7705477,https://zenodo.org/record/7705481,not published,not published,https://zenodo.org/record/7708649,https://zenodo.org/record/7708608,https://zenodo.org/record/7708674,https://zenodo.org/record/7708672,https://zenodo.org/record/7709623,https://zenodo.org/record/7705638,https://zenodo.org/record/7706667,https://zenodo.org/record/7706695,https://zenodo.org/record/7706701,https://zenodo.org/record/7713057,https://zenodo.org/record/7705345,no data available,https://zenodo.org/record/7706865,no data available,https://zenodo.org/record/7708642,https://zenodo.org/record/7708602,https://zenodo.org/record/7708598,https://zenodo.org/record/7708600,https://zenodo.org/record/7708636,https://zenodo.org/record/7706861,https://zenodo.org/record/7708625,https://zenodo.org/record/7706848,https://zenodo.org/record/7705495,https://zenodo.org/record/7705491,https://zenodo.org/record/7705485,https://zenodo.org/record/7708664,https://zenodo.org/record/7708610,https://zenodo.org/record/7708662,https://zenodo.org/record/7706833,no data available,https://zenodo.org/record/7708606,https://zenodo.org/record/7706843,https://zenodo.org/record/7708657,https://zenodo.org/record/7708617,https://zenodo.org/record/7705336,https://zenodo.org/record/7708651,https://zenodo.org/record/7708621,https://zenodo.org/record/7708699,https://zenodo.org/record/7708644,https://zenodo.org/record/7708594,https://zenodo.org/record/7708707,https://zenodo.org/record/7706835,https://zenodo.org/record/7706841,https://zenodo.org/record/7706837,https://zenodo.org/record/7846641,https://zenodo.org/record/7708711,https://zenodo.org/record/7846616,https://zenodo.org/record/7708633,https://zenodo.org/record/7850956,https://zenodo.org/record/7850921,no data available,https://zenodo.org/record/5670190,not published,not published,not published
385,U1548,https://zenodo.org/record/7703126,https://zenodo.org/record/7705339,https://zenodo.org/record/7705343,https://zenodo.org/record/7705477,https://zenodo.org/record/7705481,not published,not published,https://zenodo.org/record/7708649,https://zenodo.org/record/7708608,https://zenodo.org/record/7708674,https://zenodo.org/record/7708672,https://zenodo.org/record/7709623,https://zenodo.org/record/7705638,https://zenodo.org/record/7706667,https://zenodo.org/record/7706695,https://zenodo.org/record/7706701,https://zenodo.org/record/7713057,https://zenodo.org/record/7705345,no data available,https://zenodo.org/record/7706865,no data available,https://zenodo.org/record/7708642,https://zenodo.org/record/7708602,https://zenodo.org/record/7708598,https://zenodo.org/record/7708600,https://zenodo.org/record/7708636,https://zenodo.org/record/7706861,https://zenodo.org/record/7708625,https://zenodo.org/record/7706848,https://zenodo.org/record/7705495,https://zenodo.org/record/7705491,https://zenodo.org/record/7705485,https://zenodo.org/record/7708664,https://zenodo.org/record/7708610,https://zenodo.org/record/7708662,https://zenodo.org/record/7706833,no data available,https://zenodo.org/record/7708606,https://zenodo.org/record/7706843,https://zenodo.org/record/7708657,https://zenodo.org/record/7708617,https://zenodo.org/record/7705336,https://zenodo.org/record/7708651,https://zenodo.org/record/7708621,https://zenodo.org/record/7708699,https://zenodo.org/record/7708644,https://zenodo.org/record/7708594,https://zenodo.org/record/7708707,https://zenodo.org/record/7706835,https://zenodo.org/record/7706841,https://zenodo.org/record/7706837,https://zenodo.org/record/7846641,https://zenodo.org/record/7708711,https://zenodo.org/record/7846616,https://zenodo.org/record/7708633,https://zenodo.org/record/7850956,https://zenodo.org/record/7850921,no data available,no data available,not published,not published,not published
385,U1549,https://zenodo.org/record/7703126,https://zenodo.org/record/7705339,https://zenodo.org/record/7705343,https://zenodo.org/record/7705477,https://zenodo.org/record/7705481,not published,not published,https://zenodo.org/record/7708649,no data available,https://zenodo.org/record/7708674,https://zenodo.org/record/7708672,https://zenodo.org/record/7709623,https://zenodo.org/record/7705638,no data available,no data available,https://zenodo.org/record/7706701,no data available,https://zenodo.org/record/7705345,no data available,https://zenodo.org/record/7706865,no data available,https://zenodo.org/record/7708642,https://zenodo.org/record/7708602,https://zenodo.org/record/7708598,https://zenodo.org/record/7708600,https://zenodo.org/record/7708636,https://zenodo.org/record/7706861,https://zenodo.org/record/7708625,https://zenodo.org/record/7706848,https://zenodo.org/record/7705495,https://zenodo.org/record/7705491,https://zenodo.org/record/7705485,https://zenodo.org/record/7708664,https://zenodo.org/record/7708610,https://zenodo.org/record/7708662,https://zenodo.org/record/7706833,no data available,https://zenodo.org/record/7708606,https://zenodo.org/record/7706843,https://zenodo.org/record/7708657,https://zenodo.org/record/7708617,https://zenodo.org/record/7705336,https://zenodo.org/record/7708651,https://zenodo.org/record/7708621,https://zenodo.org/record/7708699,https://zenodo.org/record/7708644,https://zenodo.org/record/7708594,no data available,https://zenodo.org/record/7706835,https://zenodo.org/record/7706841,https://zenodo.org/record/7706837,no data available,https://zenodo.org/record/7708711,https://zenodo.org/record/7846616,https://zenodo.org/record/7708633,https://zenodo.org/record/7850956,https://zenodo.org/record/7850921,no data available,no data available,not published,not published,not published
385,U1550,https://zenodo.org/record/7703126,https://zenodo.org/record/7705339,https://zenodo.org/record/7705343,https://zenodo.org/record/7705477,https://zenodo.org/record/7705481,not published,not published,https://zenodo.org/record/7708649,https://zenodo.org/record/7708608,https://zenodo.org/record/7708674,https://zenodo.org/record/7708672,https://zenodo.org/record/7709623,https://zenodo.org/record/7705638,https://zenodo.org/record/7706667,https://zenodo.org/record/7706695,https://zenodo.org/record/7706701,https://zenodo.org/record/7713057,https://zenodo.org/record/7705345,no data available,https://zenodo.org/record/7706865,no data available,https://zenodo.org/record/7708642,https://zenodo.org/record/7708602,https://zenodo.org/record/7708598,https://zenodo.org/record/7708600,https://zenodo.org/record/7708636,https://zenodo.org/record/7706861,https://zenodo.org/record/7708625,https://zenodo.org/record/7706848,https://zenodo.org/record/7705495,https://zenodo.org/record/7705491,https://zenodo.org/record/7705485,https://zenodo.org/record/7708664,https://zenodo.org/record/7708610,https://zenodo.org/record/7708662,https://zenodo.org/record/7706833,no data available,https://zenodo.org/record/7708606,https://zenodo.org/record/7706843,https://zenodo.org/record/7708657,https://zenodo.org/record/7708617,https://zenodo.org/record/7705336,https://zenodo.org/record/7708651,https://zenodo.org/record/7708621,https://zenodo.org/record/7708699,https://zenodo.org/record/7708644,https://zenodo.org/record/7708594,https://zenodo.org/record/7708707,https://zenodo.org/record/7706835,https://zenodo.org/record/7706841,https://zenodo.org/record/7706837,no data available,https://zenodo.org/record/7708711,https://zenodo.org/record/7846616,https://zenodo.org/record/7708633,https://zenodo.org/record/7850956,https://zenodo.org/record/7850921,no data available,no data available,not published,not published,not published
385,U1551,https://zenodo.org/record/7703126,https://zenodo.org/record/7705339,https://zenodo.org/record/7705343,https://zenodo.org/record/7705477,https://zenodo.org/record/7705481,not published,not published,https://zenodo.org/record/7708649,no data available,https://zenodo.org/record/7708674,https://zenodo.org/record/7708672,https://zenodo.org/record/7709623,https://zenodo.org/record/7705638,no data available,no data available,https://zenodo.org/record/7706701,no data available,https://zenodo.org/record/7705345,no data available,https://zenodo.org/record/7706865,no data available,https://zenodo.org/record/7708642,https://zenodo.org/record/7708602,https://zenodo.org/record/7708598,https://zenodo.org/record/7708600,https://zenodo.org/record/7708636,https://zenodo.org/record/7706861,https://zenodo.org/record/7708625,https://zenodo.org/record/7706848,https://zenodo.org/record/7705495,https://zenodo.org/record/7705491,https://zenodo.org/record/7705485,https://zenodo.org/record/7708664,https://zenodo.org/record/7708610,https://zenodo.org/record/7708662,https://zenodo.org/record/7706833,no data available,https://zenodo.org/record/7708606,https://zenodo.org/record/7706843,https://zenodo.org/record/7708657,https://zenodo.org/record/7708617,https://zenodo.org/record/7705336,https://zenodo.org/record/7708651,https://zenodo.org/record/7708621,https://zenodo.org/record/7708699,https://zenodo.org/record/7708644,https://zenodo.org/record/7708594,no data available,https://zenodo.org/record/7706835,https://zenodo.org/record/7706841,https://zenodo.org/record/7706837,no data available,https://zenodo.org/record/7708711,https://zenodo.org/record/7846616,https://zenodo.org/record/7708633,https://zenodo.org/record/7850956,https://zenodo.org/record/7850921,no data available,no data available,not published,not published,not published
385,U1552,https://zenodo.org/record/7703126,https://zenodo.org/record/7705339,https://zenodo.org/record/7705343,https://zenodo.org/record/7705477,https://zenodo.org/record/7705481,not published,not published,https://zenodo.org/record/7708649,no data available,https://zenodo.org/record/7708674,https://zenodo.org/record/7708672,https://zenodo.org/record/7709623,https://zenodo.org/record/7705638,no data available,no data available,https://zenodo.org/record/7706701,no data available,https://zenodo.org/record/7705345,no data available,https://zenodo.org/record/7706865,no data available,https://zenodo.org/record/7708642,no data available,https://zenodo.org/record/7708598,https://zenodo.org/record/7708600,https://zenodo.org/record/7708636,https://zenodo.org/record/7706861,https://zenodo.org/record/7708625,https://zenodo.org/record/7706848,https://zenodo.org/record/7705495,https://zenodo.org/record/7705491,https://zenodo.org/record/7705485,https://zenodo.org/record/7708664,https://zenodo.org/record/7708610,https://zenodo.org/record/7708662,https://zenodo.org/record/7706833,no data available,https://zenodo.org/record/7708606,https://zenodo.org/record/7706843,https://zenodo.org/record/7708657,https://zenodo.org/record/7708617,https://zenodo.org/record/7705336,https://zenodo.org/record/7708651,https://zenodo.org/record/7708621,https://zenodo.org/record/7708699,https://zenodo.org/record/7708644,https://zenodo.org/record/7708594,no data available,no data available,no data available,no data available,no data available,https://zenodo.org/record/7708711,https://zenodo.org/record/7846616,https://zenodo.org/record/7708633,https://zenodo.org/record/7850956,https://zenodo.org/record/7850921,no data available,no data available,not published,not published,not published
396,U1565,https://zenodo.org/record/7806172,https://zenodo.org/record/7806170,https://zenodo.org/record/7806134,https://zenodo.org/record/7806160,https://zenodo.org/record/7806728,not published,not published,https://zenodo.org/record/7806726,https://zenodo.org/record/7806678,https://zenodo.org/record/7806142,https://zenodo.org/record/7806138,https://zenodo.org/record/7806107,https://zenodo.org/record/7806186,https://zenodo.org/record/7806765,https://zenodo.org/record/7806784,no data available,not published,https://zenodo.org/record/7806324,https://zenodo.org/record/7806730,https://zenodo.org/record/7806756,no data available,https://zenodo.org/record/7806746,no data available,https://zenodo.org/record/7806658,https://zenodo.org/record/7806660,https://zenodo.org/record/7806184,https://zenodo.org/record/7806166,https://zenodo.org/record/7806322,https://zenodo.org/record/7806664,https://zenodo.org/record/7806713,https://zenodo.org/record/7806706,https://zenodo.org/record/7806704,https://zenodo.org/record/7806723,https://zenodo.org/record/7806680,https://zenodo.org/record/7806721,no data available,no data available,no data available,no data available,https://zenodo.org/record/7806758,https://zenodo.org/record/7806182,https://zenodo.org/record/7806046,no data available,https://zenodo.org/record/7806180,no data available,https://zenodo.org/record/7806744,https://zenodo.org/record/7806176,https://zenodo.org/record/7806178,https://zenodo.org/record/7806080,https://zenodo.org/record/7806136,https://zenodo.org/record/7806082,no data available,https://zenodo.org/record/7806164,no data available,https://zenodo.org/record/7806808,https://zenodo.org/record/7847292,no data available,no data available,no data available,not published,not published,not published
396,U1566,https://zenodo.org/record/7806172,https://zenodo.org/record/7806170,https://zenodo.org/record/7806134,https://zenodo.org/record/7806160,https://zenodo.org/record/7806728,not published,not published,https://zenodo.org/record/7806726,https://zenodo.org/record/7806678,https://zenodo.org/record/7806142,https://zenodo.org/record/7806138,https://zenodo.org/record/7806107,https://zenodo.org/record/7806186,https://zenodo.org/record/7806765,https://zenodo.org/record/7806784,no data available,not published,https://zenodo.org/record/7806324,https://zenodo.org/record/7806730,https://zenodo.org/record/7806756,no data available,https://zenodo.org/record/7806746,no data available,https://zenodo.org/record/7806658,https://zenodo.org/record/7806660,https://zenodo.org/record/7806184,https://zenodo.org/record/7806166,https://zenodo.org/record/7806322,https://zenodo.org/record/7806664,https://zenodo.org/record/7806713,https://zenodo.org/record/7806706,https://zenodo.org/record/7806704,https://zenodo.org/record/7806723,https://zenodo.org/record/7806680,https://zenodo.org/record/7806721,no data available,no data available,no data available,no data available,https://zenodo.org/record/7806758,https://zenodo.org/record/7806182,https://zenodo.org/record/7806046,no data available,https://zenodo.org/record/7806180,no data available,https://zenodo.org/record/7806744,https://zenodo.org/record/7806176,https://zenodo.org/record/7806178,https://zenodo.org/record/7806080,https://zenodo.org/record/7806136,https://zenodo.org/record/7806082,no data available,https://zenodo.org/record/7806164,no data available,https://zenodo.org/record/7806808,https://zenodo.org/record/7847292,https://zenodo.org/record/7850796,no data available,https://zenodo.org/record/7818467,not published,not published,not published
396,U1567,https://zenodo.org/record/7806172,https://zenodo.org/record/7806170,https://zenodo.org/record/7806134,https://zenodo.org/record/7806160,https://zenodo.org/record/7806728,not published,not published,https://zenodo.org/record/7806726,no data available,https://zenodo.org/record/7806142,https://zenodo.org/record/7806138,https://zenodo.org/record/7806107,https://zenodo.org/record/7806186,no data available,no data available,no data available,no data available,https://zenodo.org/record/7806324,https://zenodo.org/record/7806730,https://zenodo.org/record/7806756,no data available,https://zenodo.org/record/7806746,https://zenodo.org/record/7806676,https://zenodo.org/record/7806658,https://zenodo.org/record/7806660,no data available,https://zenodo.org/record/7806166,https://zenodo.org/record/7806322,https://zenodo.org/record/7806664,https://zenodo.org/record/7806713,https://zenodo.org/record/7806706,https://zenodo.org/record/7806704,https://zenodo.org/record/7806723,https://zenodo.org/record/7806680,https://zenodo.org/record/7806721,no data available,no data available,no data available,no data available,https://zenodo.org/record/7806758,https://zenodo.org/record/7806182,https://zenodo.org/record/7806046,no data available,https://zenodo.org/record/7806180,no data available,https://zenodo.org/record/7806744,https://zenodo.org/record/7806176,no data available,https://zenodo.org/record/7806080,https://zenodo.org/record/7806136,https://zenodo.org/record/7806082,https://zenodo.org/record/7847279,https://zenodo.org/record/7806164,no data available,https://zenodo.org/record/7806808,https://zenodo.org/record/7847292,https://zenodo.org/record/7850796,no data available,https://zenodo.org/record/7818477,not published,not published,not published
396,U1568,https://zenodo.org/record/7806172,https://zenodo.org/record/7806170,https://zenodo.org/record/7806134,https://zenodo.org/record/7806160,https://zenodo.org/record/7806728,not published,not published,https://zenodo.org/record/7806726,no data available,https://zenodo.org/record/7806142,https://zenodo.org/record/7806138,https://zenodo.org/record/7806107,https://zenodo.org/record/7806186,no data available,no data available,no data available,not published,https://zenodo.org/record/7806324,https://zenodo.org/record/7806730,https://zenodo.org/record/7806756,no data available,https://zenodo.org/record/7806746,https://zenodo.org/record/7806676,https://zenodo.org/record/7806658,https://zenodo.org/record/7806660,no data available,https://zenodo.org/record/7806166,https://zenodo.org/record/7806322,https://zenodo.org/record/7806664,https://zenodo.org/record/7806713,https://zenodo.org/record/7806706,no data available,https://zenodo.org/record/7806723,https://zenodo.org/record/7806680,https://zenodo.org/record/7806721,no data available,no data available,no data available,no data available,https://zenodo.org/record/7806758,https://zenodo.org/record/7806182,https://zenodo.org/record/7806046,no data available,https://zenodo.org/record/7806180,no data available,https://zenodo.org/record/7806744,https://zenodo.org/record/7806176,no data available,https://zenodo.org/record/7806080,https://zenodo.org/record/7806136,https://zenodo.org/record/7806082,https://zenodo.org/record/7847279,https://zenodo.org/record/7806164,no data available,https://zenodo.org/record/7806808,https://zenodo.org/record/7847292,https://zenodo.org/record/7850796,no data available,https://zenodo.org/record/7818484,not published,not published,not published
396,U1569,https://zenodo.org/record/7806172,https://zenodo.org/record/7806170,https://zenodo.org/record/7806134,https://zenodo.org/record/7806160,https://zenodo.org/record/7806728,not published,not published,https://zenodo.org/record/7806726,no data available,https://zenodo.org/record/7806142,https://zenodo.org/record/7806138,https://zenodo.org/record/7806107,https://zenodo.org/record/7806186,no data available,no data available,https://zenodo.org/record/7806084,not published,https://zenodo.org/record/7806324,https://zenodo.org/record/7806730,https://zenodo.org/record/7806756,no data available,https://zenodo.org/record/7806746,no data available,https://zenodo.org/record/7806658,https://zenodo.org/record/7806660,https://zenodo.org/record/7806184,https://zenodo.org/record/7806166,https://zenodo.org/record/7806322,https://zenodo.org/record/7806664,https://zenodo.org/record/7806713,https://zenodo.org/record/7806706,https://zenodo.org/record/7806704,https://zenodo.org/record/7806723,https://zenodo.org/record/7806680,https://zenodo.org/record/7806721,no data available,no data available,no data available,no data available,https://zenodo.org/record/7806758,https://zenodo.org/record/7806182,https://zenodo.org/record/7806046,no data available,https://zenodo.org/record/7806180,no data available,https://zenodo.org/record/7806744,https://zenodo.org/record/7806176,no data available,https://zenodo.org/record/7806080,https://zenodo.org/record/7806136,https://zenodo.org/record/7806082,https://zenodo.org/record/7847279,https://zenodo.org/record/7806164,no data available,https://zenodo.org/record/7806808,https://zenodo.org/record/7847292,https://zenodo.org/record/7850796,no data available,https://zenodo.org/record/7818488,not published,not published,not published
396,U1570,https://zenodo.org/record/7806172,https://zenodo.org/record/7806170,https://zenodo.org/record/7806134,https://zenodo.org/record/7806160,https://zenodo.org/record/7806728,not published,not published,https://zenodo.org/record/7806726,https://zenodo.org/record/7806678,https://zenodo.org/record/7806142,https://zenodo.org/record/7806138,https://zenodo.org/record/7806107,https://zenodo.org/record/7806186,https://zenodo.org/record/7806765,https://zenodo.org/record/7806784,no data available,not published,https://zenodo.org/record/7806324,https://zenodo.org/record/7806730,https://zenodo.org/record/7806756,no data available,https://zenodo.org/record/7806746,no data available,https://zenodo.org/record/7806658,https://zenodo.org/record/7806660,https://zenodo.org/record/7806184,https://zenodo.org/record/7806166,https://zenodo.org/record/7806322,https://zenodo.org/record/7806664,https://zenodo.org/record/7806713,https://zenodo.org/record/7806706,no data available,https://zenodo.org/record/7806723,https://zenodo.org/record/7806680,https://zenodo.org/record/7806721,no data available,no data available,no data available,no data available,https://zenodo.org/record/7806758,https://zenodo.org/record/7806182,https://zenodo.org/record/7806046,no data available,https://zenodo.org/record/7806180,no data available,https://zenodo.org/record/7806744,https://zenodo.org/record/7806176,https://zenodo.org/record/7806178,https://zenodo.org/record/7806080,https://zenodo.org/record/7806136,https://zenodo.org/record/7806082,https://zenodo.org/record/7847279,https://zenodo.org/record/7806164,no data available,https://zenodo.org/record/7806808,https://zenodo.org/record/7847292,no data available,no data available,https://zenodo.org/record/7818490,not published,not published,not published
396,U1571,https://zenodo.org/record/7806172,https://zenodo.org/record/7806170,https://zenodo.org/record/7806134,https://zenodo.org/record/7806160,https://zenodo.org/record/7806728,not published,not published,https://zenodo.org/record/7806726,https://zenodo.org/record/7806678,https://zenodo.org/record/7806142,https://zenodo.org/record/7806138,https://zenodo.org/record/7806107,https://zenodo.org/record/7806186,https://zenodo.org/record/7806765,https://zenodo.org/record/7806784,no data available,not published,https://zenodo.org/record/7806324,https://zenodo.org/record/7806730,https://zenodo.org/record/7806756,no data available,https://zenodo.org/record/7806746,no data available,https://zenodo.org/record/7806658,https://zenodo.org/record/7806660,https://zenodo.org/record/7806184,https://zenodo.org/record/7806166,https://zenodo.org/record/7806322,https://zenodo.org/record/7806664,https://zenodo.org/record/7806713,https://zenodo.org/record/7806706,no data available,https://zenodo.org/record/7806723,https://zenodo.org/record/7806680,https://zenodo.org/record/7806721,no data available,no data available,no data available,no data available,https://zenodo.org/record/7806758,https://zenodo.org/record/7806182,https://zenodo.org/record/7806046,no data available,https://zenodo.org/record/7806180,no data available,https://zenodo.org/record/7806744,https://zenodo.org/record/7806176,https://zenodo.org/record/7806178,https://zenodo.org/record/7806080,https://zenodo.org/record/7806136,https://zenodo.org/record/7806082,no data available,https://zenodo.org/record/7806164,no data available,https://zenodo.org/record/7806808,https://zenodo.org/record/7847292,https://zenodo.org/record/7850796,no data available,https://zenodo.org/record/7818494,not published,not published,not published
396,U1572,https://zenodo.org/record/7806172,https://zenodo.org/record/7806170,https://zenodo.org/record/7806134,https://zenodo.org/record/7806160,https://zenodo.org/record/7806728,not published,not published,https://zenodo.org/record/7806726,https://zenodo.org/record/7806679,https://zenodo.org/record/7806142,https://zenodo.org/record/7806138,https://zenodo.org/record/7806107,https://zenodo.org/record/7806186,https://zenodo.org/record/7806765,https://zenodo.org/record/7806784,no data available,not published,https://zenodo.org/record/7806324,https://zenodo.org/record/7806730,https://zenodo.org/record/7806756,no data available,https://zenodo.org/record/7806746,no data available,https://zenodo.org/record/7806658,https://zenodo.org/record/7806660,https://zenodo.org/record/7806184,https://zenodo.org/record/7806166,https://zenodo.org/record/7806322,https://zenodo.org/record/7806664,https://zenodo.org/record/7806713,https://zenodo.org/record/7806706,no data available,https://zenodo.org/record/7806723,https://zenodo.org/record/7806680,https://zenodo.org/record/7806721,no data available,no data available,no data available,https://zenodo.org/record/7806150,https://zenodo.org/record/7806758,https://zenodo.org/record/7806182,https://zenodo.org/record/7806046,no data available,https://zenodo.org/record/7806180,no data available,https://zenodo.org/record/7806744,https://zenodo.org/record/7806176,https://zenodo.org/record/7806178,https://zenodo.org/record/7806080,https://zenodo.org/record/7806136,https://zenodo.org/record/7806082,no data available,https://zenodo.org/record/7806164,no data available,https://zenodo.org/record/7806808,https://zenodo.org/record/7847292,https://zenodo.org/record/7850796,no data available,https://zenodo.org/record/7818511,not published,not published,not published
396,U1573,https://zenodo.org/record/7806172,https://zenodo.org/record/7806170,https://zenodo.org/record/7806134,https://zenodo.org/record/7806160,https://zenodo.org/record/7806728,not published,not published,https://zenodo.org/record/7806726,https://zenodo.org/record/7806680,https://zenodo.org/record/7806142,https://zenodo.org/record/7806138,https://zenodo.org/record/7806107,https://zenodo.org/record/7806186,https://zenodo.org/record/7806765,https://zenodo.org/record/7806784,no data available,not published,https://zenodo.org/record/7806324,no data available,https://zenodo.org/record/7806756,no data available,https://zenodo.org/record/7806746,no data available,https://zenodo.org/record/7806658,https://zenodo.org/record/7806660,https://zenodo.org/record/7806184,https://zenodo.org/record/7806166,https://zenodo.org/record/7806322,https://zenodo.org/record/7806664,https://zenodo.org/record/7806713,https://zenodo.org/record/7806706,no data available,https://zenodo.org/record/7806723,https://zenodo.org/record/7806680,https://zenodo.org/record/7806721,no data available,no data available,no data available,no data available,https://zenodo.org/record/7806758,https://zenodo.org/record/7806182,https://zenodo.org/record/7806046,no data available,https://zenodo.org/record/7806180,no data available,https://zenodo.org/record/7806744,https://zenodo.org/record/7806176,https://zenodo.org/record/7806178,https://zenodo.org/record/7806080,https://zenodo.org/record/7806136,https://zenodo.org/record/7806082,no data available,https://zenodo.org/record/7806164,no data available,https://zenodo.org/record/7806808,https://zenodo.org/record/7847292,no data available,no data available,no data available,not published,not published,not published
396,U1574,https://zenodo.org/record/7806172,https://zenodo.org/record/7806170,https://zenodo.org/record/7806134,https://zenodo.org/record/7806160,https://zenodo.org/record/7806728,not published,not published,https://zenodo.org/record/7806726,https://zenodo.org/record/7806681,https://zenodo.org/record/7806142,https://zenodo.org/record/7806138,https://zenodo.org/record/7806107,https://zenodo.org/record/7806186,https://zenodo.org/record/7806765,https://zenodo.org/record/7806784,no data available,not published,https://zenodo.org/record/7806324,https://zenodo.org/record/7806730,https://zenodo.org/record/7806756,https://zenodo.org/record/7806750,https://zenodo.org/record/7806746,https://zenodo.org/record/7806676,https://zenodo.org/record/7806658,https://zenodo.org/record/7806660,https://zenodo.org/record/7806184,https://zenodo.org/record/7806166,https://zenodo.org/record/7806322,https://zenodo.org/record/7806664,https://zenodo.org/record/7806713,https://zenodo.org/record/7806706,no data available,https://zenodo.org/record/7806723,https://zenodo.org/record/7806680,https://zenodo.org/record/7806721,no data available,no data available,no data available,https://zenodo.org/record/7806150,https://zenodo.org/record/7806758,https://zenodo.org/record/7806182,https://zenodo.org/record/7806046,no data available,https://zenodo.org/record/7806180,no data available,https://zenodo.org/record/7806744,https://zenodo.org/record/7806176,https://zenodo.org/record/7806178,https://zenodo.org/record/7806080,https://zenodo.org/record/7806136,https://zenodo.org/record/7806082,no data available,https://zenodo.org/record/7806164,no data available,https://zenodo.org/record/7806808,https://zenodo.org/record/7847292,https://zenodo.org/record/7850796,no data available,https://zenodo.org/record/7818513,not published,not published,not published
