Leg,Site,Hole,Latitude,Longitude,Latitude (decimal degrees),Longitude (decimal degrees),Water Depth (mbsl),Number of Cores,Interval Cored (m),Core Recovered (m),% Recovered,Drilled (m),Penetration (m),Comment
144,876,A,12° 14.796'N,164° 55.908'E,12.2466,164.9318,1398.8,18,154,14.8,9.6,0,154,
144,877,A,12°  1.146'N,164° 55.326'E,12.0191,164.9221,1354.8,20,190.4,25.2,13.3,0,190.5,
144,878,A,27° 19.140'N,151° 53.028'E,27.319,151.8838,1323.2,97,909.9,265.2,29.1,0,910,
144,878,B,27° 19.140'N,151° 53.028'E,27.319,151.8838,1323.2,1,5.8,0.6,10.7,0,5.8,
144,878,C,27° 19.140'N,151° 53.028'E,27.319,151.8838,1323.2,1,6,0.5,8.5,0,6,
144,879,A,34° 10.428'N,144° 18.528'E,34.1738,144.3088,1500.8,24,226.5,39.5,17.5,0,226.5,
144,880,A,34° 12.522'N,144° 18.720'E,34.2087,144.312,1524.8,2,18.4,18.7,101.6,0,18.4,
145,881,A,47°  6.136'N,161° 29.492'E,47.1022667,161.4915333,5531.1,1,9.5,9.9,104.4,0,13.5,
145,881,B,47°  6.136'N,161° 29.492'E,47.1022667,161.4915333,5530.8,18,167,170.3,102,0,167,
145,881,C,47°  6.133'N,161° 29.490'E,47.1022167,161.4915,5530.8,39,363.8,227.2,62.5,0,363.8,
145,881,D,47°  6.136'N,161° 29.522'E,47.1022667,161.4920333,5531.1,6,57,57.9,101.6,0,212,
145,882,A,50° 21.797'N,167° 35.999'E,50.3632833,167.5999833,3243.8,42,398.3,411.2,103.2,0,398.3,
145,882,B,50° 21.798'N,167° 35.976'E,50.3633,167.5996,3244.2,29,270.4,280.9,103.9,0,270.4,
145,883,A,51° 11.898'N,167° 46.128'E,51.1983,167.7688,2407,4,38,38.5,101.3,0,38,
145,883,B,51° 11.908'N,167° 46.128'E,51.1984667,167.7688,2395.6,88,840.7,695.4,82.7,0,840.7,
145,883,C,51° 11.919'N,167° 46.122'E,51.19865,167.7687,2385.5,38,355,344.3,97,0,355,
145,883,D,51° 11.919'N,167° 46.108'E,51.19865,167.7684667,2385.5,2,17,17.3,101.8,0,17,
145,883,E,51° 11.917'N,167° 46.098'E,51.1986167,167.7683,2385.5,23,226,116.6,51.6,0,856.5,
145,883,F,51° 11.906'N,167° 46.085'E,51.1984333,167.7680833,2385.5,3,29.4,13.6,46.2,0,849.4,
145,884,A,51° 27.024'N,168° 20.226'E,51.4504,168.3371,3826.6,1,9.7,9.7,100.2,0,9.7,
145,884,B,51° 27.024'N,168° 20.226'E,51.4504,168.3371,3824.8,91,853.9,791.8,92.7,0,853.9,
145,884,C,51° 27.036'N,168° 20.220'E,51.4506,168.337,3824.9,38,357.8,294.6,82.3,0,357.8,
145,884,D,51° 27.036'N,168° 20.196'E,51.4506,168.3366,3826,2,14.8,13.9,94.1,0,14.8,
145,884,E,51° 27.036'N,168° 20.214'E,51.4506,168.3369,3824.8,10,87,66.8,76.8,0,929.8,
145,885,A,44° 41.298'N,168° 16.320'E,44.6883,168.272,5708.5,8,58.8,53.7,91.4,0,58.8,
145,886,A,44° 41.382'N,168° 14.400'W,44.6897,-168.24,5713.4,1,9.7,9.7,100,0,9.7,
145,886,B,44° 41.382'N,168° 14.400'W,44.6897,-168.24,5714.3,9,68.9,60.5,87.8,0,68.9,
145,886,C,44° 41.382'N,168° 14.400'W,44.6897,-168.24,5713.3,8,72.4,67.1,92.7,0,72.4,
145,887,A,54° 21.924'N,148° 26.760'W,54.3654,-148.446,3631.2,31,286,239.8,83.9,0,286,
145,887,B,54° 21.924'N,148° 26.760'W,54.3654,-148.446,3635.9,5,40,41.4,103.4,0,40,
145,887,C,54° 21.936'N,148° 26.760'W,54.3656,-148.446,3633.6,30,273.8,269.4,98.4,0,273.8,
145,887,D,54° 21.936'N,148° 26.760'W,54.3656,-148.446,3633.6,13,115.7,19.9,17.2,0,373.1,
146,888,A,48° 10.008'N,126° 39.792'W,48.1668,-126.6632,2516.3,1,9.5,9.8,102.6,0,9.5,
146,888,B,48° 10.008'N,126° 39.792'W,48.1668,-126.6632,2516.3,65,566.9,364.9,64.4,0,566.9,
146,888,C,48°  9.985'N,126° 39.802'W,48.1664167,-126.6633667,2516.2,0,0,0,,600,600,
146,889,A,48° 41.958'N,126° 52.098'W,48.6993,-126.8683,1311.2,44,325.8,223.1,68.5,0,345.8,
146,889,B,48° 41.850'N,126° 52.392'W,48.6975,-126.8732,1316.2,21,189.5,48.2,25.4,0,386.5,
146,889,C,48° 49.908'N,126° 52.230'W,48.8318,-126.8705,1315.1,0,0,0,,384.5,384.5,
146,889,D,48° 41.982'N,126° 52.128'W,48.6997,-126.8688,1311.1,3,23.5,13.3,56.6,0,154,
146,890,A,48° 39.750'N,126° 52.890'W,48.6625,-126.8815,1326.3,1,5.3,3.7,70,0,5.3,
146,890,B,48° 39.750'N,126° 52.890'W,48.6625,-126.8815,1326.3,5,45.3,37.8,83.4,0,47.8,
146,891,A,44° 38.646'N,125° 19.548'W,44.6441,-125.3258,2663.3,3,9.5,9.5,99.9,0,9.5,
146,891,B,44° 38.658'N,125° 19.560'W,44.6443,-125.326,2663,58,469.3,54,11.5,0,472.3,
146,891,C,44° 38.634'N,125° 19.530'W,44.6439,-125.3255,2664,0,0,0,,492,492,
146,892,A,44° 40.452'N,125°  7.140'W,44.6742,-125.119,674.5,21,176.5,63.6,36.1,0,176.5,
146,892,B,44° 40.536'N,125°  7.086'W,44.6756,-125.1181,674.4,0,0,0,,178.5,178.5,
146,892,C,44° 40.440'N,125°  7.140'W,44.674,-125.119,674.4,0,0,0,,0,176.5,
146,892,D,44° 40.440'N,125°  7.140'W,44.674,-125.119,670.3,16,143.5,76.2,53.1,0,166.5,
146,892,E,44° 40.440'N,125°  7.140'W,44.674,-125.119,674.3,5,33,15.4,46.5,0,55,
146,893,A,34° 17.250'N,120°  2.160'W,34.2875,-120.036,576.5,21,196.5,204.9,104.3,0,196.5,
146,893,B,34° 17.250'N,120°  2.160'W,34.2875,-120.036,576.7,8,68.8,72.7,105.6,0,68.8,
147,894,A,2° 18.030'N,101° 31.488'W,2.3005,-101.5248,3012.1,1,6,6.2,104,0,6,
147,894,B,2° 17.958'N,101° 31.566'W,2.2993,-101.5261,3020.1,1,7,0.1,2,0,7,
147,894,C,2° 17.952'N,101° 31.542'W,2.2992,-101.5257,3033.1,1,31,0.2,0.5,0,31,
147,894,D,2° 18.090'N,101° 31.590'W,2.3015,-101.5265,3013.1,2,19.5,1.5,7.8,0,19.5,
147,894,E,2° 18.059'N,101° 31.524'W,2.3009833,-101.5254,3013.7,3,28.7,3,10.6,0,28.7,
147,894,F,2° 17.976'N,101° 31.554'W,2.2996,-101.5259,3024.6,3,25.7,1.8,7,0,25.7,
147,894,G,2° 17.976'N,101° 31.554'W,2.2996,-101.5259,3023.4,19,127.5,45.2,35.4,0,154.5,
147,895,A,2° 16.638'N,101° 26.766'W,2.2773,-101.4461,3820.7,2,17.2,2.4,13.8,0,17.2,
147,895,B,2° 16.638'N,101° 26.760'W,2.2773,-101.446,3820.7,1,10.3,1,9.9,0,10.3,
147,895,C,2° 16.632'N,101° 26.772'W,2.2772,-101.4462,3819.7,4,37.9,5.7,15.1,0,37.9,
147,895,D,2° 16.638'N,101° 26.778'W,2.2773,-101.4463,3820.7,9,93.7,19.1,20.4,0,93.7,
147,895,E,2° 16.788'N,101° 26.790'W,2.2798,-101.4465,3752.5,8,87.6,32.5,37.1,0,87.6,
147,895,F,2° 16.902'N,101° 26.790'W,2.2817,-101.4465,3692.5,2,26.2,2,7.6,0,26.2,
148,504,B,1° 13.611'N,83° 43.818'W,1.22685,-83.7303,3462.8,23,110.6,9.6,8.7,0,2111,
148,896,A,1° 13.006'N,83° 43.392'W,1.2167667,-83.7232,3447.8,30,273.9,73.7,26.9,0,469,
149,897,A,40° 50.322'N,12° 28.440'W,40.8387,-12.474,5320,6,55.2,17.4,31.5,0,55.2,
149,897,B,40° 50.322'N,12° 28.440'W,40.8387,-12.474,5319.9,1,10,0,0,52,62,
149,897,C,40° 50.328'N,12° 28.440'W,40.8388,-12.474,5315.2,73,695,352.8,50.8,49.9,744.9,
149,897,D,40° 50.310'N,12° 28.512'W,40.8385,-12.4752,5315.8,25,241.2,117.9,48.9,596,837.2,
149,898,A,40° 41.046'N,12°  7.380'W,40.6841,-12.123,5279,36,341.5,289.2,84.7,0,341.5,
149,898,B,40° 41.106'N,12°  7.380'W,40.6851,-12.123,5277.7,1,5.4,5.4,100.4,0,5.4,
149,899,A,40° 46.332'N,12° 16.062'W,40.7722,-12.2677,5291,16,154,51.5,33.4,0,235.5,
149,899,B,40° 46.344'N,12° 16.062'W,40.7724,-12.2677,5291,36,332,173.4,52.2,0,562.5,
149,900,A,40° 40.992'N,11° 36.252'W,40.6832,-11.6042,5036.8,86,804.5,519.6,64.6,0,805,
149,901,A,40° 40.476'N,11°  3.582'W,40.6746,-11.0597,4718.5,5,46.8,4.9,10.4,0,247.8,
150,902,A,38° 56.080'N,72° 46.349'W,38.9346667,-72.7724833,817,4,31,31.4,101.4,0,31,
150,902,B,38° 56.078'N,72° 46.364'W,38.9346333,-72.7727333,811,1,9.5,9.9,104.6,0,10.5,
150,902,C,38° 56.078'N,72° 46.364'W,38.9346333,-72.7727333,811,16,130,135.9,104.6,0,130,
150,902,D,38° 56.079'N,72° 46.375'W,38.93465,-72.7729167,808,82,736.6,677,91.9,0,740.1,
150,903,A,38° 56.298'N,72° 49.032'W,38.9383,-72.8172,444.4,76,702.8,636.8,90.6,0,702.8,
150,903,B,38° 56.304'N,72° 49.026'W,38.9384,-72.8171,446.4,17,154,149.7,97.2,0,154,
150,903,C,38° 56.303'N,72° 49.024'W,38.9383833,-72.8170667,446.4,60,535.2,323.2,60.4,0,1149.7,
150,903,D,38° 56.299'N,72° 49.042'W,38.9383167,-72.8173667,441.3,25,233.1,163.5,70.1,0,1037,
150,904,A,38° 51.806'N,72° 46.084'W,38.8634333,-72.7680667,1122.8,62,576.7,557.5,96.7,0,576.7,
150,905,A,38° 36.828'N,72° 17.024'W,38.6138,-72.2837333,2697.9,104,890.6,834.8,93.7,0,910.6,
150,906,A,38° 57.896'N,72° 45.997'W,38.9649333,-72.7666167,912.9,68,602.4,511.7,84.9,0,602.4,
151,907,A,69° 14.989'N,12° 41.894'E,69.2498167,12.6982333,1800.8,26,224.1,230,102.6,0,224.1,
151,908,A,78° 23.112'N,1° 21.636'E,78.3852,1.3606,1273.5,37,344.6,314,91.1,0,344.6,
151,908,B,78° 23.124'N,1° 21.642'E,78.3854,1.3607,1273,10,83.4,78,93.5,0,83.4,
151,909,A,78° 35.064'N,3°  4.374'E,78.5844,3.0729,2519,11,92.5,94.8,102.5,0,92.5,
151,909,B,78° 35.070'N,3°  4.380'E,78.5845,3.073,2519.1,16,135.1,140.4,103.9,0,135.1,
151,909,C,78° 35.094'N,3°  4.224'E,78.5849,3.0704,2517.7,103,976.8,604.8,61.9,0,1061.8,
151,910,A,80° 15.882'N,6° 35.400'E,80.2647,6.59,556.4,5,34,24.3,71.4,0,34,
151,910,B,80° 15.876'N,6° 35.448'E,80.2646,6.5908,557,2,15.6,15.4,98.5,0,15.6,
151,910,C,80° 15.894'N,6° 35.430'E,80.2649,6.5905,556.4,53,507.4,293.5,57.8,0,507.4,
151,910,D,80° 15.876'N,6° 35.424'E,80.2646,6.5904,556.5,18,160.6,103.5,64.4,0,160.6,
151,911,A,80° 28.464'N,8° 13.638'E,80.4744,8.2273,901.6,53,505.8,464.5,91.8,0,505.8,
151,911,B,80° 28.476'N,8° 13.638'E,80.4746,8.2273,901,15,112.1,112.9,100.7,0,112.1,
151,911,C,80° 28.482'N,8° 13.638'E,80.4747,8.2273,902,15,127.9,126.1,98.6,0,127.9,
151,912,A,79° 57.552'N,5° 27.360'E,79.9592,5.456,1036.8,16,145.4,118.4,81.4,0,145.4,
151,912,B,79° 57.534'N,5° 27.396'E,79.9589,5.4566,1037.5,5,40.5,41.8,103.1,0,40.5,
151,912,C,79° 57.522'N,5° 27.360'E,79.9587,5.456,1036.6,12,115.6,5.9,5.1,0,209.1,
151,913,A,75° 29.340'N,6° 56.826'E,75.489,6.9471,3318.6,13,103.6,26.2,25.3,0,103.6,
151,913,B,75° 29.352'N,6° 56.808'E,75.4892,6.9468,3318.4,51,491.3,210.3,42.8,0,770.3,
152,914,A,63° 27.738'N,39° 43.488'W,63.4623,-39.7248,533.2,4,18.6,11.9,63.9,0,18.6,
152,914,B,63° 27.738'N,39° 43.482'W,63.4623,-39.7247,533.2,17,151.2,17.8,11.8,0,245,
152,914,C,63° 27.735'N,39° 43.474'W,63.46225,-39.7245667,533.2,0,0,0,,224,224,
152,915,A,63° 28.284'N,39° 46.908'W,63.4714,-39.7818,533.1,26,209.4,32.8,15.7,0,209.4,
152,916,A,63° 29.136'N,39° 48.402'W,63.4856,-39.8067,513.7,15,101.7,16.9,16.6,0,101.7,
152,917,A,63° 29.502'N,39° 49.668'W,63.4917,-39.8278,508.1,110,874.9,454.9,52,0,874.9,
152,918,A,63°  5.568'N,38° 38.334'W,63.0928,-38.6389,1868.5,38,332.7,260.3,78.2,0,332.7,
152,918,B,63°  5.568'N,38° 38.340'W,63.0928,-38.639,1868.2,3,25.8,25.5,98.8,0,25.8,
152,918,C,63°  5.574'N,38° 38.328'W,63.0929,-38.6388,1868.2,2,9.6,9.6,100.4,0,35.4,
152,918,D,63°  5.574'N,38° 38.334'W,63.0929,-38.6389,1868.2,113,1012.8,254.6,25.1,0,1310.1,
152,919,A,62° 40.200'N,37° 27.612'W,62.67,-37.4602,2088.2,10,93.5,93.6,100.1,0,93.5,
152,919,B,62° 40.200'N,37° 27.618'W,62.67,-37.4603,2086,8,75.7,77.3,102.1,0,147,
152,919,C,62° 40.192'N,37° 27.622'W,62.6698667,-37.4603667,2097.3,0,0,0,,0,60.1,
153,920,A,23° 20.310'N,45°  1.038'W,23.3385,-45.0173,3339,1,14,0.8,6,0,14,
153,920,B,23° 20.310'N,45°  1.038'W,23.3385,-45.0173,3339,12,112.4,44.6,39.7,0,126.4,
153,920,C,23° 20.302'N,45°  1.026'W,23.3383667,-45.0171,3343,0,0,0,,16,16,
153,920,D,23° 20.322'N,45°  1.044'W,23.3387,-45.0174,3338,22,200.8,95.1,47.4,0,200.8,
153,921,A,23° 32.460'N,45°  1.866'W,23.541,-45.0311,2488,2,17.1,3.1,18.1,0,17.1,
153,921,B,23° 32.478'N,45°  1.842'W,23.5413,-45.0307,2490,3,29.5,8.6,29,0,44.1,
153,921,C,23° 32.472'N,45°  1.830'W,23.5412,-45.0305,2495,7,53.4,6.1,11.4,0,53.4,
153,921,D,23° 32.442'N,45°  1.830'W,23.5407,-45.0305,2514,5,48.6,6.2,12.7,0,48.6,
153,921,E,23° 32.328'N,45°  1.878'W,23.5388,-45.0313,2456,9,82.6,17.6,21.4,0,82.6,
153,922,A,23° 33.162'N,45°  1.926'W,23.5527,-45.0321,2612,3,14.6,9.2,63.2,0,14.6,
153,922,B,23° 31.368'N,45°  1.926'W,23.5228,-45.0321,2612,4,23.4,9.5,40.7,0,37.4,
153,923,A,23° 32.556'N,45°  1.896'W,23.5426,-45.0316,2440,15,53.6,40,74.7,0,70,
153,924,A,23° 32.460'N,45°  0.858'E,23.541,45.0143,3170,1,10,0,0,0,10,
153,924,B,23° 32.466'N,45°  0.864'W,23.5411,-45.0144,3176,3,19.5,2.7,13.8,0,30.8,
153,924,C,23° 32.496'N,45°  0.864'W,23.5416,-45.0144,3177,7,48.5,11.2,23.1,0,48.5,
154,925,A,4° 12.249'N,43° 29.334'W,4.20415,-43.4889,3042.2,69,645.5,490,75.9,0,930.4,
154,925,B,4° 12.248'N,43° 29.346'W,4.2041333,-43.4891,3041.1,34,318,329,103.5,0,318,
154,925,C,4° 12.256'N,43° 29.346'W,4.2042667,-43.4891,3040.6,38,360.1,368.8,102.4,0,360.1,
154,925,D,4° 12.260'N,43° 29.358'W,4.2043333,-43.4893,3040.5,37,351.5,364,103.6,0,354,
154,925,E,4° 12.257'N,43° 29.334'W,4.2042833,-43.4889,3040.5,6,54.5,55.7,102.1,0,54.5,
154,926,A,3° 43.146'N,42° 54.486'W,3.7191,-42.9081,3598.4,35,327,334.9,102.4,0,327,
154,926,B,3° 43.148'N,42° 54.504'W,3.7191333,-42.9084,3598.3,64,605.8,593.2,97.9,0,605.8,
154,926,C,3° 43.130'N,42° 54.504'W,3.7188333,-42.9084,3598.3,42,397.8,394.2,99.1,0,398.3,
154,927,A,5° 27.760'N,44° 28.830'W,5.4626667,-44.4805,3313.7,33,312.5,315.8,101.1,0,312.5,
154,927,B,5° 27.774'N,44° 28.836'W,5.4629,-44.4806,3315.2,28,261.5,267.5,102.3,0,261.5,
154,927,C,5° 27.781'N,44° 28.836'W,5.4630167,-44.4806,3316.7,28,266.7,262.9,98.6,0,266.7,
154,928,A,5° 27.320'N,43° 44.880'W,5.4553333,-43.748,4010.7,26,246.7,244.7,99.2,0,246.7,
154,928,B,5° 27.313'N,43° 44.886'W,5.4552167,-43.7481,4012.2,56,531.9,472.4,88.8,0,531.9,
154,928,C,5° 16.389'N,43° 44.904'W,5.27315,-43.7484,4012.1,20,181,186.2,102.9,0,181.5,
154,929,A,5° 58.573'N,43° 44.394'W,5.9762167,-43.7399,4357.6,56,527.5,471,89.3,0,527.5,
154,929,B,5° 58.578'N,43° 44.382'W,5.9763,-43.7397,4355.6,24,229,212.6,92.8,0,229,
154,929,C,5° 58.563'N,43° 44.382'W,5.97605,-43.7397,4355.6,16,152.2,144.2,94.8,0,155.2,
154,929,D,5° 58.566'N,43° 44.346'W,5.9761,-43.7391,4356.1,6,54.5,54.4,99.8,0,54.5,
154,929,E,5° 58.568'N,43° 44.400'W,5.9761333,-43.74,4356.1,35,337.4,246.6,73.1,0,808.9,
155,930,A,5°  0.894'N,47° 35.743'W,5.0149,-47.5957167,3144.3,1,9.5,10.1,105.8,0,9.5,
155,930,B,5°  0.894'N,47° 35.743'W,5.0149,-47.5957167,3144.6,24,225.3,203.2,90.2,0,225.3,
155,930,C,5°  0.905'N,47° 35.746'W,5.0150833,-47.5957667,3144.6,18,172.6,135.5,78.5,0,259,
155,930,D,5°  1.005'N,47° 35.747'W,5.01675,-47.5957833,3145.3,6,51.5,53.3,103.4,0,51.5,
155,931,A,5°  8.508'N,46° 37.980'W,5.1418,-46.633,3472.7,6,53.6,57,106.3,0,53.6,
155,931,B,5°  8.520'N,46° 37.980'W,5.142,-46.633,3475.9,45,421.3,296,70.3,0,421.3,
155,931,C,5°  8.526'N,46° 37.986'W,5.1421,-46.6331,3474.5,4,32.6,34.4,105.6,0,32.6,
155,932,A,5° 12.682'N,47°  1.770'W,5.2113667,-47.0295,3333.6,18,168.3,154.7,91.9,0,168.3,
155,932,B,5° 12.690'N,47°  1.770'W,5.2115,-47.0295,3336.1,6,52.5,54.1,103,0,52.5,
155,933,A,5°  5.801'N,46° 48.738'W,5.0966833,-46.8123,3365.9,27,254.2,177.4,69.8,0,254.2,
155,934,A,5° 29.047'N,47° 40.857'W,5.4841167,-47.68095,3421.7,12,108.8,111.7,102.6,0,108.8,
155,934,B,5° 29.020'N,47° 40.860'W,5.4836667,-47.681,3421,12,108.8,105.9,97.4,0,108.8,
155,935,A,5° 25.608'N,47° 33.888'W,5.4268,-47.5648,3485.5,40,372,268.6,72.2,0,372.6,
155,936,A,5° 37.932'N,47° 44.136'W,5.6322,-47.7356,3575,46,433.8,274.4,63.3,0,433.8,
155,937,A,4° 35.748'N,47° 12.444'W,4.5958,-47.2074,2760.2,1,0.2,0.2,105,0,0.2,
155,937,B,4° 35.748'N,47° 12.444'W,4.5958,-47.2074,2759.9,19,180.3,159.7,88.6,0,180.3,
155,937,C,4° 35.760'N,47° 12.444'W,4.596,-47.2074,2756.3,9,76.5,80.5,105.3,0,76.5,
155,937,D,4° 35.772'N,47° 12.444'W,4.5962,-47.2074,2757.1,2,16.7,17.3,103.4,0,16.7,
155,938,A,4° 39.504'N,47° 18.738'W,4.6584,-47.3123,2804.1,34,310.2,242.4,78.1,0,310.2,
155,938,B,4° 39.504'N,47° 18.744'W,4.6584,-47.3124,2804.1,9,81.3,79.5,97.8,0,81.3,
155,939,A,4° 43.308'N,47° 30.198'W,4.7218,-47.5033,2783.6,11,102.7,97.6,95,0,102.7,
155,939,B,4° 43.302'N,47° 29.940'W,4.7217,-47.499,2792.3,11,99.4,99.5,100.1,0,99.4,
155,939,C,4° 43.302'N,47° 29.940'W,4.7217,-47.499,2791.1,4,36.1,37,102.4,0,36.1,
155,940,A,5°  8.592'N,47° 31.728'W,5.1432,-47.5288,3191.4,27,248.6,209.1,84.1,0,248.6,
155,941,A,5° 22.380'N,48°  1.728'W,5.373,-48.0288,3380.9,19,177.7,122.8,69.1,0,177.9,
155,941,B,5° 22.380'N,48°  1.728'W,5.373,-48.0288,3377.5,12,85.1,96.2,113,0,85.1,
155,942,A,5° 44.550'N,49°  5.448'W,5.7425,-49.0908,3346.3,20,177.6,152.6,85.9,0,177.6,
155,942,B,5° 44.556'N,49°  5.460'W,5.7426,-49.091,3345.7,8,74,56.9,76.9,0,74,
155,942,C,5° 44.544'N,49°  5.460'W,5.7424,-49.091,3348.8,5,42.3,44,104.1,0,71.5,
155,943,A,5° 56.808'N,47° 46.830'W,5.9468,-47.7805,3738.5,12,106.3,66.5,62.5,0,106.3,
155,944,A,5° 56.334'N,47° 45.468'W,5.9389,-47.7578,3701.3,41,384.2,208,54.1,0,384.2,
155,944,B,5° 56.256'N,47° 45.606'W,5.9376,-47.7601,3696.8,6,47.8,46.8,97.9,0,47.8,
155,944,C,5° 56.412'N,47° 45.336'W,5.9402,-47.7556,3710.5,1,9.6,9.6,100,0,9.6,
155,944,D,5° 56.418'N,47° 45.330'W,5.9403,-47.7555,3708.5,5,44.6,43.4,97.2,0,44.6,
155,945,A,6° 57.018'N,47° 55.728'W,6.9503,-47.9288,4136.1,8,75.5,74.8,99,0,75.5,
155,946,A,6° 56.976'N,47° 55.158'W,6.9496,-47.9193,4100.1,29,275,172.2,62.6,0,275,
156,947,A,15° 31.473'N,58° 44.872'W,15.52455,-58.7478667,4880.4,0,0,0,,583.7,583.7,
156,948,A,15° 31.555'N,58° 43.935'W,15.5259167,-58.73225,4929.3,0,0,0,,583.7,583.7,
156,948,B,15° 31.464'N,58° 43.932'W,15.5244,-58.7322,4938,1,4,3.7,92.8,0,4,
156,948,C,15° 31.566'N,58° 43.932'W,15.5261,-58.7322,4931.5,19,180.7,171.5,94.9,0,592,
156,948,D,15° 31.458'N,58° 43.904'W,15.5243,-58.7317333,4938,0,0,0,,538,538,
156,949,A,15° 32.214'N,58° 42.858'W,15.5369,-58.7143,5009.2,1,3,3,98.3,0,3,
156,949,B,15° 32.160'N,58° 42.846'W,15.536,-58.7141,5012.7,25,218.1,86.8,39.8,0,464.2,
156,949,C,15° 32.214'N,58° 42.852'W,15.5369,-58.7142,5004.7,7,62.8,2.2,3.5,0,463.8,
157,950,A,31°  9.011'N,25° 36.004'W,31.1501833,-25.6000667,5437.8,41,381.3,339.1,88.9,0,381.3,
157,951,A,32°  1.896'N,24° 52.230'W,32.0316,-24.8705,5436.8,28,256.6,251.5,98,0,256.6,
157,951,B,32°  1.890'N,24° 52.236'W,32.0315,-24.8706,5436.8,10,96.6,84.5,87.5,0,351.6,
157,952,A,30° 47.448'N,24° 30.570'W,30.7908,-24.5095,5431.8,45,425.9,415.2,97.5,0,425.9,
157,953,A,28° 39.023'N,15°  8.681'W,28.6503833,-15.1446833,3577.8,21,192.6,197.7,102.6,0,192.6,
157,953,B,28° 39.015'N,15°  8.680'W,28.65025,-15.1446667,3577.8,1,9.6,7.5,77.7,0,197.7,
157,953,C,28° 39.014'N,15°  8.671'W,28.6502333,-15.1445167,3577.8,102,971.7,556.2,57.2,0,1158.7,
157,954,A,28° 26.197'N,15° 31.928'W,28.4366167,-15.5321333,3485.2,12,83.8,80.4,95.9,0,83.8,
157,954,B,28° 26.191'N,15° 31.921'W,28.4365167,-15.5320167,3485.2,39,365.8,165.6,45.3,0,446,
157,955,A,27° 19.548'N,15° 13.848'W,27.3258,-15.2308,2854.1,63,599.4,534.1,89.1,0,599.4,
157,956,A,27° 36.905'N,16°  9.797'W,27.6150833,-16.1632833,3441.9,18,161.6,160.5,99.3,0,161.6,
157,956,B,27° 36.895'N,16°  9.797'W,27.6149167,-16.1632833,3441.9,57,546.4,297.2,54.4,0,703.5,
158,957,A,26°  8.196'N,44° 49.548'W,26.1366,-44.8258,3653,3,15,0.2,1.7,0,15,
158,957,B,26°  8.196'N,44° 49.548'W,26.1366,-44.8258,3655,5,29.6,1.7,5.6,0,29.6,
158,957,C,26°  8.232'N,44° 49.548'W,26.1372,-44.8258,3548,13,49.2,21.7,44.1,0,49.2,
158,957,D,26°  8.220'N,44° 49.566'W,26.137,-44.8261,3649,1,29.4,0,0,0,29.4,
158,957,E,26°  8.220'N,44° 49.566'W,26.137,-44.8261,3646,18,94.2,4,4.3,0,125.7,
158,957,F,26°  8.220'N,44° 49.566'W,26.137,-44.8261,3649,2,9,0.9,10.6,0,10,
158,957,G,26°  8.220'N,44° 49.548'W,26.137,-44.8258,3646,3,13,1.1,8.6,0,25,
158,957,H,26°  8.196'N,44° 49.548'W,26.1366,-44.8258,3655,9,45.8,5,10.9,0,54.5,
158,957,I,26°  8.232'N,44° 49.584'W,26.1372,-44.8264,3645,1,4.5,0.8,17.1,0,13.5,
158,957,J,26°  8.232'N,44° 49.584'W,26.1372,-44.8264,3647,1,9,0.1,0.9,0,9,
158,957,K,26°  8.232'N,44° 49.584'W,26.1372,-44.8264,3644,3,20,1,4.9,0,20,
158,957,L,26°  8.220'N,44° 49.566'W,26.137,-44.8261,3645,1,66.6,0,0,0,66.6,
158,957,M,26°  8.220'N,44° 49.584'W,26.137,-44.8264,3648,10,51.2,6.9,13.6,0,51.2,
158,957,N,26°  8.196'N,44° 49.548'W,26.1366,-44.8258,3652,0,0,0,,0,42.2,
158,957,O,26°  8.232'N,44° 49.548'W,26.1372,-44.8258,3649,4,20.5,1.3,6.2,0,20.5,
158,957,P,26°  8.232'N,44° 49.548'W,26.1372,-44.8258,3649,12,59.4,4.6,7.8,0,59.4,
158,957,Q,26°  8.196'N,44° 49.566'W,26.1366,-44.8261,3657,2,14.5,5.9,40.8,0,14.5,
159,958,A,23° 59.937'N,20°  0.050'W,23.99895,-20.0008333,3794.5,14,133,132.5,99.6,0,133,
159,958,B,23° 59.937'N,20°  0.050'W,23.99895,-20.0008333,3798.3,1,8.7,8.2,94.1,0,8.7,
159,959,A,3° 37.659'N,2° 44.112'W,3.62765,-2.7352,2090.7,52,480.7,456.2,94.9,0,480.7,
159,959,B,3° 37.657'N,2° 44.135'W,3.6276167,-2.7355833,2091.2,20,184.4,192.5,104.4,0,184.4,
159,959,C,3° 37.669'N,2° 44.116'W,3.6278167,-2.7352667,2091.7,20,179.6,187.3,104.3,0,179.6,
159,959,D,3° 37.656'N,2° 44.149'W,3.6276,-2.7358167,2090.7,78,741.1,429,57.9,0,1158.9,
159,960,A,3° 34.983'N,2° 44.016'W,3.58305,-2.7336,2048.3,61,451.2,145,32.1,0,451.2,
159,960,B,3° 35.016'N,2° 43.986'W,3.5836,-2.7331,2034,1,7.1,7.2,100.7,0,7.1,
159,960,C,3° 35.033'N,2° 43.990'W,3.5838833,-2.7331667,2034.9,26,230.3,160.7,69.8,0,352.8,
159,961,A,3° 26.542'N,3°  3.513'W,3.4423667,-3.05855,3292,35,308.7,60.4,19.6,0,308.7,
159,961,B,3° 26.556'N,3°  3.560'W,3.4426,-3.0593333,3292,19,134.8,56.7,42.1,0,374.6,
