"Leg","Site","Hole","sitehole","short_name","long_name","ngdc_link"
303,1308,"A","1308A","pws3","P-wave Velocity, Discrete3","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/303/1308a/pws3_303_1308a.txt"
303,1308,"A","1308A","rsc","Color Reflectance","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/303/1308a/rsc_303_1308a.txt"
303,1308,"A","1308A","visual_core_descriptions/","Visual Core Descriptions - Sediment and Rock","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/303/1308a/visual_core_descriptions/"
303,1308,"B","1308B","gra","Gamma Ray Attenuation Bulk Density","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/303/1308b/gra_303_1308b.txt"
303,1308,"B","1308B","msl","Magnetic Susceptibilty - Detailed","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/303/1308b/msl_303_1308b.txt"
303,1308,"B","1308B","ngr","Natural Gamma Radiation","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/303/1308b/ngr_303_1308b.txt"
303,1308,"B","1308B","pmag","Magnetic Remanence","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/303/1308b/pmag_303_1308b.txt"
303,1308,"B","1308B","pwl","P-wave Velocity Logger","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/303/1308b/pwl_303_1308b.txt"
303,1308,"B","1308B","pws3","P-wave Velocity, Discrete3","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/303/1308b/pws3_303_1308b.txt"
303,1308,"B","1308B","rsc","Color Reflectance","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/303/1308b/rsc_303_1308b.txt"
303,1308,"B","1308B","visual_core_descriptions/","Visual Core Descriptions - Sediment and Rock","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/303/1308b/visual_core_descriptions/"
303,1308,"C","1308C","gra","Gamma Ray Attenuation Bulk Density","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/303/1308c/gra_303_1308c.txt"
303,1308,"C","1308C","mscl","Magnetic Susceptibilty - Summary2","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/303/1308c/mscl_303_1308c.txt"
303,1308,"C","1308C","msl","Magnetic Susceptibilty - Detailed","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/303/1308c/msl_303_1308c.txt"
303,1308,"C","1308C","ngr","Natural Gamma Radiation","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/303/1308c/ngr_303_1308c.txt"
303,1308,"C","1308C","pmag","Magnetic Remanence","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/303/1308c/pmag_303_1308c.txt"
303,1308,"C","1308C","pwl","P-wave Velocity Logger","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/303/1308c/pwl_303_1308c.txt"
303,1308,"C","1308C","pws3","P-wave Velocity, Discrete3","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/303/1308c/pws3_303_1308c.txt"
303,1308,"C","1308C","rsc","Color Reflectance","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/303/1308c/rsc_303_1308c.txt"
303,1308,"C","1308C","visual_core_descriptions/","Visual Core Descriptions - Sediment and Rock","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/303/1308c/visual_core_descriptions/"
303,1308,"D","1308D","gra","Gamma Ray Attenuation Bulk Density","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/303/1308d/gra_303_1308d.txt"
303,1308,"D","1308D","mscl","Magnetic Susceptibilty - Summary2","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/303/1308d/mscl_303_1308d.txt"
303,1308,"D","1308D","msl","Magnetic Susceptibilty - Detailed","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/303/1308d/msl_303_1308d.txt"
303,1308,"D","1308D","ngr","Natural Gamma Radiation","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/303/1308d/ngr_303_1308d.txt"
303,1308,"D","1308D","pmag","Magnetic Remanence","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/303/1308d/pmag_303_1308d.txt"
303,1308,"D","1308D","pwl","P-wave Velocity Logger","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/303/1308d/pwl_303_1308d.txt"
303,1308,"D","1308D","pws3","P-wave Velocity, Discrete3","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/303/1308d/pws3_303_1308d.txt"
303,1308,"D","1308D","rsc","Color Reflectance","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/303/1308d/rsc_303_1308d.txt"
303,1308,"D","1308D","visual_core_descriptions/","Visual Core Descriptions - Sediment and Rock","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/303/1308d/visual_core_descriptions/"
303,1308,"E","1308E","gra","Gamma Ray Attenuation Bulk Density","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/303/1308e/gra_303_1308e.txt"
303,1308,"E","1308E","mscl","Magnetic Susceptibilty - Summary2","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/303/1308e/mscl_303_1308e.txt"
303,1308,"E","1308E","msl","Magnetic Susceptibilty - Detailed","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/303/1308e/msl_303_1308e.txt"
303,1308,"E","1308E","ngr","Natural Gamma Radiation","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/303/1308e/ngr_303_1308e.txt"
303,1308,"E","1308E","pmag","Magnetic Remanence","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/303/1308e/pmag_303_1308e.txt"
303,1308,"E","1308E","pwl","P-wave Velocity Logger","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/303/1308e/pwl_303_1308e.txt"
303,1308,"E","1308E","pws3","P-wave Velocity, Discrete3","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/303/1308e/pws3_303_1308e.txt"
303,1308,"E","1308E","rsc","Color Reflectance","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/303/1308e/rsc_303_1308e.txt"
303,1308,"E","1308E","visual_core_descriptions/","Visual Core Descriptions - Sediment and Rock","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/303/1308e/visual_core_descriptions/"
303,1308,"F","1308F","gra","Gamma Ray Attenuation Bulk Density","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/303/1308f/gra_303_1308f.txt"
303,1308,"F","1308F","icp","Elemental Composition - ICP","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/303/1308f/icp_304_1310b.txt"
303,1308,"F","1308F","mscl","Magnetic Susceptibilty - Summary2","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/303/1308f/mscl_303_1308f.txt"
303,1308,"F","1308F","msl","Magnetic Susceptibilty - Detailed","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/303/1308f/msl_303_1308f.txt"
303,1308,"F","1308F","ngr","Natural Gamma Radiation","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/303/1308f/ngr_303_1308f.txt"
303,1308,"F","1308F","pmag","Magnetic Remanence","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/303/1308f/pmag_303_1308f.txt"
303,1308,"F","1308F","pwl","P-wave Velocity Logger","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/303/1308f/pwl_303_1308f.txt"
303,1308,"F","1308F","pws3","P-wave Velocity, Discrete3","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/303/1308f/pws3_303_1308f.txt"
303,1308,"F","1308F","rsc","Color Reflectance","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/303/1308f/rsc_303_1308f.txt"
303,1308,"F","1308F","visual_core_descriptions/","Visual Core Descriptions - Sediment and Rock","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/303/1308f/visual_core_descriptions/"
304,1309,"B","1309B","carb","CHNS and Carbonate","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/304/1309b/carb_304_1309b.txt"
304,1309,"B","1309B","icp","Elemental Composition - ICP","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/304/1309b/icp_304_1309b.txt"
304,1309,"B","1309B","mad","Moisture & Density","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/304/1309b/mad_304_1309b.txt"
304,1309,"B","1309B","ms2f","Magnetic Susceptibilty - Summary1","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/304/1309b/ms2f_304_1309b.txt"
304,1309,"B","1309B","mscl","Magnetic Susceptibilty - Summary2","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/304/1309b/mscl_304_1309b.txt"
304,1309,"B","1309B","msl","Magnetic Susceptibilty - Detailed","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/304/1309b/msl_304_1309b.txt"
304,1309,"B","1309B","ncr","Noncontact Resistivity","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/304/1309b/ncr_304_1309b.txt"
304,1309,"B","1309B","pmag","Magnetic Remanence","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/304/1309b/pmag_304_1309b.txt"
304,1309,"B","1309B","pws3","P-wave Velocity, Discrete3","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/304/1309b/pws3_304_1309b.txt"
304,1309,"B","1309B","tcon","Thermal Conductivity","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/304/1309b/tcon_304_1309b.txt"
304,1309,"B","1309B","xrd","X-ray Diffraction - Summary","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/304/1309b/xrd_304_1309b.txt"
304,1309,"B","1309B","xrd_data_files","X-ray Diffraction - Data","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/304/1309b/xrd_304_1309b_files/"
304,1309,"D","1309D","carb","CHNS and Carbonate","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/304/1309d/carb_304_1309d.txt"
304,1309,"D","1309D","icp","Elemental Composition - ICP","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/304/1309d/icp_304_1309d.txt"
304,1309,"D","1309D","mad","Moisture & Density","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/304/1309d/mad_304_1309d.txt"
304,1309,"D","1309D","msl","Magnetic Susceptibilty - Detailed","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/304/1309d/msl_304_1309d.txt"
304,1309,"D","1309D","ncr","Noncontact Resistivity","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/304/1309d/ncr_304_1309d.txt"
304,1309,"D","1309D","ngr","Natural Gamma Radiation","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/304/1309d/ngr_304_1309d.txt"
304,1309,"D","1309D","pmag","Magnetic Remanence","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/304/1309d/pmag_304_1309d.txt"
304,1309,"D","1309D","pws3","P-wave Velocity, Discrete3","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/304/1309d/pws3_304_1309d.txt"
304,1309,"D","1309D","pws3","P-wave Velocity, Discrete3","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/304/1309d/pws3_305_1309d.txt"
304,1309,"D","1309D","tcon","Thermal Conductivity","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/304/1309d/tcon_304_1309d.txt"
304,1309,"D","1309D","xrd","X-ray Diffraction - Summary","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/304/1309d/xrd_304_1309d.txt"
304,1309,"D","1309D","xrd_data_files","X-ray Diffraction - Data","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/304/1309d/xrd_304_1309d_files/"
304,1310,"B","1310B","carb","CHNS and Carbonate","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/304/1310b/carb_304_1310b.txt"
304,1310,"B","1310B","icp","Elemental Composition - ICP","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/304/1310b/icp_304_1310b.txt"
304,1310,"B","1310B","ms2f","Magnetic Susceptibilty - Summary1","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/304/1310b/ms2f_304_1310b.txt"
304,1310,"B","1310B","msl","Magnetic Susceptibilty - Detailed","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/304/1310b/msl_304_1310b.txt"
304,1310,"B","1310B","ncr","Noncontact Resistivity","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/304/1310b/ncr_304_1310b.txt"
304,1310,"B","1310B","xrd","X-ray Diffraction - Summary","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/304/1310b/xrd_304_1310b.txt"
304,1310,"B","1310B","xrd_data_files","X-ray Diffraction - Data","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/304/1310b/xrd_304_1310b_files/"
304,1311,"A","1311A","carb","CHNS and Carbonate","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/304/1311a/carb_304_1311a.txt"
304,1311,"A","1311A","ms2f","Magnetic Susceptibilty - Summary1","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/304/1311a/ms2f_304_1311a.txt"
304,1311,"A","1311A","ms2f","Magnetic Susceptibilty - Summary1","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/304/1311a/ms2f_304_1309d.txt"
304,1311,"A","1311A","msl","Magnetic Susceptibilty - Detailed","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/304/1311a/msl_304_1311a.txt"
304,1311,"A","1311A","ncr","Noncontact Resistivity","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/304/1311a/ncr_304_1311a.txt"
304,1311,"A","1311A","ngr","Natural Gamma Radiation","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/304/1311a/ngr_304_1311a.txt"
304,1311,"A","1311A","xrd","X-ray Diffraction - Summary","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/304/1311a/xrd_304_1311a.txt"
304,1311,"A","1311A","xrd_data_files","X-ray Diffraction - Data","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/304/1311a/xrd_304_1311a_files/"
305,1309,"D","1309D","carb","CHNS and Carbonate","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/305/1309d/carb_305_1309d.txt"
305,1309,"D","1309D","gra","Gamma Ray Attenuation Bulk Density","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/305/1309d/gra_305_1309d.txt"
305,1309,"D","1309D","icp","Elemental Composition - ICP","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/305/1309d/icp_305_1309d.txt"
305,1309,"D","1309D","mad","Moisture & Density","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/305/1309d/mad_305_1309d.txt"
305,1309,"D","1309D","ms2f","Magnetic Susceptibilty - Summary1","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/305/1309d/ms2f_305_1309d.txt"
305,1309,"D","1309D","msl","Magnetic Susceptibilty - Detailed","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/305/1309d/msl_305_1309d.txt"
305,1309,"D","1309D","ncr","Noncontact Resistivity","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/305/1309d/ncr_305_1309d.txt"
305,1309,"D","1309D","ngr","Natural Gamma Radiation","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/305/1309d/ngr_305_1309d.txt"
305,1309,"D","1309D","tcon","Thermal Conductivity","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/305/1309d/tcon_305_1309d.txt"
305,1309,"D","1309D","xrd","X-ray Diffraction - Summary","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/305/1309d/xrd_305_1309d.txt"
305,1309,"D","1309D","xrd_data_files","X-ray Diffraction - Data","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/305/1309d/xrd_305_1309d_files/"
306,1312,"A","1312A","carb","CHNS and Carbonate","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/306/1312a/carb_306_1312a.txt"
306,1312,"A","1312A","gas","Gas Elements","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/306/1312a/gas_306_1312a.txt"
306,1312,"A","1312A","gra","Gamma Ray Attenuation Bulk Density","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/306/1312a/gra_306_1312a.txt"
306,1312,"A","1312A","iw","Interstitial Water","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/306/1312a/iw_306_1312a.txt"
306,1312,"A","1312A","mad","Moisture & Density","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/306/1312a/mad_306_1312a.txt"
306,1312,"A","1312A","mscl","Magnetic Susceptibilty - Summary2","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/306/1312a/mscl_306_1312a.txt"
306,1312,"A","1312A","msl","Magnetic Susceptibilty - Detailed","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/306/1312a/msl_306_1312a.txt"
306,1312,"A","1312A","ngr","Natural Gamma Radiation","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/306/1312a/ngr_306_1312a.txt"
306,1312,"A","1312A","pmag","Magnetic Remanence","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/306/1312a/pmag_306_1312a.txt"
306,1312,"A","1312A","pws3","P-wave Velocity, Discrete3","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/306/1312a/pws3_306_1312a.txt"
306,1312,"A","1312A","rsc","Color Reflectance","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/306/1312a/rsc_306_1312a.txt"
306,1312,"A","1312A","sslide","Description - Smear Slide","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/306/1312a/sslide_306_1312a.txt"
306,1312,"A","1312A","visual_core_descriptions/","Visual Core Descriptions - Sediment and Rock","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/306/1312a/visual_core_descriptions/"
306,1312,"A","1312A","xrd_data_files","X-ray Diffraction - Data","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/306/1312a/xrd_306_1312a_files/"
306,1312,"B","1312B","gra","Gamma Ray Attenuation Bulk Density","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/306/1312b/gra_306_1312b.txt"
306,1312,"B","1312B","mad","Moisture & Density","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/306/1312b/mad_306_1312b.txt"
306,1312,"B","1312B","mscl","Magnetic Susceptibilty - Summary2","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/306/1312b/mscl_306_1312b.txt"
306,1312,"B","1312B","msl","Magnetic Susceptibilty - Detailed","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/306/1312b/msl_306_1312b.txt"
306,1312,"B","1312B","ngr","Natural Gamma Radiation","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/306/1312b/ngr_306_1312b.txt"
306,1312,"B","1312B","pmag","Magnetic Remanence","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/306/1312b/pmag_306_1312b.txt"
306,1312,"B","1312B","rsc","Color Reflectance","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/306/1312b/rsc_306_1312b.txt"
306,1312,"B","1312B","sslide","Description - Smear Slide","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/306/1312b/sslide_306_1312b.txt"
306,1312,"B","1312B","visual_core_descriptions/","Visual Core Descriptions - Sediment and Rock","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/306/1312b/visual_core_descriptions/"
306,1312,"B","1312B","xrd","X-ray Diffraction - Summary","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/306/1312b/xrd_306_1312b.txt"
306,1312,"B","1312B","xrd_data_files","X-ray Diffraction - Data","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/306/1312b/xrd_306_1312b_files/"
306,1313,"A","1313A","carb","CHNS and Carbonate","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/306/1313a/carb_306_1313a.txt"
306,1313,"A","1313A","gas","Gas Elements","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/306/1313a/gas_306_1313a.txt"
306,1313,"A","1313A","gra","Gamma Ray Attenuation Bulk Density","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/306/1313a/gra_306_1313a.txt"
306,1313,"A","1313A","iw","Interstitial Water","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/306/1313a/iw_306_1313a.txt"
306,1313,"A","1313A","mad","Moisture & Density","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/306/1313a/mad_306_1313a.txt"
306,1313,"A","1313A","mscl","Magnetic Susceptibilty - Summary2","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/306/1313a/mscl_306_1313a.txt"
306,1313,"A","1313A","msl","Magnetic Susceptibilty - Detailed","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/306/1313a/msl_306_1313a.txt"
306,1313,"A","1313A","ngr","Natural Gamma Radiation","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/306/1313a/ngr_306_1313b.txt"
306,1313,"A","1313A","ngr","Natural Gamma Radiation","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/306/1313a/ngr_306_1313a.txt"
306,1313,"A","1313A","pmag","Magnetic Remanence","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/306/1313a/pmag_306_1313a.txt"
306,1313,"A","1313A","pwl","P-wave Velocity Logger","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/306/1313a/pwl_306_1313a.txt"
306,1313,"A","1313A","pws3","P-wave Velocity, Discrete3","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/306/1313a/pws3_306_1313a.txt"
306,1313,"A","1313A","pws3","P-wave Velocity, Discrete3","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/306/1313a/pws3_306_1312b.txt"
306,1313,"A","1313A","rsc","Color Reflectance","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/306/1313a/rsc_306_1313a.txt"
306,1313,"A","1313A","sslide","Description - Smear Slide","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/306/1313a/sslide_306_1313a.txt"
306,1313,"A","1313A","visual_core_descriptions/","Visual Core Descriptions - Sediment and Rock","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/306/1313a/visual_core_descriptions/"
306,1313,"A","1313A","xrd","X-ray Diffraction - Summary","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/306/1313a/xrd_306_1313a.txt"
306,1313,"A","1313A","xrd_data_files","X-ray Diffraction - Data","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/306/1313a/xrd_306_1313a_files/"
306,1313,"B","1313B","gra","Gamma Ray Attenuation Bulk Density","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/306/1313b/gra_306_1313b.txt"
306,1313,"B","1313B","mscl","Magnetic Susceptibilty - Summary2","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/306/1313b/mscl_306_1313b.txt"
306,1313,"B","1313B","msl","Magnetic Susceptibilty - Detailed","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/306/1313b/msl_306_1313b.txt"
306,1313,"B","1313B","pmag","Magnetic Remanence","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/306/1313b/pmag_306_1313b.txt"
306,1313,"B","1313B","rsc","Color Reflectance","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/306/1313b/rsc_306_1313b.txt"
306,1313,"B","1313B","sslide","Description - Smear Slide","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/306/1313b/sslide_306_1313b.txt"
306,1313,"B","1313B","visual_core_descriptions/","Visual Core Descriptions - Sediment and Rock","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/306/1313b/visual_core_descriptions/"
306,1313,"B","1313B","xrd","X-ray Diffraction - Summary","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/306/1313b/xrd_306_1313b.txt"
306,1313,"B","1313B","xrd_data_files","X-ray Diffraction - Data","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/306/1313b/xrd_306_1313b_files/"
306,1313,"C","1313C","gra","Gamma Ray Attenuation Bulk Density","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/306/1313c/gra_306_1313c.txt"
306,1313,"C","1313C","mscl","Magnetic Susceptibilty - Summary2","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/306/1313c/mscl_306_1313c.txt"
306,1313,"C","1313C","msl","Magnetic Susceptibilty - Detailed","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/306/1313c/msl_306_1313c.txt"
306,1313,"C","1313C","ngr","Natural Gamma Radiation","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/306/1313c/ngr_306_1313c.txt"
306,1313,"C","1313C","rsc","Color Reflectance","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/306/1313c/rsc_306_1313c.txt"
306,1313,"C","1313C","sslide","Description - Smear Slide","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/306/1313c/sslide_306_1313c.txt"
306,1313,"C","1313C","visual_core_descriptions/","Visual Core Descriptions - Sediment and Rock","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/306/1313c/visual_core_descriptions/"
306,1313,"D","1313D","gra","Gamma Ray Attenuation Bulk Density","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/306/1313d/gra_306_1313d.txt"
306,1313,"D","1313D","mscl","Magnetic Susceptibilty - Summary2","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/306/1313d/mscl_306_1313d.txt"
306,1313,"D","1313D","msl","Magnetic Susceptibilty - Detailed","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/306/1313d/msl_306_1313d.txt"
306,1313,"D","1313D","ngr","Natural Gamma Radiation","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/306/1313d/ngr_306_1313d.txt"
306,1313,"D","1313D","pwl","P-wave Velocity Logger","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/306/1313d/pwl_306_1313b.txt"
306,1313,"D","1313D","rsc","Color Reflectance","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/306/1313d/rsc_306_1313d.txt"
306,1313,"D","1313D","visual_core_descriptions/","Visual Core Descriptions - Sediment and Rock","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/306/1313d/visual_core_descriptions/"
306,1314,"A","1314A","carb","CHNS and Carbonate","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/306/1314a/carb_306_1314a.txt"
306,1314,"A","1314A","gas","Gas Elements","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/306/1314a/gas_306_1314a.txt"
306,1314,"A","1314A","gra","Gamma Ray Attenuation Bulk Density","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/306/1314a/gra_306_1314a.txt"
306,1314,"A","1314A","iw","Interstitial Water","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/306/1314a/iw_306_1314a.txt"
306,1314,"A","1314A","mad","Moisture & Density","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/306/1314a/mad_306_1314a.txt"
306,1314,"A","1314A","mscl","Magnetic Susceptibilty - Summary2","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/306/1314a/mscl_306_1314a.txt"
