"Leg","Site","Hole","sitehole","short_name","long_name","ngdc_link"
306,1314,"A","1314A","msl","Magnetic Susceptibilty - Detailed","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/306/1314a/msl_306_1314a.txt"
306,1314,"A","1314A","ngr","Natural Gamma Radiation","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/306/1314a/ngr_306_1314a.txt"
306,1314,"A","1314A","pmag","Magnetic Remanence","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/306/1314a/pmag_306_1314a.txt"
306,1314,"A","1314A","pwl","P-wave Velocity Logger","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/306/1314a/pwl_306_1314a.txt"
306,1314,"A","1314A","pws3","P-wave Velocity, Discrete3","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/306/1314a/pws3_306_1314a.txt"
306,1314,"A","1314A","rsc","Color Reflectance","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/306/1314a/rsc_306_1314a.txt"
306,1314,"A","1314A","sslide","Description - Smear Slide","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/306/1314a/sslide_306_1314a.txt"
306,1314,"A","1314A","visual_core_descriptions/","Visual Core Descriptions - Sediment and Rock","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/306/1314a/visual_core_descriptions/"
306,1314,"A","1314A","xrd","X-ray Diffraction - Summary","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/306/1314a/xrd_306_1314a.txt"
306,1314,"A","1314A","xrd_data_files","X-ray Diffraction - Data","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/306/1314a/xrd_306_1314a_files/"
306,1314,"B","1314B","gra","Gamma Ray Attenuation Bulk Density","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/306/1314b/gra_306_1314b.txt"
306,1314,"B","1314B","mscl","Magnetic Susceptibilty - Summary2","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/306/1314b/mscl_306_1314b.txt"
306,1314,"B","1314B","msl","Magnetic Susceptibilty - Detailed","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/306/1314b/msl_306_1314b.txt"
306,1314,"B","1314B","ngr","Natural Gamma Radiation","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/306/1314b/ngr_306_1314b.txt"
306,1314,"B","1314B","pmag","Magnetic Remanence","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/306/1314b/pmag_306_1314b.txt"
306,1314,"B","1314B","pwl","P-wave Velocity Logger","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/306/1314b/pwl_306_1314b.txt"
306,1314,"B","1314B","rsc","Color Reflectance","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/306/1314b/rsc_306_1314b.txt"
306,1314,"B","1314B","sslide","Description - Smear Slide","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/306/1314b/sslide_306_1314b.txt"
306,1314,"B","1314B","visual_core_descriptions/","Visual Core Descriptions - Sediment and Rock","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/306/1314b/visual_core_descriptions/"
306,1314,"C","1314C","gra","Gamma Ray Attenuation Bulk Density","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/306/1314c/gra_306_1314c.txt"
306,1314,"C","1314C","mscl","Magnetic Susceptibilty - Summary2","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/306/1314c/mscl_306_1314c.txt"
306,1314,"C","1314C","msl","Magnetic Susceptibilty - Detailed","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/306/1314c/msl_306_1314c.txt"
306,1314,"C","1314C","ngr","Natural Gamma Radiation","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/306/1314c/ngr_306_1314c.txt"
306,1314,"C","1314C","pmag","Magnetic Remanence","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/306/1314c/pmag_306_1314c.txt"
306,1314,"C","1314C","pwl","P-wave Velocity Logger","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/306/1314c/pwl_306_1314c.txt"
306,1314,"C","1314C","rsc","Color Reflectance","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/306/1314c/rsc_306_1314c.txt"
306,1314,"C","1314C","sslide","Description - Smear Slide","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/306/1314c/sslide_306_1314c.txt"
306,1314,"C","1314C","visual_core_descriptions/","Visual Core Descriptions - Sediment and Rock","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/306/1314c/visual_core_descriptions/"
306,1314,"C","1314C","xrd","X-ray Diffraction - Summary","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/306/1314c/xrd_306_1314c.txt"
306,1314,"C","1314C","xrd_data_files","X-ray Diffraction - Data","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/306/1314c/xrd_306_1314c_files/"
307,1316,"A","1316A","carb","CHNS and Carbonate","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/307/1316a/carb_307_1316a.txt"
307,1316,"A","1316A","gas","Gas Elements","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/307/1316a/gas_307_1316a.txt"
307,1316,"A","1316A","gra","Gamma Ray Attenuation Bulk Density","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/307/1316a/gra_307_1316a.txt"
307,1316,"A","1316A","iw","Interstitial Water","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/307/1316a/iw_307_1316a.txt"
307,1316,"A","1316A","mad","Moisture & Density","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/307/1316a/mad_307_1316a.txt"
307,1316,"A","1316A","mscl","Magnetic Susceptibilty - Summary2","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/307/1316a/mscl_307_1316a.txt"
307,1316,"A","1316A","msl","Magnetic Susceptibilty - Detailed","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/307/1316a/msl_307_1316a.txt"
307,1316,"A","1316A","ngr","Natural Gamma Radiation","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/307/1316a/ngr_307_1316a.txt"
307,1316,"A","1316A","pmag","Magnetic Remanence","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/307/1316a/pmag_307_1316a.txt"
307,1316,"A","1316A","pwl","P-wave Velocity Logger","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/307/1316a/pwl_307_1316a.txt"
307,1316,"A","1316A","pws3","P-wave Velocity, Discrete3","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/307/1316a/pws3_307_1316a.txt"
307,1316,"A","1316A","rgb","RGB Channels","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/307/1316a/rgb_307_1316a.txt"
307,1316,"A","1316A","rsc","Color Reflectance","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/307/1316a/rsc_307_1316a.txt"
307,1316,"A","1316A","sslide","Description - Smear Slide","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/307/1316a/sslide_307_1316a.txt"
307,1316,"A","1316A","tcon","Thermal Conductivity","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/307/1316a/tcon_307_1316a.txt"
307,1316,"A","1316A","tor","Vane Shear Strength (Torvane)","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/307/1316a/tor_307_1316a.txt"
307,1316,"A","1316A","xrd","X-ray Diffraction - Summary","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/307/1316a/xrd_307_1316a.txt"
307,1316,"A","1316A","xrd_data_files","X-ray Diffraction - Data","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/307/1316a/xrd_307_1316a_files/"
307,1316,"B","1316B","gra","Gamma Ray Attenuation Bulk Density","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/307/1316b/gra_307_1316b.txt"
307,1316,"B","1316B","iw","Interstitial Water","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/307/1316b/iw_307_1316b.txt"
307,1316,"B","1316B","mscl","Magnetic Susceptibilty - Summary2","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/307/1316b/mscl_307_1316b.txt"
307,1316,"B","1316B","msl","Magnetic Susceptibilty - Detailed","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/307/1316b/msl_307_1316b.txt"
307,1316,"B","1316B","ngr","Natural Gamma Radiation","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/307/1316b/ngr_307_1316b.txt"
307,1316,"B","1316B","pmag","Magnetic Remanence","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/307/1316b/pmag_307_1316b.txt"
307,1316,"B","1316B","pwl","P-wave Velocity Logger","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/307/1316b/pwl_307_1316b.txt"
307,1316,"B","1316B","rgb","RGB Channels","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/307/1316b/rgb_307_1316b.txt"
307,1316,"B","1316B","sslide","Description - Smear Slide","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/307/1316b/sslide_307_1316b.txt"
307,1316,"B","1316B","tcon","Thermal Conductivity","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/307/1316b/tcon_307_1316b.txt"
307,1316,"B","1316B","xrd","X-ray Diffraction - Summary","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/307/1316b/xrd_307_1316b.txt"
307,1316,"B","1316B","xrd_data_files","X-ray Diffraction - Data","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/307/1316b/xrd_307_1316b_files/"
307,1316,"C","1316C","carb","CHNS and Carbonate","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/307/1316c/carb_307_1316c.txt"
307,1316,"C","1316C","gas","Gas Elements","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/307/1316c/gas_307_1316c.txt"
307,1316,"C","1316C","gra","Gamma Ray Attenuation Bulk Density","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/307/1316c/gra_307_1316c.txt"
307,1316,"C","1316C","iw","Interstitial Water","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/307/1316c/iw_307_1316c.txt"
307,1316,"C","1316C","mad","Moisture & Density","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/307/1316c/mad_307_1316c.txt"
307,1316,"C","1316C","mscl","Magnetic Susceptibilty - Summary2","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/307/1316c/mscl_307_1316c.txt"
307,1316,"C","1316C","msl","Magnetic Susceptibilty - Detailed","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/307/1316c/msl_307_1316c.txt"
307,1316,"C","1316C","ngr","Natural Gamma Radiation","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/307/1316c/ngr_307_1316c.txt"
307,1316,"C","1316C","pmag","Magnetic Remanence","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/307/1316c/pmag_307_1316c.txt"
307,1316,"C","1316C","pws3","P-wave Velocity, Discrete3","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/307/1316c/pws3_307_1316c.txt"
307,1316,"C","1316C","rgb","RGB Channels","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/307/1316c/rgb_307_1316c.txt"
307,1316,"C","1316C","rsc","Color Reflectance","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/307/1316c/rsc_307_1316c.txt"
307,1316,"C","1316C","rsc","Color Reflectance","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/307/1316c/rsc_307_1316b.txt"
307,1316,"C","1316C","sslide","Description - Smear Slide","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/307/1316c/sslide_307_1316c.txt"
307,1316,"C","1316C","tcon","Thermal Conductivity","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/307/1316c/tcon_307_1316c.txt"
307,1316,"C","1316C","xrd","X-ray Diffraction - Summary","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/307/1316c/xrd_307_1316c.txt"
307,1316,"C","1316C","xrd_data_files","X-ray Diffraction - Data","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/307/1316c/xrd_307_1316c_files/"
307,1317,"A","1317A","carb","CHNS and Carbonate","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/307/1317a/carb_307_1317a.txt"
307,1317,"A","1317A","gas","Gas Elements","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/307/1317a/gas_307_1317a.txt"
307,1317,"A","1317A","gra","Gamma Ray Attenuation Bulk Density","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/307/1317a/gra_307_1317a.txt"
307,1317,"A","1317A","iw","Interstitial Water","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/307/1317a/iw_307_1317a.txt"
307,1317,"A","1317A","mad","Moisture & Density","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/307/1317a/mad_307_1317a.txt"
307,1317,"A","1317A","mscl","Magnetic Susceptibilty - Summary2","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/307/1317a/mscl_307_1317a.txt"
307,1317,"A","1317A","msl","Magnetic Susceptibilty - Detailed","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/307/1317a/msl_307_1317a.txt"
307,1317,"A","1317A","pwl","P-wave Velocity Logger","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/307/1317a/pwl_307_1317a.txt"
307,1317,"A","1317A","pws3","P-wave Velocity, Discrete3","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/307/1317a/pws3_307_1317a.txt"
307,1317,"A","1317A","rgb","RGB Channels","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/307/1317a/rgb_307_1317a.txt"
307,1317,"A","1317A","rsc","Color Reflectance","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/307/1317a/rsc_307_1317a.txt"
307,1317,"A","1317A","sslide","Description - Smear Slide","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/307/1317a/sslide_307_1317a.txt"
307,1317,"A","1317A","tcon","Thermal Conductivity","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/307/1317a/tcon_307_1317a.txt"
307,1317,"A","1317A","tor","Vane Shear Strength (Torvane)","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/307/1317a/tor_307_1317a.txt"
307,1317,"A","1317A","xrd","X-ray Diffraction - Summary","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/307/1317a/xrd_307_1317a.txt"
307,1317,"A","1317A","xrd_data_files","X-ray Diffraction - Data","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/307/1317a/xrd_307_1317a_files/"
307,1317,"B","1317B","gas","Gas Elements","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/307/1317b/gas_307_1317b.txt"
307,1317,"B","1317B","gra","Gamma Ray Attenuation Bulk Density","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/307/1317b/gra_307_1317b.txt"
307,1317,"B","1317B","iw","Interstitial Water","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/307/1317b/iw_307_1317d.txt"
307,1317,"B","1317B","mscl","Magnetic Susceptibilty - Summary2","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/307/1317b/mscl_307_1317b.txt"
307,1317,"B","1317B","msl","Magnetic Susceptibilty - Detailed","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/307/1317b/msl_307_1317b.txt"
307,1317,"B","1317B","ngr","Natural Gamma Radiation","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/307/1317b/ngr_307_1317b.txt"
307,1317,"B","1317B","ngr","Natural Gamma Radiation","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/307/1317b/ngr_307_1317a.txt"
307,1317,"B","1317B","pwl","P-wave Velocity Logger","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/307/1317b/pwl_307_1317b.txt"
307,1317,"B","1317B","tcon","Thermal Conductivity","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/307/1317b/tcon_307_1317b.txt"
307,1317,"B","1317B","visual_core_descriptions/","Visual Core Descriptions - Sediment and Rock","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/307/1317b/visual_core_descriptions/"
307,1317,"C","1317C","gra","Gamma Ray Attenuation Bulk Density","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/307/1317c/gra_307_1317c.txt"
307,1317,"C","1317C","mscl","Magnetic Susceptibilty - Summary2","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/307/1317c/mscl_307_1317c.txt"
307,1317,"C","1317C","msl","Magnetic Susceptibilty - Detailed","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/307/1317c/msl_307_1317c.txt"
307,1317,"C","1317C","ngr","Natural Gamma Radiation","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/307/1317c/ngr_307_1317c.txt"
307,1317,"C","1317C","pwl","P-wave Velocity Logger","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/307/1317c/pwl_307_1317c.txt"
307,1317,"C","1317C","rgb","RGB Channels","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/307/1317c/rgb_307_1317c.txt"
307,1317,"C","1317C","rsc","Color Reflectance","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/307/1317c/rsc_307_1317c.txt"
307,1317,"C","1317C","sslide","Description - Smear Slide","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/307/1317c/sslide_307_1317c.txt"
307,1317,"C","1317C","visual_core_descriptions/","Visual Core Descriptions - Sediment and Rock","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/307/1317c/visual_core_descriptions/"
307,1317,"D","1317D","carb","CHNS and Carbonate","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/307/1317d/carb_307_1317d.txt"
307,1317,"D","1317D","gas","Gas Elements","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/307/1317d/gas_307_1317d.txt"
307,1317,"D","1317D","gra","Gamma Ray Attenuation Bulk Density","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/307/1317d/gra_307_1317d.txt"
307,1317,"D","1317D","mad","Moisture & Density","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/307/1317d/mad_307_1317d.txt"
307,1317,"D","1317D","mscl","Magnetic Susceptibilty - Summary2","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/307/1317d/mscl_307_1317d.txt"
307,1317,"D","1317D","msl","Magnetic Susceptibilty - Detailed","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/307/1317d/msl_307_1317d.txt"
307,1317,"D","1317D","ngr","Natural Gamma Radiation","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/307/1317d/ngr_307_1317d.txt"
307,1317,"D","1317D","pws3","P-wave Velocity, Discrete3","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/307/1317d/pws3_307_1317d.txt"
307,1317,"D","1317D","rgb","RGB Channels","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/307/1317d/rgb_307_1317d.txt"
307,1317,"D","1317D","rsc","Color Reflectance","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/307/1317d/rsc_307_1317d.txt"
307,1317,"D","1317D","sslide","Description - Smear Slide","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/307/1317d/sslide_307_1317d.txt"
307,1317,"D","1317D","tcon","Thermal Conductivity","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/307/1317d/tcon_307_1317d.txt"
307,1317,"D","1317D","xrd","X-ray Diffraction - Summary","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/307/1317d/xrd_307_1317d.txt"
307,1317,"D","1317D","xrd_data_files","X-ray Diffraction - Data","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/307/1317d/xrd_307_1317d_files/"
307,1317,"E","1317E","gas","Gas Elements","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/307/1317e/gas_307_1317e.txt"
307,1317,"E","1317E","gra","Gamma Ray Attenuation Bulk Density","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/307/1317e/gra_307_1317e.txt"
307,1317,"E","1317E","iw","Interstitial Water","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/307/1317e/iw_307_1317e.txt"
307,1317,"E","1317E","mscl","Magnetic Susceptibilty - Summary2","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/307/1317e/mscl_307_1317e.txt"
307,1317,"E","1317E","msl","Magnetic Susceptibilty - Detailed","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/307/1317e/msl_307_1317e.txt"
307,1317,"E","1317E","ngr","Natural Gamma Radiation","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/307/1317e/ngr_307_1317e.txt"
307,1317,"E","1317E","pwl","P-wave Velocity Logger","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/307/1317e/pwl_307_1317e.txt"
307,1317,"E","1317E","visual_core_descriptions/","Visual Core Descriptions - Sediment and Rock","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/307/1317e/visual_core_descriptions/"
307,1318,"A","1318A","carb","CHNS and Carbonate","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/307/1318a/carb_307_1318a.txt"
307,1318,"A","1318A","gas","Gas Elements","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/307/1318a/gas_307_1318a.txt"
307,1318,"A","1318A","gra","Gamma Ray Attenuation Bulk Density","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/307/1318a/gra_307_1318a.txt"
307,1318,"A","1318A","iw","Interstitial Water","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/307/1318a/iw_307_1318a.txt"
307,1318,"A","1318A","mscl","Magnetic Susceptibilty - Summary2","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/307/1318a/mscl_307_1318a.txt"
307,1318,"A","1318A","msl","Magnetic Susceptibilty - Detailed","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/307/1318a/msl_307_1318a.txt"
307,1318,"A","1318A","ngr","Natural Gamma Radiation","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/307/1318a/ngr_307_1318a.txt"
307,1318,"A","1318A","pmag","Magnetic Remanence","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/307/1318a/pmag_307_1318a.txt"
307,1318,"A","1318A","pwl","P-wave Velocity Logger","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/307/1318a/pwl_307_1318a.txt"
307,1318,"A","1318A","pws3","P-wave Velocity, Discrete3","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/307/1318a/pws3_307_1318a.txt"
307,1318,"A","1318A","rgb","RGB Channels","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/307/1318a/rgb_307_1318a.txt"
307,1318,"A","1318A","rsc","Color Reflectance","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/307/1318a/rsc_307_1318a.txt"
307,1318,"A","1318A","sslide","Description - Smear Slide","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/307/1318a/sslide_307_1318a.txt"
307,1318,"A","1318A","tor","Vane Shear Strength (Torvane)","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/307/1318a/tor_307_1318a.txt"
307,1318,"A","1318A","xrd","X-ray Diffraction - Summary","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/307/1318a/xrd_307_1318a.txt"
307,1318,"B","1318B","carb","CHNS and Carbonate","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/307/1318b/carb_307_1318b.txt"
307,1318,"B","1318B","gas","Gas Elements","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/307/1318b/gas_307_1318b.txt"
307,1318,"B","1318B","gra","Gamma Ray Attenuation Bulk Density","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/307/1318b/gra_307_1318b.txt"
307,1318,"B","1318B","iw","Interstitial Water","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/307/1318b/iw_307_1318b.txt"
307,1318,"B","1318B","mscl","Magnetic Susceptibilty - Summary2","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/307/1318b/mscl_307_1318b.txt"
307,1318,"B","1318B","msl","Magnetic Susceptibilty - Detailed","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/307/1318b/msl_307_1318b.txt"
307,1318,"B","1318B","ngr","Natural Gamma Radiation","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/307/1318b/ngr_307_1318b.txt"
307,1318,"B","1318B","pmag","Magnetic Remanence","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/307/1318b/pmag_307_1318b.txt"
307,1318,"B","1318B","pwl","P-wave Velocity Logger","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/307/1318b/pwl_307_1318b.txt"
307,1318,"B","1318B","pws3","P-wave Velocity, Discrete3","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/307/1318b/pws3_307_1318b.txt"
307,1318,"B","1318B","rgb","RGB Channels","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/307/1318b/rgb_307_1318b.txt"
307,1318,"B","1318B","rsc","Color Reflectance","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/307/1318b/rsc_307_1318b.txt"
307,1318,"B","1318B","sslide","Description - Smear Slide","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/307/1318b/sslide_307_1318b.txt"
307,1318,"B","1318B","xrd","X-ray Diffraction - Summary","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/307/1318b/xrd_307_1318b.txt"
307,1318,"C","1318C","gra","Gamma Ray Attenuation Bulk Density","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/307/1318c/gra_307_1318c.txt"
307,1318,"C","1318C","mscl","Magnetic Susceptibilty - Summary2","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/307/1318c/mscl_307_1318c.txt"
307,1318,"C","1318C","msl","Magnetic Susceptibilty - Detailed","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/307/1318c/msl_307_1318c.txt"
307,1318,"C","1318C","ngr","Natural Gamma Radiation","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/307/1318c/ngr_307_1318c.txt"
307,1318,"C","1318C","pmag","Magnetic Remanence","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/307/1318c/pmag_307_1318c.txt"
307,1318,"C","1318C","pwl","P-wave Velocity Logger","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/307/1318c/pwl_307_1318c.txt"
307,1318,"C","1318C","pws3","P-wave Velocity, Discrete3","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/307/1318c/pws3_307_1318c.txt"
307,1318,"C","1318C","rgb","RGB Channels","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/307/1318c/rgb_307_1318c.txt"
307,1318,"C","1318C","rsc","Color Reflectance","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/307/1318c/rsc_307_1318c.txt"
307,1318,"C","1318C","sslide","Description - Smear Slide","https://www.ngdc.noaa.gov/mgg/geology/data/joides_resolution/307/1318c/sslide_307_1318c.txt"
