"leg_exp","site","variable","value","other","Pleistocene","Pliocene","Miocene","Oligocene","Eocene","Paleocene","Cretaceous","sort_old","crunch_old","all_ages2","Latitude_DD","Longitude_DD","program","repository"
"202","1242","Miocene","Miocene",NA,"Pleistocene","Pliocene","Miocene",NA,NA,NA,NA,NA,NA,"Pleistocene, Pliocene, Miocene",7.85586833333333,-83.6067,"ODP","GCR"
"203","1243","other","HARD ROCK","HARD ROCK",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",5.30090166666667,-110.07633,"ODP","GCR"
"204","1244","Pleistocene","Pleistocene",NA,"Pleistocene","Pliocene",NA,NA,NA,NA,NA,NA,NA,"Pleistocene, Pliocene",44.58617,-125.119861666667,"ODP","GCR"
"204","1244","Pliocene","Pliocene",NA,"Pleistocene","Pliocene",NA,NA,NA,NA,NA,NA,NA,"Pleistocene, Pliocene",44.58617,-125.119861666667,"ODP","GCR"
"204","1245","Pleistocene","Pleistocene",NA,"Pleistocene",NA,NA,NA,NA,NA,NA,NA,NA,"Pleistocene",44.5859783333333,-125.149091666667,"ODP","GCR"
"204","1246","Pleistocene","Pleistocene",NA,"Pleistocene",NA,NA,NA,NA,NA,NA,NA,NA,"Pleistocene",44.58607,-125.135666666667,"ODP","GCR"
"204","1247","Pleistocene","Pleistocene",NA,"Pleistocene",NA,NA,NA,NA,NA,NA,NA,NA,"Pleistocene",44.5776483333333,-125.151276666667,"ODP","GCR"
"204","1248","Pleistocene","Pleistocene",NA,"Pleistocene",NA,NA,NA,NA,NA,NA,NA,NA,"Pleistocene",44.5742316666667,-125.152498333333,"ODP","GCR"
"204","1249","Pleistocene","Pleistocene",NA,"Pleistocene",NA,NA,NA,NA,NA,NA,NA,NA,"Pleistocene",44.5702283333333,-125.14732,"ODP","GCR"
"204","1250","Pleistocene","Pleistocene",NA,"Pleistocene",NA,NA,NA,NA,NA,NA,NA,NA,"Pleistocene",44.5686233333333,-125.149868333333,"ODP","GCR"
"204","1251","Pliocene","Pliocene",NA,"Pleistocene","Pliocene",NA,NA,NA,NA,NA,NA,NA,"Pleistocene, Pliocene",44.5701483333333,-125.07419,"ODP","GCR"
"204","1251","Pleistocene","Pleistocene",NA,"Pleistocene","Pliocene",NA,NA,NA,NA,NA,NA,NA,"Pleistocene, Pliocene",44.5701483333333,-125.07419,"ODP","GCR"
"204","1252","Pleistocene","Pleistocene",NA,"Pleistocene","Pliocene",NA,NA,NA,NA,NA,NA,NA,"Pleistocene, Pliocene",44.5861183333333,-125.092818333333,"ODP","GCR"
"204","1252","Pliocene","Pliocene",NA,"Pleistocene","Pliocene",NA,NA,NA,NA,NA,NA,NA,"Pleistocene, Pliocene",44.5861183333333,-125.092818333333,"ODP","GCR"
"205","1253","Pliocene","Pliocene",NA,"Pleistocene","Pliocene","Miocene",NA,NA,NA,NA,NA,NA,"Pleistocene, Pliocene, Miocene",9.64763833333333,-86.1905616666667,"ODP","GCR"
"205","1253","Pleistocene","Pleistocene",NA,"Pleistocene","Pliocene","Miocene",NA,NA,NA,NA,NA,NA,"Pleistocene, Pliocene, Miocene",9.64763833333333,-86.1905616666667,"ODP","GCR"
"205","1253","Miocene","Miocene",NA,"Pleistocene","Pliocene","Miocene",NA,NA,NA,NA,NA,NA,"Pleistocene, Pliocene, Miocene",9.64763833333333,-86.1905616666667,"ODP","GCR"
"205","1254","Pleistocene","Pleistocene",NA,"Pleistocene",NA,NA,NA,NA,NA,NA,NA,NA,"Pleistocene",9.66197833333333,-86.17879,"ODP","GCR"
"205","1255","Miocene","Miocene",NA,"Pleistocene","Pliocene","Miocene",NA,NA,NA,NA,NA,NA,"Pleistocene, Pliocene, Miocene",9.65452666666667,-86.18582,"ODP","GCR"
"205","1255","Pliocene","Pliocene",NA,"Pleistocene","Pliocene","Miocene",NA,NA,NA,NA,NA,NA,"Pleistocene, Pliocene, Miocene",9.65452666666667,-86.18582,"ODP","GCR"
"205","1255","Pleistocene","Pleistocene",NA,"Pleistocene","Pliocene","Miocene",NA,NA,NA,NA,NA,NA,"Pleistocene, Pliocene, Miocene",9.65452666666667,-86.18582,"ODP","GCR"
"206","1256","Pleistocene","Pleistocene",NA,"Pleistocene","Pliocene","Miocene",NA,NA,NA,NA,NA,NA,"Pleistocene, Pliocene, Miocene",6.73605166666667,-91.9343533333333,"ODP","GCR"
"206","1256","Miocene","Miocene",NA,"Pleistocene","Pliocene","Miocene",NA,NA,NA,NA,NA,NA,"Pleistocene, Pliocene, Miocene",6.73605166666667,-91.9343533333333,"ODP","GCR"
"206","1256","Pliocene","Pliocene",NA,"Pleistocene","Pliocene","Miocene",NA,NA,NA,NA,NA,NA,"Pleistocene, Pliocene, Miocene",6.73605166666667,-91.9343533333333,"ODP","GCR"
"207","1257","Eocene","Eocene",NA,NA,NA,"Miocene","Oligocene","Eocene","Paleocene","Cretaceous",NA,NA,"Miocene, Oligocene, Eocene, Paleocene, Cretaceous",9.45364,-54.3417916666667,"ODP","BCR"
"207","1257","Miocene","Miocene",NA,NA,NA,"Miocene","Oligocene","Eocene","Paleocene","Cretaceous",NA,NA,"Miocene, Oligocene, Eocene, Paleocene, Cretaceous",9.45364,-54.3417916666667,"ODP","BCR"
"207","1257","Cretaceous","Cretaceous",NA,NA,NA,"Miocene","Oligocene","Eocene","Paleocene","Cretaceous",NA,NA,"Miocene, Oligocene, Eocene, Paleocene, Cretaceous",9.45364,-54.3417916666667,"ODP","BCR"
"207","1257","Oligocene","Oligocene",NA,NA,NA,"Miocene","Oligocene","Eocene","Paleocene","Cretaceous",NA,NA,"Miocene, Oligocene, Eocene, Paleocene, Cretaceous",9.45364,-54.3417916666667,"ODP","BCR"
"207","1257","Paleocene","Paleocene",NA,NA,NA,"Miocene","Oligocene","Eocene","Paleocene","Cretaceous",NA,NA,"Miocene, Oligocene, Eocene, Paleocene, Cretaceous",9.45364,-54.3417916666667,"ODP","BCR"
"207","1258","Miocene","Miocene",NA,NA,NA,"Miocene",NA,"Eocene","Paleocene","Cretaceous",NA,NA,"Miocene, Eocene, Paleocene, Cretaceous",9.43333833333333,-54.7330416666667,"ODP","BCR"
"207","1258","Paleocene","Paleocene",NA,NA,NA,"Miocene",NA,"Eocene","Paleocene","Cretaceous",NA,NA,"Miocene, Eocene, Paleocene, Cretaceous",9.43333833333333,-54.7330416666667,"ODP","BCR"
"207","1258","Cretaceous","Cretaceous",NA,NA,NA,"Miocene",NA,"Eocene","Paleocene","Cretaceous",NA,NA,"Miocene, Eocene, Paleocene, Cretaceous",9.43333833333333,-54.7330416666667,"ODP","BCR"
"207","1258","Eocene","Eocene",NA,NA,NA,"Miocene",NA,"Eocene","Paleocene","Cretaceous",NA,NA,"Miocene, Eocene, Paleocene, Cretaceous",9.43333833333333,-54.7330416666667,"ODP","BCR"
"207","1259","Paleocene","Paleocene",NA,NA,NA,"Miocene","Oligocene","Eocene","Paleocene","Cretaceous",NA,NA,"Miocene, Oligocene, Eocene, Paleocene, Cretaceous",9.29998166666667,-54.1999733333333,"ODP","BCR"
"207","1259","Cretaceous","Cretaceous",NA,NA,NA,"Miocene","Oligocene","Eocene","Paleocene","Cretaceous",NA,NA,"Miocene, Oligocene, Eocene, Paleocene, Cretaceous",9.29998166666667,-54.1999733333333,"ODP","BCR"
"207","1259","Miocene","Miocene",NA,NA,NA,"Miocene","Oligocene","Eocene","Paleocene","Cretaceous",NA,NA,"Miocene, Oligocene, Eocene, Paleocene, Cretaceous",9.29998166666667,-54.1999733333333,"ODP","BCR"
"207","1259","Eocene","Eocene",NA,NA,NA,"Miocene","Oligocene","Eocene","Paleocene","Cretaceous",NA,NA,"Miocene, Oligocene, Eocene, Paleocene, Cretaceous",9.29998166666667,-54.1999733333333,"ODP","BCR"
"207","1259","Oligocene","Oligocene",NA,NA,NA,"Miocene","Oligocene","Eocene","Paleocene","Cretaceous",NA,NA,"Miocene, Oligocene, Eocene, Paleocene, Cretaceous",9.29998166666667,-54.1999733333333,"ODP","BCR"
"207","1260","Oligocene","Oligocene",NA,"Pleistocene",NA,NA,"Oligocene","Eocene","Paleocene","Cretaceous",NA,NA,"Pleistocene, Oligocene, Eocene, Paleocene, Cretaceous",9.26551166666667,-54.5441966666667,"ODP","BCR"
"207","1260","Eocene","Eocene",NA,"Pleistocene",NA,NA,"Oligocene","Eocene","Paleocene","Cretaceous",NA,NA,"Pleistocene, Oligocene, Eocene, Paleocene, Cretaceous",9.26551166666667,-54.5441966666667,"ODP","BCR"
"207","1260","Cretaceous","Cretaceous",NA,"Pleistocene",NA,NA,"Oligocene","Eocene","Paleocene","Cretaceous",NA,NA,"Pleistocene, Oligocene, Eocene, Paleocene, Cretaceous",9.26551166666667,-54.5441966666667,"ODP","BCR"
"207","1260","Paleocene","Paleocene",NA,"Pleistocene",NA,NA,"Oligocene","Eocene","Paleocene","Cretaceous",NA,NA,"Pleistocene, Oligocene, Eocene, Paleocene, Cretaceous",9.26551166666667,-54.5441966666667,"ODP","BCR"
"207","1260","Pleistocene","Pleistocene",NA,"Pleistocene",NA,NA,"Oligocene","Eocene","Paleocene","Cretaceous",NA,NA,"Pleistocene, Oligocene, Eocene, Paleocene, Cretaceous",9.26551166666667,-54.5441966666667,"ODP","BCR"
"207","1261","Eocene","Eocene",NA,"Pleistocene","Pliocene","Miocene",NA,"Eocene","Paleocene","Cretaceous",NA,NA,"Pleistocene, Pliocene, Miocene, Eocene, Paleocene, Cretaceous",9.04861333333333,-54.3173066666667,"ODP","BCR"
"207","1261","Miocene","Miocene",NA,"Pleistocene","Pliocene","Miocene",NA,"Eocene","Paleocene","Cretaceous",NA,NA,"Pleistocene, Pliocene, Miocene, Eocene, Paleocene, Cretaceous",9.04861333333333,-54.3173066666667,"ODP","BCR"
"207","1261","Paleocene","Paleocene",NA,"Pleistocene","Pliocene","Miocene",NA,"Eocene","Paleocene","Cretaceous",NA,NA,"Pleistocene, Pliocene, Miocene, Eocene, Paleocene, Cretaceous",9.04861333333333,-54.3173066666667,"ODP","BCR"
"207","1261","Pliocene","Pliocene",NA,"Pleistocene","Pliocene","Miocene",NA,"Eocene","Paleocene","Cretaceous",NA,NA,"Pleistocene, Pliocene, Miocene, Eocene, Paleocene, Cretaceous",9.04861333333333,-54.3173066666667,"ODP","BCR"
"207","1261","Cretaceous","Cretaceous",NA,"Pleistocene","Pliocene","Miocene",NA,"Eocene","Paleocene","Cretaceous",NA,NA,"Pleistocene, Pliocene, Miocene, Eocene, Paleocene, Cretaceous",9.04861333333333,-54.3173066666667,"ODP","BCR"
"207","1261","Pleistocene","Pleistocene",NA,"Pleistocene","Pliocene","Miocene",NA,"Eocene","Paleocene","Cretaceous",NA,NA,"Pleistocene, Pliocene, Miocene, Eocene, Paleocene, Cretaceous",9.04861333333333,-54.3173066666667,"ODP","BCR"
"208","1262","Pliocene","Pliocene",NA,"Pleistocene","Pliocene","Miocene","Oligocene","Eocene","Paleocene","Cretaceous",NA,NA,"Pleistocene, Pliocene, Miocene, Oligocene, Eocene, Paleocene, Cretaceous",-27.1856516666667,1.57698833333333,"ODP","BCR"
"208","1262","Paleocene","Paleocene",NA,"Pleistocene","Pliocene","Miocene","Oligocene","Eocene","Paleocene","Cretaceous",NA,NA,"Pleistocene, Pliocene, Miocene, Oligocene, Eocene, Paleocene, Cretaceous",-27.1856516666667,1.57698833333333,"ODP","BCR"
"208","1262","Miocene","Miocene",NA,"Pleistocene","Pliocene","Miocene","Oligocene","Eocene","Paleocene","Cretaceous",NA,NA,"Pleistocene, Pliocene, Miocene, Oligocene, Eocene, Paleocene, Cretaceous",-27.1856516666667,1.57698833333333,"ODP","BCR"
"208","1262","Cretaceous","Cretaceous",NA,"Pleistocene","Pliocene","Miocene","Oligocene","Eocene","Paleocene","Cretaceous",NA,NA,"Pleistocene, Pliocene, Miocene, Oligocene, Eocene, Paleocene, Cretaceous",-27.1856516666667,1.57698833333333,"ODP","BCR"
"208","1262","Oligocene","Oligocene",NA,"Pleistocene","Pliocene","Miocene","Oligocene","Eocene","Paleocene","Cretaceous",NA,NA,"Pleistocene, Pliocene, Miocene, Oligocene, Eocene, Paleocene, Cretaceous",-27.1856516666667,1.57698833333333,"ODP","BCR"
"208","1262","Eocene","Eocene",NA,"Pleistocene","Pliocene","Miocene","Oligocene","Eocene","Paleocene","Cretaceous",NA,NA,"Pleistocene, Pliocene, Miocene, Oligocene, Eocene, Paleocene, Cretaceous",-27.1856516666667,1.57698833333333,"ODP","BCR"
"208","1262","Pleistocene","Pleistocene",NA,"Pleistocene","Pliocene","Miocene","Oligocene","Eocene","Paleocene","Cretaceous",NA,NA,"Pleistocene, Pliocene, Miocene, Oligocene, Eocene, Paleocene, Cretaceous",-27.1856516666667,1.57698833333333,"ODP","BCR"
"208","1263","Miocene","Miocene",NA,"Pleistocene","Pliocene","Miocene","Oligocene","Eocene","Paleocene",NA,NA,NA,"Pleistocene, Pliocene, Miocene, Oligocene, Eocene, Paleocene",-28.5330766666667,2.77963,"ODP","BCR"
"208","1263","Oligocene","Oligocene",NA,"Pleistocene","Pliocene","Miocene","Oligocene","Eocene","Paleocene",NA,NA,NA,"Pleistocene, Pliocene, Miocene, Oligocene, Eocene, Paleocene",-28.5330766666667,2.77963,"ODP","BCR"
"208","1263","Paleocene","Paleocene",NA,"Pleistocene","Pliocene","Miocene","Oligocene","Eocene","Paleocene",NA,NA,NA,"Pleistocene, Pliocene, Miocene, Oligocene, Eocene, Paleocene",-28.5330766666667,2.77963,"ODP","BCR"
"208","1263","Pleistocene","Pleistocene",NA,"Pleistocene","Pliocene","Miocene","Oligocene","Eocene","Paleocene",NA,NA,NA,"Pleistocene, Pliocene, Miocene, Oligocene, Eocene, Paleocene",-28.5330766666667,2.77963,"ODP","BCR"
"208","1263","Pliocene","Pliocene",NA,"Pleistocene","Pliocene","Miocene","Oligocene","Eocene","Paleocene",NA,NA,NA,"Pleistocene, Pliocene, Miocene, Oligocene, Eocene, Paleocene",-28.5330766666667,2.77963,"ODP","BCR"
"208","1263","Eocene","Eocene",NA,"Pleistocene","Pliocene","Miocene","Oligocene","Eocene","Paleocene",NA,NA,NA,"Pleistocene, Pliocene, Miocene, Oligocene, Eocene, Paleocene",-28.5330766666667,2.77963,"ODP","BCR"
"208","1264","Pliocene","Pliocene",NA,"Pleistocene","Pliocene","Miocene","Oligocene",NA,NA,NA,NA,NA,"Pleistocene, Pliocene, Miocene, Oligocene",-28.5322716666667,2.84545666666667,"ODP","BCR"
"208","1264","Pleistocene","Pleistocene",NA,"Pleistocene","Pliocene","Miocene","Oligocene",NA,NA,NA,NA,NA,"Pleistocene, Pliocene, Miocene, Oligocene",-28.5322716666667,2.84545666666667,"ODP","BCR"
"208","1264","Oligocene","Oligocene",NA,"Pleistocene","Pliocene","Miocene","Oligocene",NA,NA,NA,NA,NA,"Pleistocene, Pliocene, Miocene, Oligocene",-28.5322716666667,2.84545666666667,"ODP","BCR"
"208","1264","Miocene","Miocene",NA,"Pleistocene","Pliocene","Miocene","Oligocene",NA,NA,NA,NA,NA,"Pleistocene, Pliocene, Miocene, Oligocene",-28.5322716666667,2.84545666666667,"ODP","BCR"
"208","1265","Oligocene","Oligocene",NA,"Pleistocene","Pliocene","Miocene","Oligocene","Eocene","Paleocene",NA,NA,NA,"Pleistocene, Pliocene, Miocene, Oligocene, Eocene, Paleocene",-28.8350216666667,2.63911,"ODP","BCR"
"208","1265","Eocene","Eocene",NA,"Pleistocene","Pliocene","Miocene","Oligocene","Eocene","Paleocene",NA,NA,NA,"Pleistocene, Pliocene, Miocene, Oligocene, Eocene, Paleocene",-28.8350216666667,2.63911,"ODP","BCR"
"208","1265","Paleocene","Paleocene",NA,"Pleistocene","Pliocene","Miocene","Oligocene","Eocene","Paleocene",NA,NA,NA,"Pleistocene, Pliocene, Miocene, Oligocene, Eocene, Paleocene",-28.8350216666667,2.63911,"ODP","BCR"
"208","1265","Miocene","Miocene",NA,"Pleistocene","Pliocene","Miocene","Oligocene","Eocene","Paleocene",NA,NA,NA,"Pleistocene, Pliocene, Miocene, Oligocene, Eocene, Paleocene",-28.8350216666667,2.63911,"ODP","BCR"
"208","1265","Pliocene","Pliocene",NA,"Pleistocene","Pliocene","Miocene","Oligocene","Eocene","Paleocene",NA,NA,NA,"Pleistocene, Pliocene, Miocene, Oligocene, Eocene, Paleocene",-28.8350216666667,2.63911,"ODP","BCR"
"208","1265","Pleistocene","Pleistocene",NA,"Pleistocene","Pliocene","Miocene","Oligocene","Eocene","Paleocene",NA,NA,NA,"Pleistocene, Pliocene, Miocene, Oligocene, Eocene, Paleocene",-28.8350216666667,2.63911,"ODP","BCR"
"208","1266","Eocene","Eocene",NA,"Pleistocene","Pliocene","Miocene","Oligocene","Eocene","Paleocene",NA,NA,NA,"Pleistocene, Pliocene, Miocene, Oligocene, Eocene, Paleocene",-28.5423233333333,2.34348333333333,"ODP","BCR"
"208","1266","Paleocene","Paleocene",NA,"Pleistocene","Pliocene","Miocene","Oligocene","Eocene","Paleocene",NA,NA,NA,"Pleistocene, Pliocene, Miocene, Oligocene, Eocene, Paleocene",-28.5423233333333,2.34348333333333,"ODP","BCR"
"208","1266","Pliocene","Pliocene",NA,"Pleistocene","Pliocene","Miocene","Oligocene","Eocene","Paleocene",NA,NA,NA,"Pleistocene, Pliocene, Miocene, Oligocene, Eocene, Paleocene",-28.5423233333333,2.34348333333333,"ODP","BCR"
"208","1266","Pleistocene","Pleistocene",NA,"Pleistocene","Pliocene","Miocene","Oligocene","Eocene","Paleocene",NA,NA,NA,"Pleistocene, Pliocene, Miocene, Oligocene, Eocene, Paleocene",-28.5423233333333,2.34348333333333,"ODP","BCR"
"208","1266","Miocene","Miocene",NA,"Pleistocene","Pliocene","Miocene","Oligocene","Eocene","Paleocene",NA,NA,NA,"Pleistocene, Pliocene, Miocene, Oligocene, Eocene, Paleocene",-28.5423233333333,2.34348333333333,"ODP","BCR"
"208","1266","Oligocene","Oligocene",NA,"Pleistocene","Pliocene","Miocene","Oligocene","Eocene","Paleocene",NA,NA,NA,"Pleistocene, Pliocene, Miocene, Oligocene, Eocene, Paleocene",-28.5423233333333,2.34348333333333,"ODP","BCR"
"208","1267","Eocene","Eocene",NA,"Pleistocene","Pliocene","Miocene",NA,"Eocene","Paleocene","Cretaceous",NA,NA,"Pleistocene, Pliocene, Miocene, Eocene, Paleocene, Cretaceous",-28.0980083333333,1.71097666666667,"ODP","BCR"
"208","1267","Paleocene","Paleocene",NA,"Pleistocene","Pliocene","Miocene",NA,"Eocene","Paleocene","Cretaceous",NA,NA,"Pleistocene, Pliocene, Miocene, Eocene, Paleocene, Cretaceous",-28.0980083333333,1.71097666666667,"ODP","BCR"
"208","1267","Cretaceous","Cretaceous",NA,"Pleistocene","Pliocene","Miocene",NA,"Eocene","Paleocene","Cretaceous",NA,NA,"Pleistocene, Pliocene, Miocene, Eocene, Paleocene, Cretaceous",-28.0980083333333,1.71097666666667,"ODP","BCR"
"208","1267","Pleistocene","Pleistocene",NA,"Pleistocene","Pliocene","Miocene",NA,"Eocene","Paleocene","Cretaceous",NA,NA,"Pleistocene, Pliocene, Miocene, Eocene, Paleocene, Cretaceous",-28.0980083333333,1.71097666666667,"ODP","BCR"
"208","1267","Miocene","Miocene",NA,"Pleistocene","Pliocene","Miocene",NA,"Eocene","Paleocene","Cretaceous",NA,NA,"Pleistocene, Pliocene, Miocene, Eocene, Paleocene, Cretaceous",-28.0980083333333,1.71097666666667,"ODP","BCR"
"208","1267","Pliocene","Pliocene",NA,"Pleistocene","Pliocene","Miocene",NA,"Eocene","Paleocene","Cretaceous",NA,NA,"Pleistocene, Pliocene, Miocene, Eocene, Paleocene, Cretaceous",-28.0980083333333,1.71097666666667,"ODP","BCR"
"209","1268","other","HARD ROCK","HARD ROCK",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",14.84592,-45.0773483333333,"ODP","BCR"
"209","1269","other","HARD ROCK","HARD ROCK",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",14.93272,-45.0612233333333,"ODP","BCR"
"209","1270","other","HARD ROCK","HARD ROCK",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",14.7213916666667,-44.8848433333333,"ODP","BCR"
"209","1271","other","HARD ROCK","HARD ROCK",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",15.03648,-44.9485316666667,"ODP","BCR"
"209","1272","other","HARD ROCK","HARD ROCK",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",15.0944416666667,-44.9716716666667,"ODP","BCR"
"209","1273","other","HARD ROCK","HARD ROCK",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",15.4996483333333,-46.6812416666667,"ODP","BCR"
"209","1274","other","HARD ROCK","HARD ROCK",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",15.6477816666667,-46.6763733333333,"ODP","BCR"
"209","1275","other","HARD ROCK","HARD ROCK",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",15.7414866666667,-46.9035166666667,"ODP","BCR"
"21","203","Pliocene","Pliocene",NA,"Pleistocene","Pliocene",NA,NA,NA,NA,NA,NA,NA,"Pleistocene, Pliocene",-22.1537,-177.5462,"DSDP","KCC"
"21","203","Pleistocene","Pleistocene",NA,"Pleistocene","Pliocene",NA,NA,NA,NA,NA,NA,NA,"Pleistocene, Pliocene",-22.1537,-177.5462,"DSDP","KCC"
"21","204","Pleistocene","Pleistocene",NA,"Pleistocene",NA,"Miocene","Oligocene",NA,NA,"Cretaceous",NA,NA,"Pleistocene, Miocene, Oligocene, Cretaceous",-24.9545,-174.1115,"DSDP","GCR"
"21","204","Oligocene","Oligocene",NA,"Pleistocene",NA,"Miocene","Oligocene",NA,NA,"Cretaceous",NA,NA,"Pleistocene, Miocene, Oligocene, Cretaceous",-24.9545,-174.1115,"DSDP","GCR"
"21","204","Miocene","Miocene",NA,"Pleistocene",NA,"Miocene","Oligocene",NA,NA,"Cretaceous",NA,NA,"Pleistocene, Miocene, Oligocene, Cretaceous",-24.9545,-174.1115,"DSDP","GCR"
"21","204","Cretaceous","Cretaceous",NA,"Pleistocene",NA,"Miocene","Oligocene",NA,NA,"Cretaceous",NA,NA,"Pleistocene, Miocene, Oligocene, Cretaceous",-24.9545,-174.1115,"DSDP","GCR"
"21","205","Pliocene","Pliocene",NA,"Pleistocene","Pliocene","Miocene","Oligocene",NA,NA,NA,NA,NA,"Pleistocene, Pliocene, Miocene, Oligocene",-25.5165,177.8992,"DSDP","KCC"
"21","205","Oligocene","Oligocene",NA,"Pleistocene","Pliocene","Miocene","Oligocene",NA,NA,NA,NA,NA,"Pleistocene, Pliocene, Miocene, Oligocene",-25.5165,177.8992,"DSDP","KCC"
"21","205","Miocene","Miocene",NA,"Pleistocene","Pliocene","Miocene","Oligocene",NA,NA,NA,NA,NA,"Pleistocene, Pliocene, Miocene, Oligocene",-25.5165,177.8992,"DSDP","KCC"
"21","205","Pleistocene","Pleistocene",NA,"Pleistocene","Pliocene","Miocene","Oligocene",NA,NA,NA,NA,NA,"Pleistocene, Pliocene, Miocene, Oligocene",-25.5165,177.8992,"DSDP","KCC"
"21","206","Oligocene","Oligocene",NA,"Pleistocene","Pliocene","Miocene","Oligocene","Eocene","Paleocene",NA,NA,NA,"Pleistocene, Pliocene, Miocene, Oligocene, Eocene, Paleocene",-32.0125,165.4525,"DSDP","KCC"
"21","206","Miocene","Miocene",NA,"Pleistocene","Pliocene","Miocene","Oligocene","Eocene","Paleocene",NA,NA,NA,"Pleistocene, Pliocene, Miocene, Oligocene, Eocene, Paleocene",-32.0125,165.4525,"DSDP","KCC"
"21","206","Eocene","Eocene",NA,"Pleistocene","Pliocene","Miocene","Oligocene","Eocene","Paleocene",NA,NA,NA,"Pleistocene, Pliocene, Miocene, Oligocene, Eocene, Paleocene",-32.0125,165.4525,"DSDP","KCC"
"21","206","Paleocene","Paleocene",NA,"Pleistocene","Pliocene","Miocene","Oligocene","Eocene","Paleocene",NA,NA,NA,"Pleistocene, Pliocene, Miocene, Oligocene, Eocene, Paleocene",-32.0125,165.4525,"DSDP","KCC"
"21","206","Pliocene","Pliocene",NA,"Pleistocene","Pliocene","Miocene","Oligocene","Eocene","Paleocene",NA,NA,NA,"Pleistocene, Pliocene, Miocene, Oligocene, Eocene, Paleocene",-32.0125,165.4525,"DSDP","KCC"
"21","206","Pleistocene","Pleistocene",NA,"Pleistocene","Pliocene","Miocene","Oligocene","Eocene","Paleocene",NA,NA,NA,"Pleistocene, Pliocene, Miocene, Oligocene, Eocene, Paleocene",-32.0125,165.4525,"DSDP","KCC"
"21","207","Pliocene","Pliocene",NA,"Pleistocene","Pliocene","Miocene",NA,"Eocene","Paleocene",NA,NA,NA,"Pleistocene, Pliocene, Miocene, Eocene, Paleocene",-36.9625,165.4343,"DSDP","KCC"
"21","207","Miocene","Miocene",NA,"Pleistocene","Pliocene","Miocene",NA,"Eocene","Paleocene",NA,NA,NA,"Pleistocene, Pliocene, Miocene, Eocene, Paleocene",-36.9625,165.4343,"DSDP","KCC"
"21","207","Eocene","Eocene",NA,"Pleistocene","Pliocene","Miocene",NA,"Eocene","Paleocene",NA,NA,NA,"Pleistocene, Pliocene, Miocene, Eocene, Paleocene",-36.9625,165.4343,"DSDP","KCC"
"21","207","Pleistocene","Pleistocene",NA,"Pleistocene","Pliocene","Miocene",NA,"Eocene","Paleocene",NA,NA,NA,"Pleistocene, Pliocene, Miocene, Eocene, Paleocene",-36.9625,165.4343,"DSDP","KCC"
"21","207","Paleocene","Paleocene",NA,"Pleistocene","Pliocene","Miocene",NA,"Eocene","Paleocene",NA,NA,NA,"Pleistocene, Pliocene, Miocene, Eocene, Paleocene",-36.9625,165.4343,"DSDP","KCC"
"21","208","Eocene","Eocene",NA,"Pleistocene","Pliocene","Miocene","Oligocene","Eocene","Paleocene","Cretaceous",NA,NA,"Pleistocene, Pliocene, Miocene, Oligocene, Eocene, Paleocene, Cretaceous",-26.1102,161.2212,"DSDP","KCC"
"21","208","Miocene","Miocene",NA,"Pleistocene","Pliocene","Miocene","Oligocene","Eocene","Paleocene","Cretaceous",NA,NA,"Pleistocene, Pliocene, Miocene, Oligocene, Eocene, Paleocene, Cretaceous",-26.1102,161.2212,"DSDP","KCC"
"21","208","Cretaceous","Cretaceous",NA,"Pleistocene","Pliocene","Miocene","Oligocene","Eocene","Paleocene","Cretaceous",NA,NA,"Pleistocene, Pliocene, Miocene, Oligocene, Eocene, Paleocene, Cretaceous",-26.1102,161.2212,"DSDP","KCC"
"21","208","Paleocene","Paleocene",NA,"Pleistocene","Pliocene","Miocene","Oligocene","Eocene","Paleocene","Cretaceous",NA,NA,"Pleistocene, Pliocene, Miocene, Oligocene, Eocene, Paleocene, Cretaceous",-26.1102,161.2212,"DSDP","KCC"
"21","208","Pliocene","Pliocene",NA,"Pleistocene","Pliocene","Miocene","Oligocene","Eocene","Paleocene","Cretaceous",NA,NA,"Pleistocene, Pliocene, Miocene, Oligocene, Eocene, Paleocene, Cretaceous",-26.1102,161.2212,"DSDP","KCC"
"21","208","Oligocene","Oligocene",NA,"Pleistocene","Pliocene","Miocene","Oligocene","Eocene","Paleocene","Cretaceous",NA,NA,"Pleistocene, Pliocene, Miocene, Oligocene, Eocene, Paleocene, Cretaceous",-26.1102,161.2212,"DSDP","KCC"
"21","208","Pleistocene","Pleistocene",NA,"Pleistocene","Pliocene","Miocene","Oligocene","Eocene","Paleocene","Cretaceous",NA,NA,"Pleistocene, Pliocene, Miocene, Oligocene, Eocene, Paleocene, Cretaceous",-26.1102,161.2212,"DSDP","KCC"
"21","209","Oligocene","Oligocene",NA,"Pleistocene","Pliocene","Miocene","Oligocene","Eocene",NA,NA,NA,NA,"Pleistocene, Pliocene, Miocene, Oligocene, Eocene",-15.9365,152.1878,"DSDP","KCC"
