"Title","Keywords","Creator","Notes","Duration","Special","YouTube.Link","YouTube.Channel","Exp.or.Group"
"Day in the Life of a JR Scientist","Steel Beach","Lisa Strong",NA,"00:04:48",NA,"https://www.youtube.com/watch?v=Z1dkOUVjXkQ","OceanLeadership","354"
"Day on JOIDES","Life Boats","Lisa Strong",NA,"00:00:59",NA,"https://www.youtube.com/watch?v=O-r6jvw1N4M","OceanLeadership","330"
"Day on JOIDES","Marine Life","Lisa Strong",NA,"00:00:59",NA,"https://www.youtube.com/watch?v=O-r6jvw1N4M","OceanLeadership","330"
"Day on JOIDES","Labs","Lisa Strong",NA,"00:00:59",NA,"https://www.youtube.com/watch?v=O-r6jvw1N4M","OceanLeadership","330"
"Day on JOIDES","Ocean","Lisa Strong",NA,"00:00:59",NA,"https://www.youtube.com/watch?v=O-r6jvw1N4M","OceanLeadership","330"
"Day on JOIDES","Life at Sea","Lisa Strong",NA,"00:00:59",NA,"https://www.youtube.com/watch?v=O-r6jvw1N4M","OceanLeadership","330"
"Day on JOIDES","Drilling/Rigfloor","Lisa Strong",NA,"00:00:59",NA,"https://www.youtube.com/watch?v=O-r6jvw1N4M","OceanLeadership","330"
"Day on JOIDES","Catwalk","Lisa Strong",NA,"00:00:59",NA,"https://www.youtube.com/watch?v=O-r6jvw1N4M","OceanLeadership","330"
"Den of Lore 050 - Zealandia & EXP. 371 w Dr. Jerry Dickens","Science","Chris Zuger",NA,"02:27:03",NA,"https://www.youtube.com/watch?v=Vu3Fu1YAN1Y","Den of Lore","371"
"Den of Lore 050 - Zealandia & EXP. 371 w Dr. Jerry Dickens","Drilling/Rigfloor","Chris Zuger",NA,"02:27:03",NA,"https://www.youtube.com/watch?v=Vu3Fu1YAN1Y","Den of Lore","371"
"Den of Lore 050 - Zealandia & EXP. 371 w Dr. Jerry Dickens","Derrick","Chris Zuger",NA,"02:27:03",NA,"https://www.youtube.com/watch?v=Vu3Fu1YAN1Y","Den of Lore","371"
"Den of Lore 050 - Zealandia & EXP. 371 w Dr. Jerry Dickens","Labs","Chris Zuger",NA,"02:27:03",NA,"https://www.youtube.com/watch?v=Vu3Fu1YAN1Y","Den of Lore","371"
"Den of Lore 050 - Zealandia & EXP. 371 w Dr. Jerry Dickens","Interviews/Career Paths","Chris Zuger",NA,"02:27:03",NA,"https://www.youtube.com/watch?v=Vu3Fu1YAN1Y","Den of Lore","371"
"Den of Lore 050 - Zealandia & EXP. 371 w Dr. Jerry Dickens","Catwalk","Chris Zuger",NA,"02:27:03",NA,"https://www.youtube.com/watch?v=Vu3Fu1YAN1Y","Den of Lore","371"
"Departing for Aotearoa - New Zealand","Ocean",NA,NA,"00:00:57","tugboat","https://www.youtube.com/watch?v=tqZjL6mFgsQ","The JOIDES Resolution","372"
"Discovery on Deck: Ice Navigation","Bridge","Beth Doyle",NA,"00:05:06",NA,"https://www.youtube.com/watch?v=itZ0xrPvGjE","The JOIDES Resolution","400"
"Discovery on Deck: Ice Navigation","Interviews/Career Paths","Beth Doyle",NA,"00:05:06",NA,"https://www.youtube.com/watch?v=itZ0xrPvGjE","The JOIDES Resolution","400"
"Discovery on Deck: Ice Navigation","Ocean","Beth Doyle",NA,"00:05:06",NA,"https://www.youtube.com/watch?v=itZ0xrPvGjE","The JOIDES Resolution","400"
"Discovery on Deck: JR Baker Albert","Life at Sea",NA,NA,"00:01:51","galley","https://www.youtube.com/watch?v=qwerkZRQKfA","The JOIDES Resolution","400"
"Discovery on Deck: JR Baker Albert","Interviews/Career Paths",NA,NA,"00:01:51","galley","https://www.youtube.com/watch?v=qwerkZRQKfA","The JOIDES Resolution","400"
"Discovery on Deck: Protected Species Observer Watch","Helipad","Beth Doyle",NA,"00:04:29","VSI","https://www.youtube.com/watch?v=mnGhgqrdDf8","The JOIDES Resolution","400"
"Discovery on Deck: Protected Species Observer Watch","Ocean","Beth Doyle",NA,"00:04:29","VSI","https://www.youtube.com/watch?v=mnGhgqrdDf8","The JOIDES Resolution","400"
"Discovery on Deck: Protected Species Observer Watch","Science","Beth Doyle",NA,"00:04:29","VSI","https://www.youtube.com/watch?v=mnGhgqrdDf8","The JOIDES Resolution","400"
"Discovery on Deck: Protected Species Observer Watch","Marine Life","Beth Doyle",NA,"00:04:29","VSI","https://www.youtube.com/watch?v=mnGhgqrdDf8","The JOIDES Resolution","400"
"Discovery on Deck: Protected Species Observer Watch","Derrick","Beth Doyle",NA,"00:04:29","VSI","https://www.youtube.com/watch?v=mnGhgqrdDf8","The JOIDES Resolution","400"
"Documenting a Drill Core","Labs",NA,NA,"00:00:27",NA,"https://www.youtube.com/watch?v=0rS4CzX5vmA","Columbia Climate School","383"
"Dolphins","Marine Life",NA,NA,"00:01:19",NA,"https://www.youtube.com/watch?v=bd-H7nPaz0M","The JOIDES Resolution","375"
"Dolphins","Ocean",NA,NA,"00:01:19",NA,"https://www.youtube.com/watch?v=bd-H7nPaz0M","The JOIDES Resolution","375"
"Downhole Logging on the JOIDES Resolution","Logging","Thanos Fatouros",NA,"00:06:32",NA,"https://www.youtube.com/watch?v=0qjOKKj35-k","OceanLeadership","344"
"Downhole Logging on the JOIDES Resolution","Science","Thanos Fatouros",NA,"00:06:32",NA,"https://www.youtube.com/watch?v=0qjOKKj35-k","OceanLeadership","344"
"Downhole Logging on the JOIDES Resolution","Interviews/Career Paths","Thanos Fatouros",NA,"00:06:32",NA,"https://www.youtube.com/watch?v=0qjOKKj35-k","OceanLeadership","344"
"Dr Joyeeta Bhattacharya: Past Climate Researcher","Labs",NA,NA,"00:02:44",NA,"https://www.youtube.com/watch?v=Pl15P7stxPY","The JOIDES Resolution","General"
"Dr Joyeeta Bhattacharya: Past Climate Researcher","Gangway/Pier",NA,NA,"00:02:44",NA,"https://www.youtube.com/watch?v=Pl15P7stxPY","The JOIDES Resolution","General"
"Dr Joyeeta Bhattacharya: Past Climate Researcher","Ocean",NA,NA,"00:02:44",NA,"https://www.youtube.com/watch?v=Pl15P7stxPY","The JOIDES Resolution","General"
"Dr Joyeeta Bhattacharya: Past Climate Researcher","Interviews/Career Paths",NA,NA,"00:02:44",NA,"https://www.youtube.com/watch?v=Pl15P7stxPY","The JOIDES Resolution","General"
"Dr Joyeeta Bhattacharya: Past Climate Researcher","Catwalk",NA,NA,"00:02:44",NA,"https://www.youtube.com/watch?v=Pl15P7stxPY","The JOIDES Resolution","General"
"Dr Joyeeta Bhattacharya: Past Climate Researcher","Steel Beach",NA,NA,"00:02:44",NA,"https://www.youtube.com/watch?v=Pl15P7stxPY","The JOIDES Resolution","General"
"Dr Joyeeta Bhattacharya: Past Climate Researcher","Helipad",NA,NA,"00:02:44",NA,"https://www.youtube.com/watch?v=Pl15P7stxPY","The JOIDES Resolution","General"
"Dr Joyeeta Bhattacharya: Past Climate Researcher","Derrick",NA,NA,"00:02:44",NA,"https://www.youtube.com/watch?v=Pl15P7stxPY","The JOIDES Resolution","General"
"Dramatic squid footage from the JOIDES Resolution's underwater camera","Marine Life",NA,NA,"00:01:14","VIT","https://www.youtube.com/watch?v=vI9uD6UASkQ","The JOIDES Resolution","375"
"Drill Bits with Bubba Attryde","Interviews/Career Paths","Sian Proctor",NA,"00:03:49",NA,"https://www.youtube.com/watch?v=NWAPC2ppQ9A","Dr. Sian Proctor","383"
"Drill rig floor with Toolpusher Bubba Attryide","Drilling/Rigfloor","Sian Proctor",NA,"00:02:19",NA,"https://www.youtube.com/watch?v=gYH7lG-bVUw","Dr. Sian Proctor","383"
"Drill rig floor with Toolpusher Bubba Attryide","Interviews/Career Paths","Sian Proctor",NA,"00:02:19",NA,"https://www.youtube.com/watch?v=gYH7lG-bVUw","Dr. Sian Proctor","383"
"Drilling 101-Expedition 371 Tasman Sea Frontier","Science","Adam Kurtz",NA,"00:04:58","VIT","https://www.youtube.com/watch?v=_Q8-EOaOYIg","The JOIDES Resolution","371"
"Drilling 101-Expedition 371 Tasman Sea Frontier","Interviews/Career Paths","Adam Kurtz",NA,"00:04:58","VIT","https://www.youtube.com/watch?v=_Q8-EOaOYIg","The JOIDES Resolution","371"
"Drilling 101-Expedition 371 Tasman Sea Frontier","Labs","Adam Kurtz",NA,"00:04:58","VIT","https://www.youtube.com/watch?v=_Q8-EOaOYIg","The JOIDES Resolution","371"
"Drilling 101-Expedition 371 Tasman Sea Frontier","Derrick","Adam Kurtz",NA,"00:04:58","VIT","https://www.youtube.com/watch?v=_Q8-EOaOYIg","The JOIDES Resolution","371"
"Drilling 101-Expedition 371 Tasman Sea Frontier","Catwalk","Adam Kurtz",NA,"00:04:58","VIT","https://www.youtube.com/watch?v=_Q8-EOaOYIg","The JOIDES Resolution","371"
"Drilling for DNA","Science","Lee Stevens",NA,"00:02:41",NA,"https://www.youtube.com/watch?v=j23I1Quv0nM","The JOIDES Resolution","382"
"Drilling for DNA","Labs","Lee Stevens",NA,"00:02:41",NA,"https://www.youtube.com/watch?v=j23I1Quv0nM","The JOIDES Resolution","382"
"Drilling for DNA","Catwalk","Lee Stevens",NA,"00:02:41",NA,"https://www.youtube.com/watch?v=j23I1Quv0nM","The JOIDES Resolution","382"
"Drilling for DNA","Interviews/Career Paths","Lee Stevens",NA,"00:02:41",NA,"https://www.youtube.com/watch?v=j23I1Quv0nM","The JOIDES Resolution","382"
"Drone video of the RV Joides Resolution","Derrick",NA,NA,"00:00:38",NA,"https://www.youtube.com/watch?v=QOMkvE4iKHQ","Columbia Climate School","383"
"Drone video of the RV Joides Resolution","Ocean",NA,NA,"00:00:38",NA,"https://www.youtube.com/watch?v=QOMkvE4iKHQ","Columbia Climate School","383"
"Dropping the re-entry cone through the moon pool","Moonpool",NA,NA,"00:01:06","FFF","https://www.youtube.com/watch?v=9N2tIUxOwv8","OceanLeadership","336"
"Educators_on_the_JR","Marine Life","Ocean Leadership",NA,"00:06:30",NA,"https://www.youtube.com/watch?v=PJTmfh7IWW0","OceanLeadership","Educators"
"Educators_on_the_JR","Labs","Ocean Leadership",NA,"00:06:30",NA,"https://www.youtube.com/watch?v=PJTmfh7IWW0","OceanLeadership","Educators"
"Educators_on_the_JR","Gangway/Pier","Ocean Leadership",NA,"00:06:30",NA,"https://www.youtube.com/watch?v=PJTmfh7IWW0","OceanLeadership","Educators"
"Educators_on_the_JR","Core Splitting","Ocean Leadership",NA,"00:06:30",NA,"https://www.youtube.com/watch?v=PJTmfh7IWW0","OceanLeadership","Educators"
"Educators_on_the_JR","Moonpool","Ocean Leadership",NA,"00:06:30",NA,"https://www.youtube.com/watch?v=PJTmfh7IWW0","OceanLeadership","Educators"
"Educators_on_the_JR","Steel Beach","Ocean Leadership",NA,"00:06:30",NA,"https://www.youtube.com/watch?v=PJTmfh7IWW0","OceanLeadership","Educators"
"Educators_on_the_JR","Bridge","Ocean Leadership",NA,"00:06:30",NA,"https://www.youtube.com/watch?v=PJTmfh7IWW0","OceanLeadership","Educators"
"Educators_on_the_JR","Science","Ocean Leadership",NA,"00:06:30",NA,"https://www.youtube.com/watch?v=PJTmfh7IWW0","OceanLeadership","Educators"
"Educators_on_the_JR","Catwalk","Ocean Leadership",NA,"00:06:30",NA,"https://www.youtube.com/watch?v=PJTmfh7IWW0","OceanLeadership","Educators"
"Educators_on_the_JR","Interviews/Career Paths","Ocean Leadership",NA,"00:06:30",NA,"https://www.youtube.com/watch?v=PJTmfh7IWW0","OceanLeadership","Educators"
"Educators_on_the_JR","Derrick","Ocean Leadership",NA,"00:06:30",NA,"https://www.youtube.com/watch?v=PJTmfh7IWW0","OceanLeadership","Educators"
"Educators_on_the_JR","Drilling/Rigfloor","Ocean Leadership",NA,"00:06:30",NA,"https://www.youtube.com/watch?v=PJTmfh7IWW0","OceanLeadership","Educators"
"Educators_on_the_JR","Helipad","Ocean Leadership",NA,"00:06:30",NA,"https://www.youtube.com/watch?v=PJTmfh7IWW0","OceanLeadership","Educators"
"Educators_on_the_JR","Life at Sea","Ocean Leadership",NA,"00:06:30",NA,"https://www.youtube.com/watch?v=PJTmfh7IWW0","OceanLeadership","Educators"
"Educators_on_the_JR","Ocean","Ocean Leadership",NA,"00:06:30",NA,"https://www.youtube.com/watch?v=PJTmfh7IWW0","OceanLeadership","Educators"
"End of the Expedition Interview - Educator at Sea","Steel Beach","Julie Pollard",NA,"00:03:00",NA,"https://www.youtube.com/watch?v=nvBQfol_qcc","OceanLeadership","317"
"End of the Expedition Interview - Educator at Sea","Ocean","Julie Pollard",NA,"00:03:00",NA,"https://www.youtube.com/watch?v=nvBQfol_qcc","OceanLeadership","317"
"End of the Expedition Interview - Educator at Sea","Labs","Julie Pollard",NA,"00:03:00",NA,"https://www.youtube.com/watch?v=nvBQfol_qcc","OceanLeadership","317"
"End of the Expedition Interview - Educator at Sea","Catwalk","Julie Pollard",NA,"00:03:00",NA,"https://www.youtube.com/watch?v=nvBQfol_qcc","OceanLeadership","317"
"End of the Expedition Interview - Educator at Sea","Interviews/Career Paths","Julie Pollard",NA,"00:03:00",NA,"https://www.youtube.com/watch?v=nvBQfol_qcc","OceanLeadership","317"
"End of the Expedition Interview - Educator at Sea","Life at Sea","Julie Pollard",NA,"00:03:00",NA,"https://www.youtube.com/watch?v=nvBQfol_qcc","OceanLeadership","317"
"Eocene Invasion Ambulocetus","Life Boats","Dan Brinkhuis",NA,"00:01:13","Eocene Invasion","https://www.youtube.com/watch?v=x8M2avgGxP0","OceanLeadership","342"
"Eocene Invasion Darwinius","Labs","Dan Brinkhuis",NA,"00:01:19","Eocene Invasion","https://www.youtube.com/watch?v=wOXIRZY4ASI","OceanLeadership","342"
"Eocene Invasion Hyracotherium","Science","Dan Brinkhuis",NA,"00:01:22","Eocene Invasion","https://www.youtube.com/watch?v=qxWVHd4lMYI","OceanLeadership","342"
"Eocene Invasion Hyracotherium","Labs","Dan Brinkhuis",NA,"00:01:22","Eocene Invasion","https://www.youtube.com/watch?v=qxWVHd4lMYI","OceanLeadership","342"
"Eocene Invasion Welcome to the JR!","Drilling/Rigfloor","Dan Brinkhuis",NA,"00:01:22","Eocene Invasion","https://www.youtube.com/watch?v=xxKBFRAyI8s","OceanLeadership","342"
"Eocene Invasion Welcome to the JR!","Bridge","Dan Brinkhuis",NA,"00:01:22","Eocene Invasion","https://www.youtube.com/watch?v=xxKBFRAyI8s","OceanLeadership","342"
"Eocene Invasion Welcome to the JR!","Labs","Dan Brinkhuis",NA,"00:01:22","Eocene Invasion","https://www.youtube.com/watch?v=xxKBFRAyI8s","OceanLeadership","342"
"Eocene Invasion Welcome to the JR!","Derrick","Dan Brinkhuis",NA,"00:01:22","Eocene Invasion","https://www.youtube.com/watch?v=xxKBFRAyI8s","OceanLeadership","342"
"Episode 1 Reaching the mid-Miocene","Life Boats","Kim Kenny",NA,"00:03:32",NA,"https://www.youtube.com/watch?v=RwHppZGfhVc","The JOIDES Resolution","374"
"Episode 1 Reaching the mid-Miocene","Derrick","Kim Kenny",NA,"00:03:32",NA,"https://www.youtube.com/watch?v=RwHppZGfhVc","The JOIDES Resolution","374"
"Episode 1 Reaching the mid-Miocene","Interviews/Career Paths","Kim Kenny",NA,"00:03:32",NA,"https://www.youtube.com/watch?v=RwHppZGfhVc","The JOIDES Resolution","374"
"Episode 1 Reaching the mid-Miocene","Catwalk","Kim Kenny",NA,"00:03:32",NA,"https://www.youtube.com/watch?v=RwHppZGfhVc","The JOIDES Resolution","374"
"Episode 1 Reaching the mid-Miocene","Ocean","Kim Kenny",NA,"00:03:32",NA,"https://www.youtube.com/watch?v=RwHppZGfhVc","The JOIDES Resolution","374"
"Episode 1 Reaching the mid-Miocene","Life at Sea","Kim Kenny",NA,"00:03:32",NA,"https://www.youtube.com/watch?v=RwHppZGfhVc","The JOIDES Resolution","374"
"Episode 1 Reaching the mid-Miocene","Drilling/Rigfloor","Kim Kenny",NA,"00:03:32",NA,"https://www.youtube.com/watch?v=RwHppZGfhVc","The JOIDES Resolution","374"
"Episode 1 Reaching the mid-Miocene","Steel Beach","Kim Kenny",NA,"00:03:32",NA,"https://www.youtube.com/watch?v=RwHppZGfhVc","The JOIDES Resolution","374"
"Episode 1 Reaching the mid-Miocene","Science","Kim Kenny",NA,"00:03:32",NA,"https://www.youtube.com/watch?v=RwHppZGfhVc","The JOIDES Resolution","374"
"Episode 1 Reaching the mid-Miocene","Gangway/Pier","Kim Kenny",NA,"00:03:32",NA,"https://www.youtube.com/watch?v=RwHppZGfhVc","The JOIDES Resolution","374"
"Episode 1 Reaching the mid-Miocene","Labs","Kim Kenny",NA,"00:03:32",NA,"https://www.youtube.com/watch?v=RwHppZGfhVc","The JOIDES Resolution","374"
"Episode 2 Birth of the West Antarctic Ice Sheet","Marine Life","Kim Kenny",NA,"00:05:15","VIT","https://www.youtube.com/watch?v=DFNab9c8Vrw","The JOIDES Resolution","374"
"Episode 2 Birth of the West Antarctic Ice Sheet","Core Splitting","Kim Kenny",NA,"00:05:15","VIT","https://www.youtube.com/watch?v=DFNab9c8Vrw","The JOIDES Resolution","374"
"Episode 2 Birth of the West Antarctic Ice Sheet","Ocean","Kim Kenny",NA,"00:05:15","VIT","https://www.youtube.com/watch?v=DFNab9c8Vrw","The JOIDES Resolution","374"
"Episode 2 Birth of the West Antarctic Ice Sheet","Labs","Kim Kenny",NA,"00:05:15","VIT","https://www.youtube.com/watch?v=DFNab9c8Vrw","The JOIDES Resolution","374"
"Episode 2 Birth of the West Antarctic Ice Sheet","Derrick","Kim Kenny",NA,"00:05:15","VIT","https://www.youtube.com/watch?v=DFNab9c8Vrw","The JOIDES Resolution","374"
"Episode 2 Birth of the West Antarctic Ice Sheet","Catwalk","Kim Kenny",NA,"00:05:15","VIT","https://www.youtube.com/watch?v=DFNab9c8Vrw","The JOIDES Resolution","374"
"Episode 2 Birth of the West Antarctic Ice Sheet","Moonpool","Kim Kenny",NA,"00:05:15","VIT","https://www.youtube.com/watch?v=DFNab9c8Vrw","The JOIDES Resolution","374"
"Episode 2 Birth of the West Antarctic Ice Sheet","Interviews/Career Paths","Kim Kenny",NA,"00:05:15","VIT","https://www.youtube.com/watch?v=DFNab9c8Vrw","The JOIDES Resolution","374"
"Episode 2 Birth of the West Antarctic Ice Sheet","Logging","Kim Kenny",NA,"00:05:15","VIT","https://www.youtube.com/watch?v=DFNab9c8Vrw","The JOIDES Resolution","374"
"Episode 2 Birth of the West Antarctic Ice Sheet","Drilling/Rigfloor","Kim Kenny",NA,"00:05:15","VIT","https://www.youtube.com/watch?v=DFNab9c8Vrw","The JOIDES Resolution","374"
"Episode 2 Birth of the West Antarctic Ice Sheet","Science","Kim Kenny",NA,"00:05:15","VIT","https://www.youtube.com/watch?v=DFNab9c8Vrw","The JOIDES Resolution","374"
"Episode FIVE - IODP 342 Newfoundland","Drilling/Rigfloor","Dan Brinkhuis",NA,"00:11:17","Eocene Invasion","https://www.youtube.com/watch?v=eudbroUnSPs","OceanLeadership","342"
"Episode FIVE - IODP 342 Newfoundland","Catwalk","Dan Brinkhuis",NA,"00:11:17","Eocene Invasion","https://www.youtube.com/watch?v=eudbroUnSPs","OceanLeadership","342"
"Episode FIVE - IODP 342 Newfoundland","Core Splitting","Dan Brinkhuis",NA,"00:11:17","Eocene Invasion","https://www.youtube.com/watch?v=eudbroUnSPs","OceanLeadership","342"
"Episode FIVE - IODP 342 Newfoundland","Labs","Dan Brinkhuis",NA,"00:11:17","Eocene Invasion","https://www.youtube.com/watch?v=eudbroUnSPs","OceanLeadership","342"
"Episode FIVE - IODP 342 Newfoundland","Science","Dan Brinkhuis",NA,"00:11:17","Eocene Invasion","https://www.youtube.com/watch?v=eudbroUnSPs","OceanLeadership","342"
"Episode FIVE - IODP 342 Newfoundland","Interviews/Career Paths","Dan Brinkhuis",NA,"00:11:17","Eocene Invasion","https://www.youtube.com/watch?v=eudbroUnSPs","OceanLeadership","342"
"Episode FIVE - IODP 342 Newfoundland","Derrick","Dan Brinkhuis",NA,"00:11:17","Eocene Invasion","https://www.youtube.com/watch?v=eudbroUnSPs","OceanLeadership","342"
"Episode FIVE - IODP 342 Newfoundland","Life at Sea","Dan Brinkhuis",NA,"00:11:17","Eocene Invasion","https://www.youtube.com/watch?v=eudbroUnSPs","OceanLeadership","342"
"Episode FOUR - IODP 342 Newfoundland","Derrick","Dan Brinkhuis",NA,"00:11:03","Eocene Invasion","https://www.youtube.com/watch?v=dp8pez3PLQ4","OceanLeadership","342"
"Episode FOUR - IODP 342 Newfoundland","Drilling/Rigfloor","Dan Brinkhuis",NA,"00:11:03","Eocene Invasion","https://www.youtube.com/watch?v=dp8pez3PLQ4","OceanLeadership","342"
"Episode FOUR - IODP 342 Newfoundland","Core Splitting","Dan Brinkhuis",NA,"00:11:03","Eocene Invasion","https://www.youtube.com/watch?v=dp8pez3PLQ4","OceanLeadership","342"
"Episode FOUR - IODP 342 Newfoundland","Interviews/Career Paths","Dan Brinkhuis",NA,"00:11:03","Eocene Invasion","https://www.youtube.com/watch?v=dp8pez3PLQ4","OceanLeadership","342"
"Episode FOUR - IODP 342 Newfoundland","Life Boats","Dan Brinkhuis",NA,"00:11:03","Eocene Invasion","https://www.youtube.com/watch?v=dp8pez3PLQ4","OceanLeadership","342"
"Episode FOUR - IODP 342 Newfoundland","Labs","Dan Brinkhuis",NA,"00:11:03","Eocene Invasion","https://www.youtube.com/watch?v=dp8pez3PLQ4","OceanLeadership","342"
"Episode FOUR - IODP 342 Newfoundland","Ocean","Dan Brinkhuis",NA,"00:11:03","Eocene Invasion","https://www.youtube.com/watch?v=dp8pez3PLQ4","OceanLeadership","342"
"Episode FOUR - IODP 342 Newfoundland","Catwalk","Dan Brinkhuis",NA,"00:11:03","Eocene Invasion","https://www.youtube.com/watch?v=dp8pez3PLQ4","OceanLeadership","342"
"Episode FOUR - IODP 342 Newfoundland","Helipad","Dan Brinkhuis",NA,"00:11:03","Eocene Invasion","https://www.youtube.com/watch?v=dp8pez3PLQ4","OceanLeadership","342"
"Episode FOUR - IODP 342 Newfoundland","Science","Dan Brinkhuis",NA,"00:11:03","Eocene Invasion","https://www.youtube.com/watch?v=dp8pez3PLQ4","OceanLeadership","342"
"Episode FOUR - IODP 342 Newfoundland","Bridge","Dan Brinkhuis",NA,"00:11:03","Eocene Invasion","https://www.youtube.com/watch?v=dp8pez3PLQ4","OceanLeadership","342"
"Episode ONE - IODP 342 Newfoundland","Bridge","Dan Brinkhuis",NA,"00:09:41","Eocene Invasion","https://www.youtube.com/watch?v=jWO6LnsGj1s","OceanLeadership","342"
"Episode ONE - IODP 342 Newfoundland","Thrusters/DP","Dan Brinkhuis",NA,"00:09:41","Eocene Invasion","https://www.youtube.com/watch?v=jWO6LnsGj1s","OceanLeadership","342"
"Episode ONE - IODP 342 Newfoundland","Drilling/Rigfloor","Dan Brinkhuis",NA,"00:09:41","Eocene Invasion","https://www.youtube.com/watch?v=jWO6LnsGj1s","OceanLeadership","342"
"Episode ONE - IODP 342 Newfoundland","Interviews/Career Paths","Dan Brinkhuis",NA,"00:09:41","Eocene Invasion","https://www.youtube.com/watch?v=jWO6LnsGj1s","OceanLeadership","342"
"Episode ONE - IODP 342 Newfoundland","Ocean","Dan Brinkhuis",NA,"00:09:41","Eocene Invasion","https://www.youtube.com/watch?v=jWO6LnsGj1s","OceanLeadership","342"
"Episode ONE - IODP 342 Newfoundland","Derrick","Dan Brinkhuis",NA,"00:09:41","Eocene Invasion","https://www.youtube.com/watch?v=jWO6LnsGj1s","OceanLeadership","342"
"Episode ONE - IODP 342 Newfoundland","Steel Beach","Dan Brinkhuis",NA,"00:09:41","Eocene Invasion","https://www.youtube.com/watch?v=jWO6LnsGj1s","OceanLeadership","342"
"Episode ONE - IODP 342 Newfoundland","Labs","Dan Brinkhuis",NA,"00:09:41","Eocene Invasion","https://www.youtube.com/watch?v=jWO6LnsGj1s","OceanLeadership","342"
"Episode ONE - IODP 342 Newfoundland","Gangway/Pier","Dan Brinkhuis",NA,"00:09:41","Eocene Invasion","https://www.youtube.com/watch?v=jWO6LnsGj1s","OceanLeadership","342"
"Episode ONE - IODP 342 Newfoundland","Marine Life","Dan Brinkhuis",NA,"00:09:41","Eocene Invasion","https://www.youtube.com/watch?v=jWO6LnsGj1s","OceanLeadership","342"
"Episode ONE - IODP 342 Newfoundland","Life Boats","Dan Brinkhuis",NA,"00:09:41","Eocene Invasion","https://www.youtube.com/watch?v=jWO6LnsGj1s","OceanLeadership","342"
"Episode ONE - IODP 342 Newfoundland","Science","Dan Brinkhuis",NA,"00:09:41","Eocene Invasion","https://www.youtube.com/watch?v=jWO6LnsGj1s","OceanLeadership","342"
"Episode SEVEN - IODP 342 Newfoundland","Gangway/Pier","Dan Brinkhuis",NA,"00:07:54","BCR","https://www.youtube.com/watch?v=J0r2u5xdS7E","OceanLeadership","342"
"Episode SEVEN - IODP 342 Newfoundland","Ocean","Dan Brinkhuis",NA,"00:07:54","BCR","https://www.youtube.com/watch?v=J0r2u5xdS7E","OceanLeadership","342"
"Episode SEVEN - IODP 342 Newfoundland","Labs","Dan Brinkhuis",NA,"00:07:54","BCR","https://www.youtube.com/watch?v=J0r2u5xdS7E","OceanLeadership","342"
"Episode SEVEN - IODP 342 Newfoundland","Interviews/Career Paths","Dan Brinkhuis",NA,"00:07:54","BCR","https://www.youtube.com/watch?v=J0r2u5xdS7E","OceanLeadership","342"
"Episode SEVEN - IODP 342 Newfoundland","Drilling/Rigfloor","Dan Brinkhuis",NA,"00:07:54","BCR","https://www.youtube.com/watch?v=J0r2u5xdS7E","OceanLeadership","342"
"Episode SEVEN - IODP 342 Newfoundland","Reefer","Dan Brinkhuis",NA,"00:07:54","BCR","https://www.youtube.com/watch?v=J0r2u5xdS7E","OceanLeadership","342"
"Episode SEVEN - IODP 342 Newfoundland","Catwalk","Dan Brinkhuis",NA,"00:07:54","BCR","https://www.youtube.com/watch?v=J0r2u5xdS7E","OceanLeadership","342"
"Episode SEVEN - IODP 342 Newfoundland","Derrick","Dan Brinkhuis",NA,"00:07:54","BCR","https://www.youtube.com/watch?v=J0r2u5xdS7E","OceanLeadership","342"
"Episode SEVEN - IODP 342 Newfoundland","Science","Dan Brinkhuis",NA,"00:07:54","BCR","https://www.youtube.com/watch?v=J0r2u5xdS7E","OceanLeadership","342"
"Episode SEVEN - IODP 342 Newfoundland","Core Splitting","Dan Brinkhuis",NA,"00:07:54","BCR","https://www.youtube.com/watch?v=J0r2u5xdS7E","OceanLeadership","342"
"Episode SIX - IODP Exp 342 Newfoundland","Ocean","Dan Brinkhuis",NA,"00:10:06",NA,"https://www.youtube.com/watch?v=bWOOoqN0Ec8","OceanLeadership","342"
"Episode SIX - IODP Exp 342 Newfoundland","Science","Dan Brinkhuis",NA,"00:10:06",NA,"https://www.youtube.com/watch?v=bWOOoqN0Ec8","OceanLeadership","342"
"Episode SIX - IODP Exp 342 Newfoundland","Labs","Dan Brinkhuis",NA,"00:10:06",NA,"https://www.youtube.com/watch?v=bWOOoqN0Ec8","OceanLeadership","342"
"Episode SIX - IODP Exp 342 Newfoundland","Drilling/Rigfloor","Dan Brinkhuis",NA,"00:10:06",NA,"https://www.youtube.com/watch?v=bWOOoqN0Ec8","OceanLeadership","342"
"Episode SIX - IODP Exp 342 Newfoundland","Steel Beach","Dan Brinkhuis",NA,"00:10:06",NA,"https://www.youtube.com/watch?v=bWOOoqN0Ec8","OceanLeadership","342"
"Episode SIX - IODP Exp 342 Newfoundland","Derrick","Dan Brinkhuis",NA,"00:10:06",NA,"https://www.youtube.com/watch?v=bWOOoqN0Ec8","OceanLeadership","342"
"Episode SIX - IODP Exp 342 Newfoundland","Bridge","Dan Brinkhuis",NA,"00:10:06",NA,"https://www.youtube.com/watch?v=bWOOoqN0Ec8","OceanLeadership","342"
